name,main_category,category,address,city,postal,country,phone,place_id,cid,url,search_term,hours,rating,reviews_count,lat,lng,dine_in,takeout,vegetarian,alcohol,beer,coffee,breakfast,lunch,dinner,wifi,restroom,casual,family_friendly,tourists,reservations,cash_only
Coffee Break,Cafe,Cafe,"Tibukchhen Tol, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-3104766,ChIJPZz8uN4b6zkRxyq5sRtRxkE,4739564837241694919,https://www.google.com/maps/search/?api=1&query=Coffee%20Break&query_place_id=ChIJPZz8uN4b6zkRxyq5sRtRxkE,cafe,8 AM to 8 PM,5.0,5,27.6718026,85.4305635,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pulanchhen,Cafe,Cafe,"MCFG+GRH, Bholachhen - Yachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJBenzCmcb6zkRFOPSfo5OcZc,10912589746015494932,https://www.google.com/maps/search/?api=1&query=Pulanchhen&query_place_id=ChIJBenzCmcb6zkRFOPSfo5OcZc,cafe,7 AM to 9 PM,5.0,1,27.673801,85.4270962,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
Sha-Jhya Cafe & Funkey Delights,Cafe,Cafe,"MCCH+QR9, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1916645,ChIJIc6b3SIb6zkR1ZMvDlrhZ6U,11918742715760612309,https://www.google.com/maps/search/?api=1&query=Sha-Jhya%20Cafe%20%26%20Funkey%20Delights&query_place_id=ChIJIc6b3SIb6zkR1ZMvDlrhZ6U,cafe,7 AM to 8 PM,3.7,158,27.6719183,85.4296154,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0
Bhaktapur King Curd,Cafe,Cafe,"MCCG+WR6, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 986-1207824,ChIJrZ_ny4Yb6zkRl8fLFrCub74,13722378660941121431,https://www.google.com/maps/search/?api=1&query=Bhaktapur%20King%20Curd&query_place_id=ChIJrZ_ny4Yb6zkRl8fLFrCub74,cafe,7:30 AM to 9 PM,4.4,8,27.6722945,85.4270212,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Chandrayan Espresso Bar,Espresso bar,Espresso bar,"Nagarkot Road, Ittachhen - 17, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1057383,ChIJMTMW66Qa6zkROWzKHDL665M,10658888036240747577,https://www.google.com/maps/search/?api=1&query=Chandrayan%20Espresso%20Bar&query_place_id=ChIJMTMW66Qa6zkROWzKHDL665M,coffee shop,6 AM to 8 PM,3.8,86,27.6721252,85.4235942,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
Suresh coffee shop,Coffee shop,Coffee shop,"MCHJ+24J Mahakali sthan, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ49jTKAAb6zkRkFzr_4PlR4U,9603897085487963280,https://www.google.com/maps/search/?api=1&query=Suresh%20coffee%20shop&query_place_id=ChIJ49jTKAAb6zkRkFzr_4PlR4U,coffee shop,,0.0,0,27.6775854,85.4302684,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
श्याम चिया पसल,Coffee shop,Coffee shop,"MCGM+C28, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJTxWVs2wb6zkR2nZG2O3CSfE,17386642163232044762,https://www.google.com/maps/search/?api=1&query=%E0%A4%B6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AE%20%E0%A4%9A%E0%A4%BF%E0%A4%AF%E0%A4%BE%20%E0%A4%AA%E0%A4%B8%E0%A4%B2&query_place_id=ChIJTxWVs2wb6zkR2nZG2O3CSfE,coffee shop,,0.0,0,27.6760317,85.4325788,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Fried local foods,Coffee shop,Coffee shop,"MCCH+PV5, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ4RkB2yEb6zkR6Fa_YPv06oo,10010082482281469672,https://www.google.com/maps/search/?api=1&query=Fried%20local%20foods&query_place_id=ChIJ4RkB2yEb6zkR6Fa_YPv06oo,coffee store,,0.0,0,27.6718627,85.4297751,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Art Gallery Cafe (AGC),Coffee shop,Coffee shop,"MCCJ+PX6, Golmadhi, Bhaktapur 44800, Nepal",Bhaktapur,,NP,,ChIJBetTOgAb6zkRTA_u1M749EI,4824754668039966540,https://www.google.com/maps/search/?api=1&query=Art%20Gallery%20Cafe%20(AGC)&query_place_id=ChIJBetTOgAb6zkRTA_u1M749EI,coffee store,,0.0,0,27.6717925,85.4324033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kharbuza's Shop,Coffee shop,Coffee shop,"MCGF+V4G, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ0QnNHSgb6zkRZ8OqRFA3r_Y,17775487072143590247,https://www.google.com/maps/search/?api=1&query=Kharbuza's%20Shop&query_place_id=ChIJ0QnNHSgb6zkRZ8OqRFA3r_Y,coffee store,,0.0,0,27.6771993,85.4228395,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
rajan khiunju,Coffee shop,Coffee shop,"MCFG+WWM, Bhaktapur 44800, Nepal",Bhaktapur,,NP,,ChIJjXBaZwAb6zkRIyhZzZpIJbc,13197034112786442275,https://www.google.com/maps/search/?api=1&query=rajan%20khiunju&query_place_id=ChIJjXBaZwAb6zkRIyhZzZpIJbc,coffee store,,0.0,0,27.6748464,85.4273098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Daily Grind Coffee,Restaurant,Restaurant,"Bhaktapur Durbar Square, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 1-6615566,ChIJ65RezaEb6zkR5LOAFWAU2Yc,9788877667976655844,https://www.google.com/maps/search/?api=1&query=Daily%20Grind%20Coffee&query_place_id=ChIJ65RezaEb6zkR5LOAFWAU2Yc,cafe,7 AM to 9 PM,4.8,9,27.6721663,85.429265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thapa tea shop,Coffee shop,Coffee shop,"Lapuli Bhaktapur NP, Suryabinayak 10, Nepal",Suryabinayak,10,NP,+977 986-1723867,ChIJgct2WgEb6zkRxj8JMYfk7fo,18081359348256817094,https://www.google.com/maps/search/?api=1&query=Thapa%20tea%20shop&query_place_id=ChIJgct2WgEb6zkRxj8JMYfk7fo,tea and coffee shop,,0.0,0,27.6748464,85.4273098,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Anil's hillside tea,coffee& khaja ghar",Coffee shop,Coffee shop,"MCFG+WWM, Bhaktapur 44800, Nepal",Bhaktapur,,NP,,ChIJD92MCQAb6zkRHG0IHjCQktA,15029233442825465116,https://www.google.com/maps/search/?api=1&query=Anil's%20hillside%20tea%2Ccoffee%26%20khaja%20ghar&query_place_id=ChIJD92MCQAb6zkRHG0IHjCQktA,tea and coffee shop,,0.0,0,27.6748464,85.4273098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gomari Chhen,Coffee shop,Coffee shop,"MCCM+W47, Golmadhi Tol, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ7YrHPAAb6zkRxt_ytvTUmsU,14238927319391723462,https://www.google.com/maps/search/?api=1&query=Gomari%20Chhen&query_place_id=ChIJ7YrHPAAb6zkRxt_ytvTUmsU,coffee store,,0.0,0,27.6722932,85.4327994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tuchhimama,Coffee shop,Coffee shop,"MCFJ+8FR, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJHZGLtXEb6zkR4wErjBQi8w8,1149299801555927523,https://www.google.com/maps/search/?api=1&query=Tuchhimama&query_place_id=ChIJHZGLtXEb6zkR4wErjBQi8w8,coffee store,,0.0,0,27.6733738,85.4311453,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Aayan’s cafe and fastfood,Coffee shop,Coffee shop,"MCFJ+9FC, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ_bljTZcb6zkRd-5EJOf_WuU,16526803150800481911,https://www.google.com/maps/search/?api=1&query=Aayan%E2%80%99s%20cafe%20and%20fastfood&query_place_id=ChIJ_bljTZcb6zkRd-5EJOf_WuU,coffee store,,0.0,0,27.6734265,85.4311372,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Punahari Coffee Shop,Cafe,Cafe,"MCGP+734, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ3ZjF9LIa6zkRp02cohNG3Ss,3160759563630431655,https://www.google.com/maps/search/?api=1&query=Punahari%20Coffee%20Shop&query_place_id=ChIJ3ZjF9LIa6zkRp02cohNG3Ss,coffee shop,,1.0,1,27.6756396,85.4351914,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Cafe De Bonjour,Fast food restaurant,Fast food restaurant,"MCFG+3MP, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 976-7238839,ChIJMWQKOgAb6zkRzyrIzAdPKSI,2461585566253722319,https://www.google.com/maps/search/?api=1&query=Cafe%20De%20Bonjour&query_place_id=ChIJMWQKOgAb6zkRzyrIzAdPKSI,cafe,6 AM to 9 PM,4.2,6,27.6727303,85.4267056,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
The Hangout,Cafe,Cafe,"MCGJ+GW9, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJb97bCQAb6zkRgoDV2ppJ4Lw,13609959003358855298,https://www.google.com/maps/search/?api=1&query=The%20Hangout&query_place_id=ChIJb97bCQAb6zkRgoDV2ppJ4Lw,cafe,,4.0,4,27.676286,85.4323664,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Khwopa Media,Cafe,Cafe,"MCCP+QVX, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJzchae5sb6zkRsLMVqf-RExA,1158430056403809200,https://www.google.com/maps/search/?api=1&query=Khwopa%20Media&query_place_id=ChIJzchae5sb6zkRsLMVqf-RExA,cafe,,5.0,1,27.6719772,85.4372379,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Namo Buddha Khaja Ghar,Cafe,Cafe,"MCGF+C5P, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 980-3260088,ChIJFwegdewb6zkRrxFOVJSGfK8,12645129825377194415,https://www.google.com/maps/search/?api=1&query=Namo%20Buddha%20Khaja%20Ghar&query_place_id=ChIJFwegdewb6zkRrxFOVJSGfK8,cafe,8 AM to 8 PM,4.5,4,27.6760901,85.4229492,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
बर्गर हाउस,Cafe,Cafe,"MCFG+38P, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 981-8112233,ChIJDTsBe6Ua6zkRUo_R6SwWo3E,8188412929646890834,https://www.google.com/maps/search/?api=1&query=%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%B0%20%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8&query_place_id=ChIJDTsBe6Ua6zkRUo_R6SwWo3E,cafe,9 AM to 8 PM,4.1,155,27.6727151,85.4258303,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
Zoom Eat Street,Cafe,Cafe,"MCFG+3MP, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJx7mDkr0b6zkRCusNUvc9WG4,7951173274565470986,https://www.google.com/maps/search/?api=1&query=Zoom%20Eat%20Street&query_place_id=ChIJx7mDkr0b6zkRCusNUvc9WG4,cafe,8 AM to 9 PM,2.5,2,27.6727115,85.4266876,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Cafe Zone,Cafe,Cafe,"MCCJ+P7F, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1477637,ChIJLYAtW64a6zkRv4tSOvBxbhE,1256066622667525055,https://www.google.com/maps/search/?api=1&query=Cafe%20Zone&query_place_id=ChIJLYAtW64a6zkRv4tSOvBxbhE,cafe,5:30 AM to 8 PM,3.8,21,27.6718091,85.4306621,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1
TERAKOTA WINDOW CAFE,Cafe,Cafe,"MCFJ+GF, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,,NP,,ChIJMxx85Wkb6zkRyxkFfcqjZkk,5289094902469433803,https://www.google.com/maps/search/?api=1&query=TERAKOTA%20WINDOW%20CAFE&query_place_id=ChIJMxx85Wkb6zkRyxkFfcqjZkk,cafe,6 AM to 9 PM,0.0,0,27.6738041,85.4311855,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Lumanti Cafe,Cafe,Cafe,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-9426145,ChIJsbeLuRwb6zkRTJvEa30prWw,7830960945722858316,https://www.google.com/maps/search/?api=1&query=Lumanti%20Cafe&query_place_id=ChIJsbeLuRwb6zkRTJvEa30prWw,cafe,10 AM to 9 PM,0.0,0,27.6733741,85.4370836,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
Vajra Boutique Hotel,Restaurant,Restaurant,"10 Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 1-6610782,ChIJAAAAAAAAAAARCwN5WdzZTyc,2832722231056466699,https://www.google.com/maps/search/?api=1&query=Vajra%20Boutique%20Hotel&query_place_id=ChIJAAAAAAAAAAARCwN5WdzZTyc,tea and coffee shop,,4.2,209,27.6726197,85.4295217,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
Alphabet Pizzeria,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 981-3109746,ChIJuYI2P_cb6zkRVhcUl4zMQF0,6719595548238944086,https://www.google.com/maps/search/?api=1&query=Alphabet%20Pizzeria&query_place_id=ChIJuYI2P_cb6zkRVhcUl4zMQF0,coffee store,11:30 AM to 10 PM,4.5,950,27.6722963,85.4241239,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
The Nanee,Cafe,Cafe,"Itachhen 2, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 1-5915110,ChIJTbAmN3Qb6zkRkCRN2FsKFHI,8220206609445233808,https://www.google.com/maps/search/?api=1&query=The%20Nanee&query_place_id=ChIJTbAmN3Qb6zkRkCRN2FsKFHI,coffee store,,4.5,93,27.6727318,85.4257091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
its chai wala,Cafe,Cafe,"Byasi Gate, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJU1MBmjAb6zkRmElC7zJn3Wk,7628366812295612824,https://www.google.com/maps/search/?api=1&query=its%20chai%20wala&query_place_id=ChIJU1MBmjAb6zkRmElC7zJn3Wk,cafe,,0.0,0,27.6752631,85.4300374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LUNIVA RESTAURANT AND GUEST HOUSE,Cafe,Cafe,"MCFJ+WJ6 Mulachhen, Bholachhen - Yachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 986-4995262,ChIJTzMQ9E0b6zkRMKnIP6I54nM,8350300028115921200,https://www.google.com/maps/search/?api=1&query=LUNIVA%20RESTAURANT%20AND%20GUEST%20HOUSE&query_place_id=ChIJTzMQ9E0b6zkRMKnIP6I54nM,cafe,,4.4,11,27.6747818,85.4312311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shiva Guest House,Cafe,Cafe,"Durbar square, Bhaktapur 46800, Nepal",Bhaktapur,46800,NP,+977 985-1129912,ChIJXS_u6e8b6zkRXuKM9ZM8qM0,14819161180040127070,https://www.google.com/maps/search/?api=1&query=Shiva%20Guest%20House&query_place_id=ChIJXS_u6e8b6zkRXuKM9ZM8qM0,cafe,,4.0,17,27.6718108,85.428603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nasajwolan Newa kitchen & Continental Food,Family restaurant,Family restaurant,"Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 1-6615801,ChIJP-65hFob6zkRmKLrHDsKU2A,6940902699712619160,https://www.google.com/maps/search/?api=1&query=Nasajwolan%20Newa%20kitchen%20%26%20Continental%20Food&query_place_id=ChIJP-65hFob6zkRmKLrHDsKU2A,cafe,10 AM to 9 PM,2.1,7,27.6723271,85.424125,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0
Coffee Square,Cafe,Cafe,"MCFG+5GX, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1049326,ChIJb0YwRKUa6zkRhZtUaHgMqcI,14026756225708104581,https://www.google.com/maps/search/?api=1&query=Coffee%20Square&query_place_id=ChIJb0YwRKUa6zkRhZtUaHgMqcI,cafe,,4.4,22,27.6729764,85.4263687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hostel Swastik,Restaurant,Restaurant,"Swastik Ln, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1000425,ChIJR0ahjAEb6zkRcIfcvJ0v8iI,2518127496178468720,https://www.google.com/maps/search/?api=1&query=Hostel%20Swastik&query_place_id=ChIJR0ahjAEb6zkRcIfcvJ0v8iI,cafe,,4.9,54,27.6755045,85.434147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Awal paha chhen,Restaurant,Restaurant,"MCGM+9GF, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1398385,ChIJXV4SIgAb6zkRoprocSQrVn8,9175568726343850658,https://www.google.com/maps/search/?api=1&query=Awal%20paha%20chhen&query_place_id=ChIJXV4SIgAb6zkRoprocSQrVn8,cafe,10:30 AM to 9:30 PM,0.0,0,27.675937,85.433786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMA KRISHI TATHA FRESH FARM PVT,Family restaurant,Family restaurant,"MCFG+GVW Phul bari toll, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 982-3101799,ChIJpQ7bW94b6zkRAwjiaA1KBf4,18304117681971922947,https://www.google.com/maps/search/?api=1&query=NUMA%20KRISHI%20TATHA%20FRESH%20FARM%20PVT&query_place_id=ChIJpQ7bW94b6zkRAwjiaA1KBf4,cafe,,0.0,0,27.6738729,85.4272013,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
Taleju Grand Hotel - Bhaktapur,Cafe,Cafe,"Darbar Square, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-9761715,ChIJf5d6nYwb6zkRbw2eDHrCKes,16945288902411685231,https://www.google.com/maps/search/?api=1&query=Taleju%20Grand%20Hotel%20-%20Bhaktapur&query_place_id=ChIJf5d6nYwb6zkRbw2eDHrCKes,cafe,,4.8,17,27.6726564,85.4289499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sukuldhoka_ newar_khaja_ghar,Restaurant,Restaurant,"MCCJ+X45, Bhaktapur 44800, Nepal",Bhaktapur,,NP,,ChIJUfJLXgAb6zkR63jwcxHQv6k,12231723886339717355,https://www.google.com/maps/search/?api=1&query=Sukuldhoka_%20newar_khaja_ghar&query_place_id=ChIJUfJLXgAb6zkR63jwcxHQv6k,cafe,,0.0,0,27.6723944,85.4303515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newa Lahana Bhaktapur & Hotel,Restaurant,Restaurant,"Bhaktapur 44600, Nepal",Bhaktapur,44600,NP,+977 1-6620770,ChIJCWFzaAAb6zkRaFioexqEgz4,4504589301579274344,https://www.google.com/maps/search/?api=1&query=Newa%20Lahana%20Bhaktapur%20%26%20Hotel&query_place_id=ChIJCWFzaAAb6zkRaFioexqEgz4,cafe,,4.3,44,27.6722545,85.4308109,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0
Aamako Bara Pasal,Restaurant,Restaurant,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 986-5998611,ChIJR0PGsa8a6zkRx5LjjNtmYf0,18257987457484296903,https://www.google.com/maps/search/?api=1&query=Aamako%20Bara%20Pasal&query_place_id=ChIJR0PGsa8a6zkRx5LjjNtmYf0,cafe,1:30 to 6 PM,4.0,188,27.6719045,85.4294079,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
Travellers Bistro,Asian restaurant,Asian restaurant,"MCFP+83V Travellers Bistro, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJz6eBSQAb6zkRTEtatxOaKWw,7793930039612558156,https://www.google.com/maps/search/?api=1&query=Travellers%20Bistro&query_place_id=ChIJz6eBSQAb6zkRTEtatxOaKWw,cafe,,0.0,0,27.6733506,85.4351605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudhha MoMo,Momo restaurant,Momo restaurant,"MCFH+5R9, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJJWGrdAAb6zkRkphmGwqzXkw,5503032650684078226,https://www.google.com/maps/search/?api=1&query=Sudhha%20MoMo&query_place_id=ChIJJWGrdAAb6zkRkphmGwqzXkw,cafe,,0.0,0,27.6728872,85.4296237,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mahakali Mo mo,Fast food restaurant,Fast food restaurant,"MCGJ+GWG, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJo7bn0RQb6zkRV-xTsChksPk,17991990637264890967,https://www.google.com/maps/search/?api=1&query=Mahakali%20Mo%20mo&query_place_id=ChIJo7bn0RQb6zkRV-xTsChksPk,cafe,,0.0,0,27.6763359,85.4324363,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
Community at The Nanee,Restaurant,Restaurant,"Itachhen 2, Bhaktapur, Nepal",Bhaktapur,,NP,+977 985-1343296,ChIJxZP-06gb6zkRSOFcbLceNrk,13345888318904918344,https://www.google.com/maps/search/?api=1&query=Community%20at%20The%20Nanee&query_place_id=ChIJxZP-06gb6zkRSOFcbLceNrk,restaurant or cafe,6:30 AM to 10 PM,4.7,63,27.6727094,85.4258379,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
Baiga Vutoo,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,,NP,,ChIJ0esZRwAb6zkRni1Yo77l-l4,6844035190689901982,https://www.google.com/maps/search/?api=1&query=Baiga%20Vutoo&query_place_id=ChIJ0esZRwAb6zkRni1Yo77l-l4,restaurant or cafe,9 AM to 8 PM,4.9,13,27.6724496,85.429542,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Arena Restaurant Paryatak Pasal,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-0698969,ChIJ7xsfN3Ab6zkREWVyvuxphQI,181667825506739473,https://www.google.com/maps/search/?api=1&query=De%20Arena%20Restaurant%20Paryatak%20Pasal&query_place_id=ChIJ7xsfN3Ab6zkREWVyvuxphQI,restaurant or cafe,9 AM to 9:30 PM,4.6,30,27.6735504,85.4346362,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Jhegu newa kitchen restro,Family restaurant,Family restaurant,"Chariot track, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1912482,ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,11172093413301311323,https://www.google.com/maps/search/?api=1&query=Jhegu%20newa%20kitchen%20restro&query_place_id=ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,vegetarian restaurant,8 AM to 9 PM,4.4,10,27.6698837,85.4293982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
New Watshala Garden Restaurant,Restaurant,Restaurant,"5 Durbar Square, Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 985-1081708,ChIJA4q_iKob6zkRvMDhbkR3_oo,10015573757120331964,https://www.google.com/maps/search/?api=1&query=New%20Watshala%20Garden%20Restaurant&query_place_id=ChIJA4q_iKob6zkRvMDhbkR3_oo,vegetarian restaurant,9 AM to 9 PM,4.6,5,27.6718001,85.4285972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Korean Restaurant,Korean restaurant,Korean restaurant,"Dattatraya Square - 09, Bhaktapur, Nepal",Bhaktapur,,NP,+977 984-1369443,ChIJk73od60a6zkRwmlB5OFE-lA,5835052004199721410,https://www.google.com/maps/search/?api=1&query=Peaceful%20Korean%20Restaurant&query_place_id=ChIJk73od60a6zkRwmlB5OFE-lA,vegetarian restaurant,11 AM to 9 PM,4.3,147,27.6733352,85.4350754,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
Sakotha Woh-Chatamari Fast Food,Fast food restaurant,Fast food restaurant,"MCCH+PQH, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJQx0tsK8a6zkRVfsW8Wg0xBM,1424321007481977685,https://www.google.com/maps/search/?api=1&query=Sakotha%20Woh-Chatamari%20Fast%20Food&query_place_id=ChIJQx0tsK8a6zkRVfsW8Wg0xBM,vegetarian restaurant,9 AM to 6:28 PM,4.5,20,27.6719049,85.4294072,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Binayak Fast Food & Sekuwa Corner,Fast food restaurant,Fast food restaurant,"MCGP+PVF, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJPUl6ikwb6zkR7XAB69uSLAg,589007124516925677,https://www.google.com/maps/search/?api=1&query=Binayak%20Fast%20Food%20%26%20Sekuwa%20Corner&query_place_id=ChIJPUl6ikwb6zkR7XAB69uSLAg,vegetarian restaurant,9 AM to 9 PM,4.5,2,27.6768541,85.4371348,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Temple Terrace Restaurant,Restaurant,Restaurant,"Paanch Taley Mandir, Taumadhi Square, Opposite to, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 980-7397093,ChIJA0i3UdEb6zkRfj28qirdY8I,14007282441375202686,https://www.google.com/maps/search/?api=1&query=Temple%20Terrace%20Restaurant&query_place_id=ChIJA0i3UdEb6zkRfj28qirdY8I,restaurant,,5.0,1,27.6714191,85.4293764,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Samsara thakali restaurant,Thai restaurant,Thai restaurant,"Inacho - Hanumanghat Rd, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJ-Q8BSgAb6zkRJr4seRIQYGU,7304856267123375654,https://www.google.com/maps/search/?api=1&query=Samsara%20thakali%20restaurant&query_place_id=ChIJ-Q8BSgAb6zkRJr4seRIQYGU,restaurant,8 AM to 10 PM,4.5,10,27.672294,85.433751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwakhancha,Restaurant,Restaurant,"Somla Gali, Taumadhi Square, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 1-6610322,ChIJbWl5JgAb6zkR_rhwOeLDjXk,8758872226699196670,https://www.google.com/maps/search/?api=1&query=Gwakhancha&query_place_id=ChIJbWl5JgAb6zkR_rhwOeLDjXk,restaurant,8 AM to 9 PM,5.0,7,27.6711897,85.4284526,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awal Newari Khaja Ghar,Restaurant,Restaurant,"MCGM+JH3, MCGMawal N+JGR, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1692535,ChIJLbR8XAAb6zkRrPnSp5lXZtc,15521189483236227500,https://www.google.com/maps/search/?api=1&query=Awal%20Newari%20Khaja%20Ghar&query_place_id=ChIJLbR8XAAb6zkRrPnSp5lXZtc,restaurant,,5.0,1,27.6768192,85.4337163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
