temples_min_dist_m,other_min_dist_m,alcohol,beer,breakfast,cash_only,casual,category,city,coffee,delivery,dine_in,dinner,family_friendly,lat,lng,lunch,main_category,name,permanentlyClosed,place_id,rank,rating,rating.1,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,takeout,temporarilyClosed,title,tourists,vegetarian,weekly_hours,wheelchair_accessible_entrance,wifi,banks_count_1km,banks_weight_1km,banks_category_weight,education_count_1km,education_weight_1km,education_category_weight,health_count_1km,health_weight_1km,health_category_weight,temples_count_1km,temples_weight_1km,temples_category_weight,other_count_1km,other_weight_1km,other_category_weight,poi_composite_score
66.73388347,121.6640831,1,1,0,0,1,Asian restaurant,Madhyapur Thimi,1,0,1,1,0,27.6759092,85.3980128,1,Asian restaurant,The Atlantic Seafood Restaurant & Bar,0,ChIJjcKDWqYb6zkRuZYg4su6DPY,40,3.8,3.9,29,0,2,5,17,3.9,1,0,The Atlantic Seafood Restaurant & Bar,1,0,98,0,0,10,26.6,1,22,46.3,0.8,22,51.7,0.9,17,63.5,0.6,20,53.6,0.5,0.598995052
30.96377705,24.38373783,1,1,0,1,1,Bar,Bhaktapur,0,0,1,0,0,27.671011,85.4257652,0,Bar,Barahi Liquors,0,ChIJlaxqz5Ub6zkRHl1i0GLfyIY,2,5,4.6,29,0,0,2,12,15,0,0,Barahi Liquors,0,0,70,0,0,43,118.9,1,123,176.7,0.8,119,304.3,0.9,199,712.8,0.6,94,237.3,0.5,3.050290705
2.964728304,119.240227,0,0,0,0,0,Dairy store,Madhyapur Thimi,0,0,0,0,0,27.6809973,85.3860676,0,Dairy store,Madhyapur dairy and coffee shop,0,ChIJlfs1KmYa6zkRgLlawSzFheU,41,3.9,3.3,29,0,13,2,7,3.3,0,0,Madhyapur dairy and coffee shop,0,0,91,0,0,24,71.3,1,3,9.6,0.8,8,23.8,0.9,122,429.1,0.6,31,87.9,0.5,0.984101048
92.23543378,370.5905399,0,0,0,0,1,Fast food restaurant,Kathmandu,0,0,1,0,0,27.6965982,85.3678565,0,Fast food restaurant,Chaska - Pepsicola,0,ChIJmceBQAwb6zkRWXKjVJUCmTQ,10,3.7,3.5,29,0,4,14,4,3.5,1,0,Chaska - Pepsicola,0,0,77,0,0,5,20.4,1,0,0,0.8,0,0,0.9,16,46,0.6,7,21.8,0.5,0.19132408
94.02920163,328.1759843,1,1,0,0,1,American restaurant,Suryabinayak,0,0,1,1,0,27.658384,85.425281,1,American restaurant,Him babu,0,ChIJOYwbBsUR6zkRXaYCVhBFHzo,5,0,4.1,29,0,6,3,3,4.1,1,0,Him babu,0,0,77,0,0,22,53.9,1,41,82,0.8,42,126.6,0.9,29,73.4,0.6,16,47.6,0.5,1.069830332
388.2035587,393.840473,0,0,0,0,0,Bakery,Suryabinayak,0,0,0,0,0,27.6599618,85.4317119,0,Bakery,Sujit bakrey,0,ChIJq_gAOQAR6zkRvIy-UooJ2gY,28,0,3.7,29,4,0,11,1,3.7,0,0,Sujit bakrey,0,0,105,0,0,18,56.8,1,52,96.5,0.8,43,141,0.9,30,87.4,0.6,12,31.5,0.5,1.158982372
386.0111366,353.8236169,0,0,1,0,1,Restaurant,Madhyapur Thimi,0,0,1,0,0,27.6896582,85.3910851,1,Restaurant,à¤°à¥à¤ à¤à¤¾à¤¨à¤¾ à¤¤à¤¥à¤¾ à¤à¤¾à¤à¤¾ à¤à¤°,0,ChIJRQ68HFwa6zkRs4_uL7abmgk,39,3,3.4,29,0,6,9,11,3.4,1,0,à¤°à¥à¤ à¤à¤¾à¤¨à¤¾ à¤¤à¤¥à¤¾ à¤à¤¾à¤à¤¾ à¤à¤°,0,0,105,0,0,15,46,1,1,0,0.8,2,2.1,0.9,38,107,0.6,10,31,0.5,0.406631877
0.57643771,207.9967599,1,1,0,1,1,Cafe,Bhaktapur,1,1,1,0,1,27.6733741,85.4370836,0,Cafe,Lumanti Cafe,0,ChIJsbeLuRwb6zkRTJvEa30prWw,59,0,3.6,29,0,2,11,13,3,1,0,Lumanti Cafe,0,1,77,0,0,37,120.6,1,93,128,0.8,87,224.6,0.9,198,702.9,0.6,74,204.6,0.5,2.616947604
282.3558957,85.92096131,0,0,0,0,0,Bakery,Anantalingeshwar,0,0,0,0,0,27.6659305,85.3677244,0,Bakery,Dipsan home,0,ChIJSxmmSLob6zkR0r3UQQGLMCQ,24,5,3.1,29,2,13,2,5,3.1,0,0,Dipsan home,0,0,105,0,0,17,54.5,1,1,0,0.8,2,9.9,0.9,26,81.7,0.6,17,41.2,0.5,0.47345873
67.78281096,179.8295854,1,1,1,0,1,Restaurant,Madhyapur Thimi,1,0,1,1,0,27.6750932,85.3986352,1,Restaurant,ATITHI FOOD PALACE,0,ChIJvaveWYga6zkREbMPPk7lWHU,35,3.7,4,29,1,1,9,5,4,1,0,ATITHI FOOD PALACE,0,0,86,0,0,9,26.6,1,28,53.2,0.8,24,55.9,0.9,14,52.5,0.6,22,57.9,0.5,0.635133956
58.75629732,100.6817055,0,0,0,0,0,Cafe,Madhyapur Thimi,1,0,0,0,0,27.6736844,85.3734008,0,Cafe,Himalayan Orbit Cafe,0,ChIJvbaRewAb6zkRtNNJtMA2auE,17,0,3.3,29,0,11,7,3,3.3,0,0,Himalayan Orbit Cafe,0,0,91,0,0,27,86.4,1,1,4.6,0.8,3,14,0.9,31,91.6,0.6,22,60.2,0.5,0.726973256
82.04150847,467.1204203,0,0,0,0,1,Momo restaurant,Madhyapur Thimi,0,0,1,0,0,27.6833348,85.4012721,0,Momo restaurant,Hindunagar Momo Centre,0,ChIJy1xAdQAb6zkRUG872KzoAoQ,69,0,3.9,29,2,0,5,15,3.9,1,0,Hindunagar Momo Centre,0,0,91,0,0,11,30.9,1,11,22.4,0.8,9,26.6,0.9,22,63.5,0.6,13,33.7,0.5,0.436352556
331.6706189,292.5540693,0,0,0,0,1,Cafe,Madhyapur Thimi,1,0,0,0,0,27.6784877,85.3915966,0,Cafe,Haang Cafe (à¤¹à¤¾à¤à¥à¤ à¤à¥à¤¯à¤¾à¤«à¥),0,ChIJYZ3x5w4b6zkRbuFSQYJQM6I,8,5,3.7,29,0,8,5,5,3.7,0,0,Haang Cafe (à¤¹à¤¾à¤à¥à¤ à¤à¥à¤¯à¤¾à¤«à¥),0,0,98,0,0,30,93.1,1,3,9.6,0.8,10,25.8,0.9,121,436.2,0.6,30,88.3,0.5,1.121163166
211.738481,216.414549,1,1,1,0,1,Restaurant,Bhaktapur,1,0,1,1,1,27.6955041,85.4637617,1,Restaurant,Releaf Restro,0,ChIJ0wHdbaMF6zkRpubRtNxSz9k,8,4.4,3.4,28,0,1,19,5,3.4,1,0,Releaf Restro,1,0,70,1,1,0,0,1,0,0,0.8,0,0,0.9,13,23,0.6,10,26.9,0.5,0.064944722
220.6797767,343.9122368,1,1,0,0,1,Restaurant,Madhyapur Thimi,1,0,1,1,0,27.6706293,85.376281,1,Restaurant,ARC - Arju Restro And Cafe,0,ChIJ12xxDwAb6zkRrD4khVDl4MU,5,4.8,3.4,28,1,5,12,3,3.4,1,0,ARC - Arju Restro And Cafe,0,0,98,0,0,24,73.3,1,1,4.6,0.8,5,19,0.9,43,131.6,0.6,21,76.4,0.5,0.721602286
374.5957063,407.8775439,1,1,1,0,1,Restaurant,Madhyapur Thimi,0,0,1,0,0,27.6879753,85.3900556,1,Restaurant,Shanti Khaja Ghar,0,ChIJ2zZeNQAb6zkRTO-hvReQqtk,27,5,4.3,28,0,1,6,5,4.3,1,0,Shanti Khaja Ghar,0,0,63,0,0,16,51,1,1,0,0.8,2,2.1,0.9,63,193.4,0.6,15,37.8,0.5,0.51239687
120.8926214,89.7172543,1,1,0,0,1,Restaurant,Madhyapur Thimi,0,0,1,1,0,27.6752182,85.373278,1,Restaurant,Gatthaghar banquet.,0,ChIJ8aBV5l8b6zkR4kONTyVuAis,59,3.5,3.9,28,5,0,2,8,3.9,1,0,Gatthaghar banquet.,0,0,91,0,0,26,83,1,1,4.6,0.8,3,14,0.9,27,86.3,0.6,24,64.9,0.5,0.711639791
416.5501982,319.5151256,0,0,0,0,0,Bakery,Suryabinayak,0,0,0,0,0,27.6630311,85.4325736,0,Bakery,Suryabinayak Tea Shop,0,ChIJ8cy-DAAb6zkRRlkCYFngv1A,18,5,3.7,28,0,1,14,6,3.7,1,0,Suryabinayak Tea Shop,0,0,98,0,0,31,89.3,1,76,113.8,0.8,59,171.1,0.9,96,308.4,0.6,26,63.8,0.5,1.708580092
204.3264655,239.3259577,1,1,1,0,1,Restaurant,Madhyapur Thimi,1,1,1,1,0,27.671833,85.3878811,1,Restaurant,Cozy Food Cafe (CFC),0,ChIJ8Qgcon8b6zkRSwBaPNDJkKE,9,2,3.2,28,3,5,11,2,3.2,1,0,Cozy Food Cafe (CFC),0,0,91,0,0,14,37.1,1,2,9.6,0.8,6,21.7,0.9,89,325.3,0.6,28,88.4,0.5,0.704103814
144.5985897,147.588105,0,0,0,0,1,Restaurant,Madhyapur Thimi,0,1,1,0,0,27.6732686,85.3872661,0,Restaurant,Combo kitchen,0,ChIJ94cWeQAb6zkR4r9Lsg9Tw24,12,4.6,3.7,28,0,0,16,5,3.7,1,0,Combo kitchen,0,0,84,0,0,16,47.1,1,2,9.6,0.8,6,21.7,0.9,110,390.7,0.6,32,100.9,0.5,0.833213223
225.3527329,135.3885867,0,0,0,0,0,Coffee shop,Bhaktapur,0,0,0,0,0,27.6744504,85.3692713,0,Coffee shop,The Baristas Coffee School (Bhaktapur Branch),0,ChIJ9ahE7QAZ6zkR_CfQGJTZ_DE,19,4.8,3.3,28,0,7,11,5,3.3,0,0,The Baristas Coffee School (Bhaktapur Branch),0,0,61,0,0,23,76.9,1,1,4.6,0.8,2,9.9,0.9,23,68.2,0.6,16,43.8,0.5,0.615616685
131.4435674,54.33096233,1,1,1,0,1,Fast food restaurant,Kathmandu,1,1,1,1,1,27.6692896,85.3859474,1,Fast food restaurant,Samsara Restro,0,ChIJAc2HkhQb6zkRkgHYVm4QYd0,9,4.1,4.3,28,1,0,5,6,4.3,1,0,Samsara Restro,0,1,84,1,0,14,37.1,1,1,5,0.8,7,26.7,0.9,63,228.3,0.6,22,75.7,0.5,0.602842771
47.99863771,72.04586195,0,0,0,0,1,Asian restaurant,Madhyapur Thimi,0,0,1,0,0,27.6808886,85.3867524,1,Asian restaurant,pramod ko pasal,0,ChIJbcscKs4b6zkR5am-2DpsYi8,60,0,3.8,28,0,7,7,0,3.8,1,0,pramod ko pasal,0,0,91,0,0,24,71.3,1,3,9.6,0.8,8,23.8,0.9,123,434.1,0.6,31,87.9,0.5,0.987847302
141.7435619,388.8882529,0,0,0,0,1,Fast food restaurant,Anantalingeshwar,0,0,1,0,0,27.6694942,85.3765347,1,Fast food restaurant,Pranisha Khaja Ghar,0,ChIJcSCd42Ab6zkRK431QBgzW84,4,4,3.1,28,0,11,5,11,3.1,1,0,Pranisha Khaja Ghar,0,0,77,0,0,23,73.3,1,1,4.6,0.8,5,19,0.9,41,136.1,0.6,18,74.8,0.5,0.722136029
283.2474726,296.029372,1,1,0,0,1,Cafe,Madhyapur Thimi,1,0,1,0,0,27.673449,85.377165,0,Cafe,Under Ground Cafe,0,ChIJ-cuIwcAb6zkRlYl93fcWndc,9,5,4.3,28,0,1,5,7,4.3,1,0,Under Ground Cafe,0,0,98,0,0,25,77.4,1,1,4.6,0.8,8,31.7,0.9,73,258.6,0.6,26,86,0.5,0.88757032
146.8738898,211.9147196,0,0,0,0,1,Fast food restaurant,Madhyapur Thimi,0,0,1,0,0,27.6750259,85.3978356,0,Fast food restaurant,Fast and Fresh Food,0,ChIJde9IOgAb6zkRnGWOdVmABng,8,2,4.1,28,0,5,2,7,4.1,1,0,Fast and Fresh Food,0,0,84,0,0,10,26.6,1,22,46.3,0.8,22,51.7,0.9,14,53.8,0.6,18,50.1,0.5,0.585519445
470.8680858,406.4554842,1,1,0,0,1,Rice restaurant,Banepa,0,0,1,1,0,27.6432728,85.4682241,1,Rice restaurant,Daura Chulo,0,ChIJdQ2pkGsP6zkRrX52XXBNwO8,9,4,4.5,28,0,0,3,9,4.5,1,0,Daura Chulo,0,0,77,0,0,0,0,1,0,0,0.8,0,0,0.9,10,27.6,0.6,3,13.5,0.5,0.044623982
300.2256256,40.34294581,1,1,0,0,1,Nepalese restaurant,Madhyapur Thimi,1,0,1,1,0,27.6747414,85.3904894,1,Nepalese restaurant,Everyday is friday,0,ChIJGR9CYLAb6zkRaNpNI2uU818,28,4.4,3.8,28,2,2,7,7,3.8,1,0,Everyday is friday,0,0,98,0,0,24,68.8,1,2,9.6,0.8,9,29.8,0.9,110,394.2,0.6,35,105.1,0.5,0.988163236
248.2354471,81.90721617,0,0,0,0,1,Coffee shop,Suryabinayak,1,0,1,0,0,27.6728291,85.3992731,0,Coffee shop,GS cafe & khaja ghar,0,ChIJgZ8qYQAb6zkRsJOj3BQ3vyU,17,5,3.9,28,2,4,0,12,3.9,1,0,GS cafe & khaja ghar,0,0,84,0,0,12,33.4,1,31,62.7,0.8,25,60.9,0.9,13,47.2,0.6,19,50.1,0.5,0.705478179
192.4552654,164.3290407,0,0,0,0,1,Restaurant,Suryabinayak,0,1,1,0,0,27.6626591,85.4259429,1,Restaurant,Ray Mama's Restro,0,ChIJH6L9UQAb6zkRaG1sy1DRKbM,12,0,4.2,28,0,0,4,15,9,1,0,Ray Mama's Restro,0,0,84,0,0,27,66.4,1,88,146.5,0.8,61,172.7,0.9,80,259,0.6,27,68.9,0.5,1.678833359
258.0410419,347.6467104,1,0,0,0,0,Bar,Kageshwori Manohara,0,0,0,0,0,27.7103599,85.4031193,0,Bar,Madhav thapa,0,ChIJHatrCgAb6zkRxP0BUmDY8Do,16,0,4.1,28,0,1,8,7,4.1,0,0,Madhav thapa,0,0,105,0,0,1,1,1,0,0,0.8,0,0,0.9,7,24.8,0.6,2,9.5,0.5,0.041225108
161.107512,71.16616975,0,0,0,0,0,Bed & breakfast,Madhyapur Thimi,0,0,0,0,0,27.6743633,85.3707449,0,Bed & breakfast,à¤°à¥à¤·à¥à¤®à¤¾ à¤à¤¾à¤à¤¾ à¤ªà¤¸à¤²,0,ChIJIabQKBIa6zkR6mOFB6GnplU,24,2,3.8,28,1,2,6,13,3.8,0,0,à¤°à¥à¤·à¥à¤®à¤¾ à¤à¤¾à¤à¤¾ à¤ªà¤¸à¤²,0,0,70,0,0,25,80.2,1,1,4.6,0.8,3,14.9,0.9,22,68.1,0.6,19,55.4,0.5,0.66705922
219.5067542,245.2604608,1,1,1,0,1,Restaurant,Madhyapur Thimi,1,1,1,1,0,27.6717358,85.3880642,1,Restaurant,Good Mood Stick Food & Cafe,0,ChIJJVlPHLQb6zkRH5QaGAoBAdg,11,0,4.3,28,0,1,8,1,4.3,1,0,Good Mood Stick Food & Cafe,0,0,70,0,0,14,37.1,1,2,9.6,0.8,6,21.7,0.9,85,317.3,0.6,26,83.4,0.5,0.689241415
112.2230774,124.055414,0,0,1,0,1,Restaurant,Madhyapur Thimi,1,0,1,1,0,27.6740956,85.3747591,1,Restaurant,Universal Star Foodland,0,ChIJk-gUzxIa6zkRLMjoqNuUlqA,11,3.2,3.4,28,0,3,17,3,3.4,1,0,Universal Star Foodland,0,0,98,0,0,24,75.7,1,1,4.6,0.8,3,14,0.9,38,114.4,0.6,24,69.7,0.5,0.698913073
147.6635163,50.6604037,0,0,0,0,1,Fast food restaurant,Anantalingeshwar,0,0,1,0,0,27.6691004,85.3881307,1,Fast food restaurant,KC fast food,0,ChIJKQ5BZEEb6zkRWp2tM0nOIYM,20,0,3.3,28,0,9,7,7,3.3,1,0,KC fast food,0,0,70,0,0,14,37.1,1,1,5,0.8,6,21.7,0.9,51,189.9,0.6,22,75.7,0.5,0.562248105
112.326359,117.3905753,1,1,1,0,1,Restaurant,Mahamanjushree Nagarkot,1,1,1,1,0,27.6858742,85.4794353,1,Restaurant,à¤¸à¤¾à¤¨à¤¾à¥ à¤ à¤¾à¤à¤à¤®à¤¾ à¤¸à¤¾à¤¨à¥ à¤µà¥à¤¯à¤µà¤¸à¤¾à¤¯,0,ChIJKWFxczoF6zkRS_BLaPADtz4,2,0,3.5,28,1,0,14,11,3.5,1,0,à¤¸à¤¾à¤¨à¤¾à¥ à¤ à¤¾à¤à¤à¤®à¤¾ à¤¸à¤¾à¤¨à¥ à¤µà¥à¤¯à¤µà¤¸à¤¾à¤¯,0,0,168,0,0,1,4,1,2,0,0.8,0,0,0.9,15,46.9,0.6,3,14.4,0.5,0.083855803
221.4824914,129.2687608,0,0,0,0,0,Tea store,Changunarayan,0,0,0,0,0,27.6788593,85.4085225,0,Tea store,Hamro khaza ghar,0,ChIJL4QqP8Yb6zkRa7YLDEKSeIs,109,3.7,4.2,28,0,0,3,17,4.2,1,0,Hamro khaza ghar,0,0,63,0,0,7,18.1,1,37,89.7,0.8,40,100.1,0.9,14,44.2,0.6,18,50.1,0.5,0.812238174
273.0062886,142.339985,0,0,0,0,1,Fast food restaurant,Suryabinayak,0,0,1,0,0,27.6623595,85.4076821,0,Fast food restaurant,Shyam Khaja Ghar,0,ChIJMaD_QgAb6zkRX4j3EYPUvzE,98,0,3.4,28,4,8,2,2,3.4,0,0,Shyam Khaja Ghar,0,0,70,0,0,4,8.7,1,24,31.6,0.8,16,37,0.9,6,16.9,0.6,14,26.6,0.5,0.320578889
62.10825033,200.6525301,1,1,0,0,1,Restaurant,Madhyapur Thimi,0,0,1,0,0,27.6804562,85.3980211,0,Restaurant,Thakali and Sekuwa Hub,0,ChIJn-csfgAb6zkRqTvhvo_gnEs,42,4.5,3.2,28,3,5,11,2,3.2,0,0,Thakali and Sekuwa Hub,0,0,105,0,0,12,29.8,1,12,25.1,0.8,10,24.7,0.9,27,87.1,0.6,17,42.7,0.5,0.469627585
281.5288909,58.4065906,0,0,0,0,0,Asian restaurant,Madhyapur Thimi,0,0,0,0,0,27.6817462,85.3914961,0,Asian restaurant,Tapaiko food corner,0,ChIJozGYcwAb6zkREKwwjEjJK7E,41,5,4.2,28,1,2,4,5,4.2,0,0,Tapaiko food corner,0,0,98,0,0,24,73.1,1,4,9.6,0.8,6,17.3,0.9,117,417.1,0.6,26,70.2,0.5,0.938774197
11.42939186,236.3903357,0,0,0,0,1,Cafe,Anantalingeshwar,1,0,1,0,0,27.6649422,85.3727468,0,Cafe,Foodies Cafe,0,ChIJPXLSpekb6zkRtqXIHG8K7kU,26,0,3.3,28,0,14,1,4,3.3,1,0,Foodies Cafe,0,0,72,0,0,8,26.5,1,2,4.6,0.8,1,5,0.9,29,92.6,0.6,12,39.3,0.5,0.322325247
282.8419217,315.9424286,0,0,1,0,0,Bakery,Bhaktapur,1,1,1,0,0,27.6768654,85.3919935,0,Bakery,Aadhya's Bakery,0,ChIJr5BSPK8b6zkRJo3_wWSlCMA,2,5,3.9,28,0,0,8,16,3.9,1,0,Aadhya's Bakery,0,0,98,0,1,30,93.1,1,4,9.6,0.8,10,25.8,0.9,113,403.2,0.6,32,93.3,0.5,1.105306285
73.55986415,23.75338608,1,1,0,0,1,Family restaurant,Madhyapur Thimi,1,1,1,1,0,27.6767625,85.3986406,1,Family restaurant,Thakali restaurant (à¤¥à¤à¤¾à¤²à¥ à¤­à¤¾à¤¨à¥à¤à¤¾ à¤à¤° à¤°à¥à¤¸à¥à¤à¥à¤°à¤¾à¤),0,ChIJsXbXEwAb6zkRGgXrpLxSc9o,55,3.8,4.5,28,0,0,7,1,4.5,1,0,Thakali restaurant (à¤¥à¤à¤¾à¤²à¥ à¤­à¤¾à¤¨à¥à¤à¤¾ à¤à¤° à¤°à¥à¤¸à¥à¤à¥à¤°à¤¾à¤),0,0,105,0,0,10,26.6,1,20,46.3,0.8,23,55.9,0.9,18,63.5,0.6,18,49.2,0.5,0.601122553
305.9099198,145.5743311,0,0,1,0,1,Fast food restaurant,Dandagaun,0,1,1,0,1,27.6878057,85.4680769,0,Fast food restaurant,New momo,0,ChIJtY3_6W0F6zkRUT_ZxEqUAJ8,12,5,3.5,28,0,7,10,2,3.5,1,0,New momo,0,0,66.83,0,0,0,0,1,1,0,0.8,0,0,0.9,19,43.9,0.6,9,29,0.5,0.084328788
140.9789362,174.9962511,0,0,0,0,0,Tea house,Madhyapur Thimi,0,0,1,0,0,27.6759527,85.400436,0,Tea house,Jaam Chiya Kham,0,ChIJvceVhZUb6zkRAZ87Q9hDl3I,6,0,4,28,2,0,3,15,4,1,0,Jaam Chiya Kham,0,0,101.5,0,0,11,28.9,1,31,62.7,0.8,30,72.8,0.9,17,57.2,0.6,20,55.2,0.5,0.724084384
264.8827709,336.5763103,0,0,0,0,0,Coffee shop,Anantalingeshwar,1,0,0,0,0,27.6623348,85.3813702,0,Coffee shop,Suresh Shrestha Khaja Ghar,0,ChIJvft0bHwb6zkRqwGP9lhwFVw,35,0,4.3,28,0,0,0,20,4.3,0,1,Suresh Shrestha Khaja Ghar,0,0,77,0,0,0,0,1,0,0,0.8,1,5,0.9,23,83.7,0.6,12,42.7,0.5,0.150271801
101.5897267,25.9946226,1,1,0,0,1,Bar,Madhyapur Thimi,0,0,1,0,0,27.6773192,85.3984238,0,Bar,Aankhijhyal Restaurant and Lounge,0,ChIJVXR2b5Yb6zkRGBvJOKCAIY4,4,3.4,4.4,28,0,0,6,6,4.4,1,0,Aankhijhyal Restaurant and Lounge,0,0,70,0,0,10,26.6,1,20,46.3,0.8,20,45.9,0.9,19,67.2,0.6,19,49.2,0.5,0.580247908
244.0887499,233.0848454,0,0,0,0,1,Coffee shop,Mahamanjushree Nagarkot,1,0,0,0,0,27.6869412,85.4827798,0,Coffee shop,à¤¸à¤¾à¤à¤²à¤¾à¤à¥ à¤ªà¤¸à¤²,0,ChIJW1dCCzwF6zkRo6P34Jo-g60,4,3.5,4.2,28,0,1,8,4,4.2,1,0,à¤¸à¤¾à¤à¤²à¤¾à¤à¥ à¤ªà¤¸à¤²,0,0,70,0,0,1,4,1,2,0,0.8,0,0,0.9,10,32.1,0.6,1,4.4,0.5,0.055030106
172.2883463,225.6888959,0,0,0,0,0,Bakery,Suryabinayak,0,0,0,0,0,27.6629488,85.4185637,0,Bakery,Shanti Special Food Industry Private Limited,0,ChIJz_HLkKAa6zkRI-JSf-EcXu4,19,3.9,4.5,28,0,0,3,9,4.5,1,0,Shanti Special Food Industry Private Limited,0,0,56,0,0,23,54.1,1,73,125.4,0.8,54,146.5,0.9,36,96.7,0.6,29,84.9,0.5,1.370369596
79.22045475,386.3760457,0,0,0,0,0,Tea store,Anantalingeshwar,0,0,1,0,0,27.6639375,85.3830625,0,Tea store,Ghimire Chowk,0,ChIJZd-MMZYb6zkRIm73RkhzzaY,2,4.2,3.3,28,0,10,2,14,3.3,1,0,Ghimire Chowk,0,0,168,0,0,0,0,1,0,0,0.8,2,5,0.9,25,82.5,0.6,13,47.7,0.5,0.158241093
93.82565629,307.4167934,0,0,0,0,0,Bakery,Anantalingeshwar,1,0,0,0,0,27.6697768,85.3821041,0,Bakery,Umakunda Bakery Udhyog,0,ChIJ09h8SPcb6zkR5d5OQGTpoG8,4,4.4,4.1,27,0,5,5,0,4.1,1,0,Umakunda Bakery Udhyog,0,0,105,0,0,18,58.2,1,1,4.6,0.8,8,31.7,0.9,70,240.8,0.6,27,94.3,0.5,0.777715329
199.4847873,317.4197286,1,1,0,0,1,Bar,Anantalingeshwar,0,0,1,0,0,27.6708943,85.3762267,0,Bar,Asar,0,ChIJ0b4dIgAb6zkRorrTNjPpp70,9,0,3.9,27,3,4,1,5,3.9,0,0,Asar,0,0,105,0,0,24,73.3,1,1,4.6,0.8,5,19,0.9,43,131.1,0.6,21,76.4,0.5,0.721227661
41.72055517,137.9499772,1,1,1,0,1,Restaurant,Madhyapur Thimi,1,1,1,1,0,27.6835224,85.3873954,1,Restaurant,United Food Cafe,0,ChIJ0RYGkmca6zkRxHEsjmqBxD4,20,4.2,3.9,27,0,1,7,14,5,1,0,United Food Cafe,0,0,84,1,0,16,51,1,2,4.6,0.8,5,14.8,0.9,124,421.4,0.6,24,65.2,0.5,0.779737803
38.37595498,190.5418652,1,1,1,0,1,Fast food restaurant,Bhaktapur,1,1,1,1,1,27.6742127,85.3727102,1,Fast food restaurant,Koila Multi Cuisine Restaurant - Gatthaghar,0,ChIJ1RjV-tkb6zkRZgj6QgUD_4s,10,3.7,4.3,27,0,0,7,6,4.3,1,0,Koila Multi Cuisine Restaurant - Gatthaghar,0,1,84,1,1,26,83,1,1,4.6,0.8,4,18.9,0.9,29,87.4,0.6,24,64.9,0.5,0.724050935
107.9317613,43.04591676,0,0,0,0,1,Coffee shop,Madhyapur Thimi,1,0,1,0,0,27.673457,85.3743608,1,Coffee shop,Neevaâs Cafe & Pizzeria,0,ChIJ2Xfz-LYb6zkRUUDFWmesDlw,13,3.9,4.3,27,2,3,1,1,4.3,1,0,Neevaâs Cafe & Pizzeria,0,0,91,0,0,27,86.4,1,1,4.6,0.8,3,14,0.9,33,100.1,0.6,23,66.7,0.5,0.744870799
72.17168181,48.15340714,1,1,1,1,1,Restaurant,Madhyapur Thimi,1,0,1,1,0,27.6730145,85.3859484,1,Restaurant,Yunisha Bhojanalay and Mo:Mo: Center,0,ChIJ3f86VmUa6zkRGHwdMQSOFFc,31,4,4,27,0,2,2,18,4,1,0,Yunisha Bhojanalay and Mo:Mo: Center,0,0,77,0,0,15,42.1,1,2,9.6,0.8,6,21.7,0.9,106,378.4,0.6,31,95.9,0.5,0.786160332
91.56827342,372.1369774,0,0,0,0,0,Coffee shop,Kathmandu,1,0,0,0,0,27.6965844,85.3678843,0,Coffee shop,Matka chiya pepsicola,0,ChIJ3-sYbgAb6zkRzAbVkibuGfc,37,0,3.9,27,1,0,12,3,3.9,0,0,Matka chiya pepsicola,0,0,63,0,0,5,20.4,1,0,0,0.8,0,0,0.9,16,46,0.6,7,21.8,0.5,0.19132408
134.6943557,229.4226116,0,0,0,0,1,Momo restaurant,Kageshwori Manohara,0,0,1,0,0,27.6959724,85.3767325,0,Momo restaurant,à¤à¤¾à¤°à¥à¤à¤¿ à¤¦à¤¾à¤ à¤¸à¥à¤µà¤¾à¤¦à¤¿à¤·à¥à¤ à¤¸à¤¾à¤¨à¥à¤¦à¤¾à¤° à¤à¥à¤² à¤®:à¤®: Karki Dai Sandar momo,0,ChIJ43YyMAAb6zkRmY0QZK4XdlU,30,5,4,27,0,5,6,1,4,1,0,à¤à¤¾à¤°à¥à¤à¤¿ à¤¦à¤¾à¤ à¤¸à¥à¤µà¤¾à¤¦à¤¿à¤·à¥à¤ à¤¸à¤¾à¤¨à¥à¤¦à¤¾à¤° à¤à¥à¤² à¤®:à¤®: Karki Dai Sandar momo,0,0,105,0,0,8,34.2,1,0,0,0.8,1,5,0.9,24,61.8,0.6,14,42.2,0.5,0.331122373
547.3009334,248.1349656,0,0,0,0,1,Momo restaurant,Anantalingeshwar,0,0,1,0,0,27.6644725,85.392083,0,Momo restaurant,Pradeep,0,ChIJ5RzbQwAb6zkRPgHEb_kpEf4,24,5,4.4,27,0,0,5,7,4.4,1,0,Pradeep,0,0,91,0,0,0,0,1,0,0,0.8,1,5,0.9,9,36,0.6,10,34.1,0.5,0.099278904
26.92552077,75.77353985,0,0,0,0,1,Fast food restaurant,Anantalingeshwar,0,0,1,0,0,27.6682452,85.3861734,0,Fast food restaurant,Paragon food Cafe,0,ChIJ684ndAAb6zkRZqbHT5c9z5g,29,5,4.5,27,0,1,4,3,4.5,1,0,Paragon food Cafe,0,0,91,0,0,14,37.1,1,0,0,0.8,6,22,0.9,52,182.8,0.6,21,71.4,0.5,0.530574667
