temples_min_dist_m,other_min_dist_m,alcohol,beer,breakfast,cash_only,casual,category,city,coffee,delivery,dine_in,dinner,family_friendly,lat,lng,lunch,main_category,name,permanentlyClosed,place_id,rank,rating,rating.1,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,takeout,temporarilyClosed,title,tourists,vegetarian,weekly_hours,wheelchair_accessible_entrance,wifi,banks_count_1km,banks_weight_1km,banks_category_weight,education_count_1km,education_weight_1km,education_category_weight,health_count_1km,health_weight_1km,health_category_weight,temples_count_1km,temples_weight_1km,temples_category_weight,other_count_1km,other_weight_1km,other_category_weight,poi_composite_score,score_rating,score_rating.1,score_reviews_count,score_reviewsDistribution_oneStar,score_reviewsDistribution_twoStar,score_reviewsDistribution_threeStar,score_reviewsDistribution_fourStar,score_reviewsDistribution_fiveStar,score_takeout,score_temporarilyClosed,score_title,score_tourists,score_vegetarian,score_weekly_hours,score_wheelchair_accessible_entrance,score_wifi,score_banks_count_1km,score_banks_weight_1km,score_banks_category_weight,score_education_count_1km,score_education_weight_1km,score_education_category_weight,score_health_count_1km,score_health_weight_1km,score_health_category_weight,score_temples_count_1km,score_temples_weight_1km,score_temples_category_weight,score_other_count_1km,score_other_weight_1km,score_other_category_weight,score_poi_composite_score,raw_score,success_score,success_rank
65.49798631,114.941025,0,0,0,0,0,Cafe,Madhyapur Thimi,1,1,0,0,0,27.673699,85.3732309,0,Cafe,BB Liquor shop Thimi,0,ChIJR9n79BIa6zkR166bE0k7wHg,14,5,4.2,23,0,2,5,3,4.2,1,0,BB Liquor shop Thimi,0,0,87.5,0,0,27,86.4,1,1,4.6,0.8,4,18.9,0.9,31,91.6,0.6,22,60.2,0.5,0.738560224,4,0.8,0.8744160376063659,1,0.27692307692307694,0.016339869281045753,0.007570978,0.018394160583941607,0.4,2,0,0,0,0.2369281045751634,0,0,0.16556091324118039,0.086692044,0.1,0.028012965,0.032311453189381216,0.1,0.064678482,0.050311778,0.1,0.063629576,0.033859612,0.05,0.067100558,0.036440027125571706,0.05,0.2956333612824156,10.954802996419582,64.23386743,249
103.6760903,63.2012396,1,1,1,0,1,Restaurant,Anantalingeshwar,1,1,1,1,1,27.664614,85.3663413,1,Restaurant,Bikers Snooker House,0,ChIJXXNLBiAb6zkR-Y311lkO9VI,22,4.2,3.7,19,0,0,12,1,3.7,1,0,Bikers Snooker House,0,0,96,1,1,5,19.4,1,1,0,0.8,1,4.9,0.9,20,63.8,0.6,9,25.8,0.5,0.217548683,3.3600000000000003,0.675,0.8102587408823239,1,0.3,0.039215686,0.002523659,0.016204379562043795,0.4,2,0,0,0,0.2647058823529412,0.6,0.6,0.089023748,0.058477387,0.1,0.028012965,0,0.1,0.027855505897440826,0.029859370684754433,0.1,0.055896259,0.031190320286901087,0.05,0.049276042,0.029126195165351983,0.05,0.087081116,10.953707257244897,64.22439553632522,250
49.30022475,265.9655525,0,0,0,1,1,Cafe,Bhaktapur,1,0,1,0,0,27.6732069,85.4381559,0,Cafe,Keshab Coffee Shop,0,ChIJJ22EsFIF6zkR3eyuRf_ruRg,12,3.9,5,3,0,0,0,1,2,0,0,Keshab Coffee Shop,0,0,77,1,0,33,111.6,1,84,124.5,0.8,85,219.6,0.9,183,651.4,0.6,63,179.5,0.5,2.456269294,3.12,1,0.2439121852545088,1,0.3,0,0.002523659,0.008759124,0,2,0,0,0,0.20261437908496732,0.6,0,0.17520757417209143,0.091604949,0.1,0.1795460420348187,0.090632603,0.1,0.17900685577312042,0.09078083,0.1,0.095744212,0.04845816,0.05,0.0890014,0.046019883,0.05,0.9832037036427321,10.947015560509051,64.16655052360032,251
26.92552077,75.77353985,0,0,0,0,1,Fast food restaurant,Anantalingeshwar,0,0,1,0,0,27.6682452,85.3861734,0,Fast food restaurant,Paragon food Cafe,0,ChIJ684ndAAb6zkRZqbHT5c9z5g,29,5,4.5,27,0,1,4,3,4.5,1,0,Paragon food Cafe,0,0,91,0,0,14,37.1,1,0,0,0.8,6,22,0.9,52,182.8,0.6,21,71.4,0.5,0.530574667,4,0.875,0.9286602590785803,1,0.28846153846153844,0.013071895424836602,0.007570978,0.019708029,0.4,2,0,0,0,0.24836601307189543,0,0,0.13454974417937823,0.070591198,0.1,0,0,0.1,0.078200292,0.052747266159141486,0.1,0.07289303,0.038985778328928244,0.05,0.066149276,0.037928569,0.05,0.21238020559378018,10.94526407181936,64.15141013551307,252
20.41824058,44.1685555,1,1,1,0,1,Cafe,Bhaktapur,1,1,1,0,0,27.6715049,85.4298364,1,Cafe,Matina Cafe,0,ChIJxzlcHPsb6zkRTqKYow__ZCs,10,3.2,5,2,0,0,0,1,1,1,0,Matina Cafe,1,0,98,0,0,53,160.8,1,138,197.5,0.8,141,377.1,0.9,228,794.9,0.6,104,273.7,0.5,3.672128351,2.56,1,0.14267948184283943,1,0.3,0,0.002523659,0.004379562,0.4,2,0,0.2,0,0.27124183006535946,0,0,0.19819306997425445,0.09863494,0.1,0.19942264496302387,0.099231715,0.1,0.19915982305257326,0.099844992,0.1,0.099761043,0.049944775,0.05,0.099596209,0.049739474,0.05,1.4698918411649853,10.94424505989813,64.14260149401643,253
79.62667815,30.2179604,0,0,0,0,0,Coffee shop,Bhaktapur,1,0,0,0,0,27.67039,85.421741,0,Coffee shop,UnderGround Cafe,0,ChIJ-5WkLwAb6zkRoVVDZ91PFMU,7,5,3.3,3,0,0,2,1,0,0,0,UnderGround Cafe,0,0,98,0,0,41,105.9,1,103,165.2,0.8,104,267.4,0.9,137,457.1,0.6,78,187.7,0.5,2.563453615,4,0.575,0.2439121852545088,1,0.3,0.006535948,0.002523659,0,0,2,0,0,0,0.27124183006535946,0,0,0.18570648755417235,0.090597574,0.1,0.1876991812907077,0.09590078,0.1,0.1870287056142143,0.094080208,0.1,0.09046248,0.045814389965783464,0.05,0.093507552,0.046413389543600414,0.05,1.0261078028133954,10.942532171749836,64.12779478046595,254
62.44427584,248.9733746,0,0,0,0,1,Vegetarian restaurant,Madhyapur Thimi,0,0,1,0,0,27.6850951,85.3877417,0,Vegetarian restaurant,Sweet House,0,ChIJhcUlXwAb6zkRuKyx2icALO0,2,5,4.3,11,0,0,1,6,4,1,0,Sweet House,0,1,107.33,0,0,16,51,1,1,0,0.8,3,6.8,0.9,106,359.7,0.6,20,52.1,0.5,0.673474905,4,0.825,0.630503852,1,0.3,0.003267974,0.015141955835962145,0.017518248,0.4,2,0,0,0.2,0.30173202614379085,0,0,0.1407684874132718,0.076622695,0.1,0.028012965,0,0.1,0.055711012,0.034555768,0.1,0.085791337,0.044026996917521335,0.05,0.065153733,0.035182561,0.05,0.26958079170061766,10.928570403550497,64.00710511220487,255
114.3395748,22.06587246,1,1,1,0,1,Restaurant,Bhaktapur,1,1,1,1,1,27.6831696,85.4539651,1,Restaurant,Nakha Chhen Newari Restaurant,0,ChIJR97hqrwF6zkRCOzA8zFv1m8,20,4.9,4,26,0,0,6,14,6,1,0,Nakha Chhen Newari Restaurant,0,0,91,0,1,0,0,1,6,4.4,0.8,1,0,0.9,5,13.6,0.6,12,33.5,0.5,0.086712028,3.9200000000000004,0.75,0.9158628160375358,1,0.3,0.019607843,0.03533123,0.026277372262773723,0.4,2,0,0,0,0.24836601307189543,0,0.6,0,0,0.1,0.078642334,0.031629357638088273,0.1,0.027855505897440826,0,0.1,0.032896013649358416,0.020046941684002655,0.05,0.054890719269345994,0.031363159,0.05,0.034709381128619966,10.92747868772041,63.99766799654106,256
217.6386247,189.840819,0,0,0,0,1,Vegetarian restaurant,Anantalingeshwar,0,0,1,0,0,27.67178,85.3647074,1,Vegetarian restaurant,Aakash sweets and chat house,0,ChIJwQ_3YEAb6zkRN3nfbXqGYX8,14,5,3.8,26,0,1,8,13,4,1,0,Aakash sweets and chat house,0,1,80.5,0,0,23,78.4,1,0,0,0.8,1,4.9,0.9,21,58,0.6,18,46.1,0.5,0.591039528,4,0.7,0.9158628160375358,1,0.28846153846153844,0.026143790849673203,0.032807570977917984,0.017518248,0.4,2,0,0,0.2,0.21405228758169934,0,0,0.15790192134827047,0.084830468,0.1,0,0,0.1,0.027855505897440826,0.029859370684754433,0.1,0.056750348739738846,0.030489182752484436,0.05,0.063011916,0.034120542164851254,0.05,0.23658328276478155,10.91624879011207,63.90059343,257
83.42565999,144.6643387,1,1,1,0,1,Restaurant,Bhaktapur,1,0,1,1,0,27.6780133,85.4391407,1,Restaurant,Namaste Newa Fastfood,0,ChIJJxlemN0F6zkR6mnSKJtTPUw,4,3.6,5,1,0,0,0,0,1,1,0,Namaste Newa Fastfood,1,1,98,1,0,22,73.2,1,61,97.5,0.8,61,164.2,0.9,99,340.2,0.6,41,122.1,0.5,1.66285364,2.88,1,0,1,0.3,0,0,0.004379562,0.4,2,0,0.2,0.2,0.27124183006535946,0.6,0,0.15578734266354327,0.083516963,0.1,0.1667946910525784,0.086089083,0.1,0.16585715043850202,0.085915822,0.1,0.084549151,0.043611422,0.05,0.0799873,0.042629914,0.05,0.6656126270264723,10.91597285856273,63.89820819429519,258
64.7868325,65.93455248,0,0,0,0,0,Cafe,Bhaktapur,1,0,0,0,0,27.676534,85.43905,0,Cafe,Nyasa Cafe,0,ChIJM2V3EQAF6zkRtGvpHGmh5hA,6,5,5,2,0,0,0,1,1,0,0,Nyasa Cafe,0,0,105,0,0,26,86.3,1,65,97.5,0.8,69,181.2,0.9,130,439.2,0.6,43,131.6,0.5,1.869977126,4,1,0.14267948184283943,1,0.3,0,0.002523659,0.004379562,0,2,0,0,0,0.29411764705882354,0,0,0.16375398321543483,0.086669844,0.1,0.1693213990912081,0.086089083,0.1,0.17073427922559445,0.087563567,0.1,0.089506745,0.045516355188865376,0.05,0.080982843,0.043288363,0.05,0.7485207100465394,10.91564752166752,63.89539588561082,259
185.4384645,3.908983946,1,0,0,0,1,Restaurant,Madhyapur Thimi,0,0,1,0,0,27.6697901,85.385248,0,Restaurant,FIREWOOD SEKUWA PALACE,0,ChIJ_aiUoNwb6zkRbJDFJYIHH7I,11,4.4,3.9,18,0,1,3,11,3.9,1,0,FIREWOOD SEKUWA PALACE,0,0,91,0,1,14,37.1,1,1,5,0.8,7,26.7,0.9,68,242,0.6,24,85.2,0.5,0.629957453,3.5200000000000005,0.725,0.792209097,1,0.28846153846153844,0.009803922,0.027760252,0.017080291970802918,0.4,2,0,0,0,0.24836601307189543,0,0.6,0.13454974417937823,0.070591198,0.1,0.028012965,0.033605453,0.1,0.083566518,0.055875236,0.1,0.077736564,0.041073554,0.05,0.06888495,0.039473838606883624,0.05,0.2521614801927098,10.914212616066852,63.882992135709095,260
109.1614945,90.18544182,0,0,0,0,0,Restaurant,Bhaktapur,0,0,0,0,0,27.6677888,85.4365747,0,Restaurant,The Laphin House and Momo Centre,0,ChIJz92MWQAb6zkR7WhrbItLoSg,31,4,3.8,41,0,1,13,21,6,0,0,The Laphin House and Momo Centre,0,0,63,0,0,32,100.9,1,84,143.4,0.8,62,158.2,0.9,189,676.8,0.6,50,139.7,0.5,2.270992392,3.2,0.7,1.0713397409214198,1,0.28846153846153844,0.042483660130718956,0.052996845425867516,0.026277372262773723,0,2,0,0,0,0.1568627450980392,0,0,0.1737243267222653,0.089668658,0.1,0.1795460420348187,0.093263661,0.1,0.1665001561597066,0.085293459,0.1,0.096333341,0.048743753,0.05,0.084142299,0.043813534559957484,0.05,0.9090404444712599,10.908491576938093,63.833537775437506,261
52.08419628,194.6101321,0,0,0,0,0,Bakery,Madhyapur Thimi,0,0,0,0,0,27.6845823,85.3880426,0,Bakery,MY BAKERY,0,ChIJC5YUrf4b6zkRAnm_k_SMQUQ,6,3.4,4.4,171,0,0,17,84,70,1,0,MY BAKERY,0,0,91,0,0,16,51,1,1,0,0.8,3,6.8,0.9,110,374.2,0.6,20,52.1,0.5,0.68433904,2.7199999999999998,0.8500000000000001,1.5674442793434187,1,0.3,0.055555556,0.21198738170347006,0.30656934306569344,0.4,2,0,0,0,0.24836601307189543,0,0,0.1407684874132718,0.076622695,0.1,0.028012965,0,0.1,0.055711012,0.034555768,0.1,0.08646516,0.044321699019379164,0.05,0.065153733,0.035182561,0.05,0.2739295240627275,10.900646177349095,63.76571981282324,262
248.2354471,81.90721617,0,0,0,0,1,Coffee shop,Suryabinayak,1,0,1,0,0,27.6728291,85.3992731,0,Coffee shop,GS cafe & khaja ghar,0,ChIJgZ8qYQAb6zkRsJOj3BQ3vyU,17,5,3.9,28,2,4,0,12,3.9,1,0,GS cafe & khaja ghar,0,0,84,0,0,12,33.4,1,31,62.7,0.8,25,60.9,0.9,13,47.2,0.6,19,50.1,0.5,0.705478179,4,0.725,0.9410085751919307,0.8333333333333334,0.25384615384615383,0,0.030283912,0.017080291970802918,0.4,2,0,0,0,0.22549019607843138,0,0,0.1274397644988431,0.068610151,0.1,0.14006482349398794,0.07791406,0.1,0.1309331262892443,0.069402109,0.1,0.048452076,0.028977424,0.05,0.064109609,0.03484251,0.05,0.2823911694561656,10.899179283416657,63.75303954628734,263
16.45639396,81.22004431,1,1,1,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.67029,85.42765,1,Coffee shop,Amity Tea & Coffee Corner,0,ChIJ5TA_e68a6zkRgBcEQq8-Y6o,35,3.5,5,3,0,0,0,1,2,1,0,Amity Tea & Coffee Corner,0,0,105,0,0,47,138.5,1,128,171.9,0.8,122,312.9,0.9,216,759.4,0.6,92,240.5,0.5,3.206116338,2.8,1,0.2439121852545088,1,0.3,0,0.002523659,0.008759124,0.4,2,0,0,0,0.29411764705882354,0,0,0.1923410081070901,0.095759169,0.1,0.19640526160141913,0.096642028,0.1,0.19338725374654567,0.096714566,0.1,0.098772843,0.049603591252583276,0.05,0.096999048,0.048598571,0.05,1.2833549910554203,10.897890945926804,63.74190277463788,264
17.43419368,44.18283235,0,0,0,0,0,Bubble tea store,Bhaktapur,0,0,1,0,0,27.6712877,85.429486,0,Bubble tea store,BUBBLE TEA (ORIGINAL) BHAKTAPUR,0,ChIJp6TtfiEb6zkRclaFfmeIspg,12,3.5,3.2,10,0,1,7,1,3.2,1,0,BUBBLE TEA (ORIGINAL) BHAKTAPUR,0,0,73.5,0,0,50,149.5,1,138,192.5,0.8,141,371.6,0.9,227,794.9,0.6,104,273.7,0.5,3.574216932,2.8,0.55,0.599885341,1,0.28846153846153844,0.022875817,0.002523659,0.014014598540145987,0.4,2,0,0,0,0.19117647058823528,0,0,0.1953531484850834,0.097230996,0.1,0.19942264496302387,0.098753231,0.1,0.19915982305257326,0.099598486,0.1,0.099680694,0.049944775,0.05,0.099596209,0.049739474,0.05,1.430699530279176,10.888116436074206,63.657409010332266,265
128.4015631,43.73906795,1,1,1,0,1,Restaurant,Madhyapur Thimi,0,0,1,0,0,27.6724497,85.3847092,1,Restaurant,Shankhadhar Newari KhajaGhar,0,ChIJ8S1TDeQb6zkRJbAZrWgoQRo,25,4.7,4.3,23,0,1,2,10,4.3,1,0,Shankhadhar Newari KhajaGhar,0,0,98,0,0,16,45.6,1,2,9.6,0.8,7,26.7,0.9,106,387.5,0.6,27,84,0.5,0.803973274,3.7600000000000002,0.825,0.8744160376063659,1,0.28846153846153844,0.006535948,0.025236593059936908,0.018832116788321168,0.4,2,0,0,0,0.27124183006535946,0,0,0.1407684874132718,0.074496489,0.1,0.044399498581619706,0.04427914,0.1,0.083566518,0.055875236,0.1,0.085791337,0.044582165,0.05,0.07131022,0.03934967,0.05,0.32181711612707764,10.875959940313239,63.552324652845364,266
148.1536028,236.3683064,0,0,0,0,1,Asian restaurant,Bhaktapur,0,0,1,0,0,27.6767355,85.4056893,0,Asian restaurant,Subecchya Restaurant (Shree Ram Birbal),0,ChIJbVQ5SQAb6zkR_B_tSuVKyD8,8,4,4.8,31,0,0,1,11,19,1,0,Subecchya Restaurant (Shree Ram Birbal),0,0,98,0,0,16,46.3,1,41,87.1,0.8,42,105.1,0.9,15,46.3,0.6,22,61.5,0.5,0.99913162,3.2,0.95,0.9756487410180352,1,0.3,0.003267974,0.027760252,0.083211679,0.4,2,0,0,0,0.27124183006535946,0,0,0.1407684874132718,0.07478562,0.1,0.15105479760901264,0.083996263,0.1,0.1511513498756796,0.078467184,0.1,0.050903660908320394,0.028836484962758698,0.05,0.067100558,0.036626201,0.05,0.3999357528143096,10.874756834870215,63.54192465230616,267
54.22983476,80.11285668,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6762531,85.4378648,0,Coffee shop,MR BAKE Coffee,0,ChIJ0VwDJjYF6zkR1xS-23LhiEE,5,3.9,5,7,0,0,0,2,5,1,0,MR BAKE Coffee,0,0,91,0,0,28,93,1,74,115.6,0.8,75,188.2,0.9,145,492.4,0.6,56,165.7,0.5,2.096050166,3.12,1,0.48782437050901756,1,0.3,0,0.005047319,0.02189781,0.4,2,0,0,0,0.24836601307189543,0,0,0.16730442896389536,0.088103775,0.1,0.17448767809207175,0.08925301,0.1,0.17403918169751062,0.088197775,0.1,0.091497098,0.046369454017380705,0.05,0.086522563,0.045315421342594454,0.05,0.8390139840392286,10.87323988138183,63.52881165611064,268
186.1540692,174.8885068,0,0,0,0,0,Bakery,Suryabinayak,0,0,0,0,0,27.6627558,85.4259439,0,Bakery,The A-One Bakery,0,ChIJszNwGwAb6zkRXxyWy8dH5d4,18,5,3.1,30,6,6,4,8,3.1,0,0,The A-One Bakery,0,0,168,0,0,28,70.4,1,90,146.5,0.8,64,172.7,0.9,82,263.7,0.6,29,68.9,0.5,1.705529809,4,0.525,0.9644766629917788,0.5,0.23076923076923073,0.013071895424836602,0.020189274,0.013576642335766423,0,2,0,0,0,0.5,0,0,0.16730442896389536,0.082771023,0.1,0.18230262152291024,0.093662047,0.1,0.1677561021323719,0.086759861,0.1,0.081128211,0.041713134,0.05,0.072786689,0.037617319,0.05,0.6826951869561096,10.863580329025893,63.44531161852631,269
123.0977966,191.5846343,0,0,1,0,1,Restaurant,Bhaktapur,1,1,1,1,0,27.6797431,85.4429394,1,Restaurant,LA: WO: Station,0,ChIJsTtK0G4F6zkRZqrCj27WBH4,1,4.7,4.6,8,0,0,1,3,4,1,0,LA: WO: Station,0,0,96.5,0,0,13,46.4,1,36,57.1,0.8,47,132,0.9,38,112,0.6,24,67.4,0.5,1.006393485,3.7600000000000002,0.8999999999999999,0.5292711489401877,1,0.3,0.003267974,0.007570978,0.017518248,0.4,2,0,0,0,0.26633986928104575,0,0,0.13112182648236073,0.074826575,0.1,0.14593223323139606,0.076188194,0.1,0.15557195587582406,0.082268545,0.1,0.067261581,0.035348342750846355,0.05,0.06888495,0.03742518,0.05,0.40284255647007916,10.861640157801856,63.42854020260996,270
119.5772368,63.15140825,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,0,0,0,27.6760317,85.4325788,0,Coffee shop,à¤¶à¥à¤¯à¤¾à¤® à¤à¤¿à¤¯à¤¾ à¤ªà¤¸à¤²,0,ChIJTxWVs2wb6zkR2nZG2O3CSfE,40,0,3.9,587,0,12,153,315,107,1,0,à¤¶à¥à¤¯à¤¾à¤® à¤à¤¿à¤¯à¤¾ à¤ªà¤¸à¤²,0,0,98,0,0,33,102.3,1,94,119.8,0.8,94,228.4,0.9,212,758.6,0.6,88,228,0.5,2.571269662,0,0.725,2,1,0.16153846153846152,0.5,0.7949526813880127,0.4686131386861314,0.4,2,0,0,0,0.27124183006535946,0,0,0.17520757417209143,0.089933271,0.1,0.18404113323237223,0.089916713,0.1,0.1830066516431974,0.091438866,0.1,0.098431259,0.049595720355016665,0.05,0.096058224,0.04812783,0.05,1.0292364362971171,10.856339790366482,63.38272225331415,271
45.99562272,90.48760509,0,0,0,0,0,Restaurant,Bhaktapur,0,0,0,0,0,27.6727421,85.4262308,0,Restaurant,Ittchhen Tole -2,0,ChIJRXrbDAAb6zkR9vTrxhFIMLg,56,4,3.2,22,0,3,11,7,1,0,0,Ittchhen Tole -2,0,0,70,0,0,40,113.9,1,122,174.9,0.8,110,280.3,0.9,209,744.8,0.6,96,241.7,0.5,2.98935262,3.2,0.55,0.8594396965815175,1,0.2653846153846154,0.035947712,0.017665615,0.004379562,0,2,0,0,0,0.17973856209150327,0,0,0.18450919830193016,0.091997066,0.1,0.19448041375895833,0.096964666,0.1,0.1892618912347809,0.094869918,0.1,0.098170834,0.049458627,0.05,0.097900247,0.048642473,0.05,1.196588083667224,10.855399181116509,63.37459134777829,272
73.36211065,78.68277999,1,1,0,0,1,Bar,Madhyapur Thimi,0,0,1,0,0,27.6778495,85.3834804,0,Bar,Crossroad khajaghar,0,ChIJ00jMTwAb6zkRlbpCo8pcf-k,21,5,3.8,24,0,0,11,8,3.8,0,0,Crossroad khajaghar,0,0,105,0,0,28,86.1,1,3,9.6,0.8,9,28.8,0.9,122,428.3,0.6,35,102.1,0.5,1.106258713,4,0.7,0.8887809260011212,1,0.3,0.035947712,0.020189274,0.016642335766423356,0,2,0,0,0,0.29411764705882354,0,0,0.16730442896389536,0.086625367,0.1,0.056025929,0.04427914,0.1,0.092533988,0.057104566,0.1,0.088349851,0.045328874092650094,0.05,0.076688427,0.041059544973316923,0.05,0.4428169445693694,10.853794956658822,63.36072395542152,273
92.33825127,119.798705,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6701657,85.4254489,0,Coffee shop,Sunil tea shop,0,ChIJuVxGpaUa6zkR50onC3mLlQ8,19,3.9,3.5,4,0,0,2,2,0,1,0,Sunil tea shop,0,0,112,0,0,43,118.9,1,124,176.7,0.8,118,302.3,0.9,186,647.3,0.6,96,237.6,0.5,2.99701751,3.12,0.625,0.32243437037330624,1,0.3,0.006535948,0.005047319,0,0.4,2,0,0,0,0.31699346405228757,0,0,0.1880178391680929,0.092823087,0.1,0.1951322692656781,0.097155618,0.1,0.19205863686760422,0.096136674,0.1,0.096041139,0.04841102,0.05,0.097900247,0.048491566,0.05,1.1996562115204779,10.847835409149637,63.30920785791865,274
121.1193313,118.9039384,1,1,1,0,1,Cafe,Suryabinayak,1,0,1,0,0,27.6673032,85.4254267,1,Cafe,times cafe,0,ChIJ40Obj1Ib6zkRWlaDu7jAvGs,13,4.1,4.5,6,0,0,0,3,3,0,0,times cafe,0,0,98,0,0,41,110.9,1,116,169.8,0.8,117,298.2,0.9,172,586.7,0.6,79,192,0.5,2.787865852,3.28,0.875,0.4408358885695627,1,0.3,0,0.007570978,0.013138686131386862,0,2,0,0,0,0.27124183006535946,0,0,0.18570648755417235,0.091484019,0.1,0.19245928435755433,0.096412833,0.1,0.19171950405147892,0.095907715,0.1,0.094612449,0.047677216,0.05,0.093776742,0.046612959,0.05,1.115936285016109,10.840092875311285,63.24227909738421,275
158.6818715,243.3094365,1,1,0,0,1,Restaurant,Bhaktapur,1,0,1,0,0,27.6633774,85.4259391,1,Restaurant,Diyo Garden Restaurant,0,ChIJV44Z9M4b6zkRmUww9ejIzuk,31,3.6,4.6,20,0,0,1,9,10,1,0,Diyo Garden Restaurant,0,0,91,0,0,30,80,1,96,151.5,0.8,71,186.6,0.9,107,362.9,0.6,36,90.6,0.5,1.926269739,2.88,0.8999999999999999,0.8274275556669108,1,0.3,0.003267974,0.022712933753943218,0.04379562,0.4,2,0,0,0,0.24836601307189543,0,0,0.17061799655363766,0.085217354,0.1,0.18488312546332888,0.09428729,0.1,0.17186638226444395,0.088054907,0.1,0.085962126,0.044093041,0.05,0.077274774,0.040012015,0.05,0.7710537058074379,10.838892812543147,63.23190539862979,276
214.8339185,132.6870526,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,0,0,0,27.6755398,85.4227956,0,Coffee shop,Prabin Cold Store,0,ChIJL50Wtewb6zkR9oP2MVlQK3o,11,5,4,1,0,0,0,1,0,1,0,Prabin Cold Store,0,0,77,0,0,21,65,1,77,114.5,0.8,69,170.3,0.9,126,441.7,0.6,77,178.4,0.5,1.871760175,4,0.75,0,1,0.3,0,0.002523659,0,0.4,2,0,0,0,0.20261437908496732,0,0,0.15357875240927332,0.081245972,0.1,0.17607275047473223,0.089075231,0.1,0.17073427922559445,0.086525803,0.1,0.088937409,0.045558701,0.05,0.093234933,0.04596574,0.05,0.7492344348750257,10.835302043001443,63.20086572094693,277
318.27257,177.8445602,1,1,1,0,1,Restaurant,Madhyapur Thimi,1,1,1,1,1,27.6768247,85.3752789,1,Restaurant,Aaylaa Garden Resturant,0,ChIJ1xGlm1Mb6zkR0F0pNoeM-BI,5,5,4.5,2,0,0,0,1,1,1,0,Aaylaa Garden Resturant,0,0,98,0,1,20,60.6,1,1,4.6,0.8,2,9,0.9,42,148.6,0.6,24,68.9,0.5,0.623809553,4,0.875,0.14267948184283943,1,0.3,0,0.002523659,0.004379562,0.4,2,0,0,0,0.27124183006535946,0,0.6,0.15126740079535272,0.079908059,0.1,0.028012965,0.032311453189381216,0.1,0.044149932286060733,0.038735542,0.1,0.069054185,0.037446317587966384,0.05,0.06888495,0.037617319,0.05,0.24970057817989283,10.832913235987274,63.18021616410259,278
181.0947383,177.2417149,0,0,0,0,0,Bakery,Suryabinayak,0,0,0,0,0,27.6627832,85.425985,0,Bakery,Nabin Mobile Care,0,ChIJNy4cTQAb6zkRN6F4IezX5TI,27,5,3.3,21,2,3,5,9,3.3,0,0,Nabin Mobile Care,0,0,63,0,0,28,70.4,1,90,146.5,0.8,64,172.7,0.9,83,263.7,0.6,30,72.9,0.5,1.712624523,4,0.575,0.8437975258403658,0.8333333333333334,0.2653846153846154,0.016339869281045753,0.022712933753943218,0.014452554744525547,0,2,0,0,0,0.1568627450980392,0,0,0.16730442896389536,0.082771023,0.1,0.18230262152291024,0.093662047,0.1,0.1677561021323719,0.086759861,0.1,0.08134809,0.041713134,0.05,0.073488401,0.0381102,0.05,0.6855350828494977,10.828634568046065,63.14323008848155,279
108.8962077,42.33908428,0,0,0,0,1,Cafe,Bhaktapur,1,0,1,0,0,27.676286,85.4323664,0,Cafe,The Hangout,0,ChIJb97bCQAb6zkRgoDV2ppJ4Lw,46,4,4.5,10,0,0,1,5,4,0,0,The Hangout,0,0,105,0,0,32,98.3,1,90,119.8,0.8,93,228.4,0.9,212,758.6,0.6,88,228,0.5,2.548094691,3.2,0.875,0.599885341,1,0.3,0.003267974,0.012618296529968454,0.017518248,0,2,0,0,0,0.29411764705882354,0,0,0.1737243267222653,0.089167444,0.1,0.18230262152291024,0.089916713,0.1,0.18258138841320634,0.091438866,0.1,0.098431259,0.049595720355016665,0.05,0.096058224,0.04812783,0.05,1.0199598812489097,10.823711780609619,63.10067605276477,280
208.1594299,218.6287227,0,0,0,0,1,Coffee shop,Madhyapur Thimi,1,1,1,0,0,27.6720391,85.3878463,0,Coffee shop,Belis Bakery,0,ChIJmc6URMob6zkRj9_U9Bpn_Rc,17,4.7,3.3,43,0,5,21,15,2,1,0,Belis Bakery,0,0,101.5,0,0,15,42.1,1,2,9.6,0.8,6,21.7,0.9,89,320.3,0.6,28,88.4,0.5,0.729326274,3.7600000000000002,0.575,1.0877097110948746,1,0.2423076923076923,0.068627451,0.03785489,0.008759124,0.4,2,0,0,0,0.2826797385620915,0,0,0.13775634703527848,0.072982406,0.1,0.044399498581619706,0.04427914,0.1,0.078200292,0.052526396917334905,0.1,0.082614772,0.043162082,0.05,0.072061185,0.03979669,0.05,0.2919371648346446,10.822654580380526,63.0915373,281
