name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
Pilot Baba Ashram,Hindu temple,Hindu temple,Hindu temple,"JCRF+333, Ghyampe Danda Sadak, Anantalingeshwar, Nepal","JCRF+333, Ghyampe Danda Sadak",Gundu,Anantalingeshwar,,,NP,27.6401489,85.4226591,+977 986-7918024,+9779867918024,,ChIJU_FBrxcQ6zkRucxxeMkC8KI,ChIJU_FBrxcQ6zkRucxxeMkC8KI,2,4.2,1678,1678,63.0,8 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw622G2Z22Eeex8LHy6isF8JqBGr5ly9R2m677SPYI1geWqzfrg7f0UHLEXERUkqMjn-_Uj3qc78H4uUMJJQiP6fITQEpHFZwT0Agw-zcboE6xZuIret6rT-WnED9Kn3BzzsJvY=w408-h408-k-no
Suryabinayak Ganesh Temple,Hindu temple,Hindu temple,Hindu temple,"MC4F+F9V, Suryabinayak, Nepal",MC4F+F9V,Sipadol,Suryabinayak,,,NP,27.6562438,85.4234219,+977 986-2566016,+9779862566016,,ChIJvb0TNQkQ6zkRxmBVKLkk6aI,ChIJvb0TNQkQ6zkRxmBVKLkk6aI,4,4.6,1240,1240,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsxd41fA1wnKUXt3rWar6EyYUJaIEPntfjjcgZQzGhMWygnHIEycs6n-S9BeVNNpk9mCYApvIaoPZKlA6QKVvzqNTydDQqzrQhZupcACDEdBIKlmNgyaqE3ajOpMBxQvXQlg3H=w408-h544-k-no
Pathivara Temple,Hindu temple,Hindu temple,Hindu temple,"JCV8+PJG, Anantalingeshwar 44100, Nepal",JCV8+PJG,Gundu,Anantalingeshwar,,44100,NP,27.6443052,85.4165683,,,,ChIJz5S7a-wR6zkRSibcRUCgB6Q,ChIJz5S7a-wR6zkRSibcRUCgB6Q,5,4.4,246,246,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw7RY8WIRwbRkRyXXcIk3hjTf2tWZ_gFiFj_hCOxXTFvRZrkK1OMkZRDEYc9RxYfxt237OaM-naM_44gMuRE9GYwbifQC6XI-mXv2Lomedeo0YyfvcXs12Y1iuz3WHSe0HTZwC9bg=w408-h408-k-no
Tarakeshwor Mahadev Temple,Hindu temple,Hindu temple,Hindu temple,"JCQ8+VG2, Anantalingeshwar, Nepal",JCQ8+VG2,Gundu,Anantalingeshwar,,,NP,27.6396401,85.416252,+977 984-3519488,+9779843519488,,ChIJk1OKTRUQ6zkRKLf0vgRbcU4,ChIJk1OKTRUQ6zkRKLf0vgRbcU4,6,4.5,19,19,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDMD1A00U9IhC6yFJXIjubkFc2xJOkTl_BZC590rbhs_cV_S-Y9XOyQ5KdiStfAso5CJjy0Qp3_Tu9YCpOBdZpF6aDSfJWxNB0avOC5m3FT3GTnqvCp4Qi9K6j3z-dVEvl5f06=w408-h544-k-no
Chiranjibi party(Rameshwor and Hanumanteshwore temple),Hindu temple,Hindu temple,Hindu temple,"JCP8+RWP, Suryabinayak, Nepal",JCP8+RWP,Gundu,Suryabinayak,,,NP,27.6370893,85.417322,,,,ChIJvSG1QgAR6zkRsN3316TErbc,ChIJvSG1QgAR6zkRsN3316TErbc,7,5.0,2,2,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4sZPV3SDZlEzfiWBzZ6_cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.7347&pitch=0&thumbfov=100
Likha Narayan Temple लिखा नारायण,Hindu temple,Hindu temple,Hindu temple,"MC29+RGQ, Anantalingeshwar, Nepal",MC29+RGQ,Gundu,Anantalingeshwar,,,NP,27.6520954,85.4188462,,,,ChIJn7mqxHIQ6zkR170PLtwE6AQ,ChIJn7mqxHIQ6zkR170PLtwE6AQ,10,4.2,26,26,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQmiFo9svNBbcjmVrTq2cAKP712-iaeQ8d_6W_dtaiuCG5VkvyuVVEqMezjx5Yt1oRrYpyOc7b2Nq1fRGvZd-7CDe54v_AYekXUA2kcWKRfB65O1QWVR1KyAc_rYN5CDoVV7G7jw=w408-h306-k-no
Som Nath Temple,Hindu temple,Hindu temple,Hindu temple,"JCRC+4XC, Anantalingeshwar, Nepal",JCRC+4XC,Gundu,Anantalingeshwar,,,NP,27.6403136,85.4223825,,,,ChIJb-KicxYQ6zkRXOml0uATAf4,ChIJb-KicxYQ6zkRXOml0uATAf4,13,3.9,18,18,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKwtD8mOhMrA7uGJkotRUg9KTR1M1125IwIl78dYL2nPYOCPNVpyI42FxytrqtnOAdQY73ADgYUtukk8yh2bR09y0CV_Jq14PlLetHJzzoqCNMFGee75Io4c8qyabSki8Rcvil=w408-h545-k-no
Maheshwor Mahadev Mandir,Hindu temple,Hindu temple,Hindu temple,"JCX8+7CM, Anantalingeshwar, Nepal",JCX8+7CM,Gundu,Anantalingeshwar,,,NP,27.6482216,85.4160328,,,,ChIJ3Q0lcqcR6zkR9P5O00yJmHA,ChIJ3Q0lcqcR6zkR9P5O00yJmHA,17,5.0,3,3,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqzWzV20YPypHvXYU3WLYIFkYrywGzo6lCLYASjo-G9a0NdgUrCeiNbOd0bNAvlOfgb3aatCLrU5oLU7JfhKIV5ZD6rEQnP2Whdks17gIRAmR-7_zhb2itTHSo3PVBLbLibZJk=w408-h306-k-no
Krishna Mandir,Hindu temple,Hindu temple,Hindu temple,"JCR7+RWR, Anantalingeshwar, Nepal",JCR7+RWR,Gundu,Anantalingeshwar,,,NP,27.6421166,85.4147654,+977 980-3049416,+9779803049416,,ChIJb2t2D2sQ6zkRDfRckP54Brg,ChIJb2t2D2sQ6zkRDfRckP54Brg,18,4.6,14,14,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe-Pc-0r6It119NCKiTLaY45sd7kO-a0Dxxp36wH-VAn2FzYWeMl9SPiR1agZnhUKNO-wGsV0DTOHejp_3P9885D5O0BFSraW0hDMgXMNGrHtysLk8kwW8BsKtnl6Jg99lEEMX=w532-h240-k-no
Sangameshwor Mahadev Temple,Hindu temple,Hindu temple,Hindu temple,"Shyama Shyam Dham, Nikosera Araniko Highway, Madhyapur Thimi 44811, Nepal","Shyama Shyam Dham, Nikosera Araniko Highway",,Madhyapur Thimi,,44811,NP,27.6765069,85.3979516,+977 985-1227910,+9779851227910,,ChIJKY6isIka6zkR8P9levw15AU,ChIJKY6isIka6zkR8P9levw15AU,1,4.3,12,12,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAjQbZg-19nrmL4BUvtLks4DLbNTsLXvXqgFfpu4P0NkgWxdC-uK6evDtyCyWOGYfZ6fCAdxS1yZgBHTQ_bCBmLbSHm8hfeNa9kTxoxdYpk8o-aJ7KkTZcJFcuTxRgF63hvWw=w408-h544-k-no
Kundol Bhagawati Temple,Hindu temple,Hindu temple,Hindu temple,"M9MV+8RW, New Rd, Madhyapur Thimi 44600, Nepal","M9MV+8RW, New Rd",,Madhyapur Thimi,,44600,NP,27.6833594,85.3945749,,,,ChIJocFHamAa6zkRmue5Rspuhe0,ChIJocFHamAa6zkRmue5Rspuhe0,2,4.3,39,39,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiF3SqQBsvMpSWnMz0Oea0ShnzGBnb_AZw73p1Lj2knRn3H8q_THvccmqHxae_79DcStnMfJG0TTQgOp18HtF8OV-RE_7IMgNvR3CRMDHevxy4Ea9mdyQ8UdeIe4lFFuKKY6oH=w408-h544-k-no
Gankhu Aakash Devi Temple गाँखु आकाश देबीमन्दिर,Hindu temple,Hindu temple,Hindu temple,"ThapaDol, Akash Devi Marg, Madhyapur Thimi 44811, Nepal","ThapaDol, Akash Devi Marg",,Madhyapur Thimi,,44811,NP,27.6848368,85.3970112,,,,ChIJHXySPdob6zkRyo8qXVJuFrk,ChIJHXySPdob6zkRyo8qXVJuFrk,3,5.0,1,1,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hKv6_kt5s8tXlesxCANPQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.95879&pitch=0&thumbfov=100
Gankhu BhuiChampa Devi temple गाँखु भुइचम्पा देबी मन्दिर,Hindu temple,Hindu temple,Hindu temple,"ThapaDol, Bhuichampa Devi Marg, Madhyapur Thimi 44811, Nepal","ThapaDol, Bhuichampa Devi Marg",,Madhyapur Thimi,,44811,NP,27.6844776,85.3982386,,,,ChIJW-eZAUkb6zkR_ST2Hsv9_nU,ChIJW-eZAUkb6zkR_ST2Hsv9_nU,5,4.7,3,3,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyug3mhB-dra35IjVYnU6ayzqldQlz0YRPomCeHk0dud1t1sitxeY-0L2XCehVaE9Jcb9pzxpvknqIyk8M7t8KvRAUwdjp67Q6qOykHmdWnhJNpoc9SnLVRZc5hMGa5RjUGkDEMnj2y5pi6=w408-h541-k-no
Nasa Dyo,Hindu temple,Hindu temple,Hindu temple,"Thimi, Madhyapur Thimi 44600, Nepal",Thimi,,Madhyapur Thimi,,44600,NP,27.6768036,85.3861584,,,,ChIJK5NKJQAb6zkRlzNZiQG6OAY,ChIJK5NKJQAb6zkRlzNZiQG6OAY,6,5.0,2,2,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE_psZEAGFXVLI1QUywKCuox3iPlS-olz85_cv70EmLeCHgysSMWsUhl6SDwfzirJuBfB38J3mk-RSFBIogBFcUCzl5NEFv2Qn8iB4g4_9IzWLWt9_AK0lQw2MNF8w7hPN5UAlgpdLpUEq=w408-h864-k-no
𑐥𑑀𑐧𑐸 𑐳𑐸𑐬𑑂𑐫𑐰𑐶𑐣𑐵𑐫𑐎 𑐡𑑂𑐫𑑅 Pobu Suryavinayak Dya,Hindu temple,Hindu temple,Hindu temple,"M9HQ+X7X, Madhyapur Thimi 44600, Nepal",M9HQ+X7X,,Madhyapur Thimi,,44600,NP,27.6799798,85.388238,,,,ChIJFUoRRmYa6zkR-YbZfalRMXo,ChIJFUoRRmYa6zkR-YbZfalRMXo,10,4.5,4,4,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyl3IUHfHiNAQEpz0zl51b5gOr_lC4ur182FOFFgWkBaNdhUmMbgthZUdmptQCJk3W3tMha7J6gLihLjzunFrYcf1d0ac8QD_wGrShpXaI_f3LzQ34_fbYtTKeosKl_BKmTkpI=w408-h408-k-no
Ganesh temple,Hindu temple,Hindu temple,Hindu temple,"Madhyapur Thimi 44800, Nepal",,,Madhyapur Thimi,,44800,NP,27.6770188,85.3855641,,,,ChIJ9T4Dh2Ua6zkRPasBpDts4yY,ChIJ9T4Dh2Ua6zkRPasBpDts4yY,11,4.6,13,13,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFJ_Gdjg1cI1CBw3L2g1MZupOQ0PL6toy5HnyS_VAnjWscs6uSiKLYaO2MJpq_hNt605E9kclcwHSZ3IELjEt5HXMy91QZEmcILHnr3AIuyJEJWaTjoA93G2MQBAzgoDiXyQDd4LD6OD_FxSv7vjf8uVX9wIvRrVxSUQNIxMoPC-Ise5UFVL81tSAVZ_lm0ZZegODw=w408-h306-k-no
Shree Sarbeshwor Mahadev Temple,Hindu temple,Hindu temple,Hindu temple,"M9JW+4XJ, Bhaktapur Road, Madhyapur Thimi 44811, Nepal","M9JW+4XJ, Bhaktapur Road",,Madhyapur Thimi,,44811,NP,27.6803322,85.3974061,,,,ChIJK4v9aooa6zkRuDbL5a5OzTU,ChIJK4v9aooa6zkRuDbL5a5OzTU,12,4.2,5,5,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i3-h-wEkjNNttl1bqEbOkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.392673&pitch=0&thumbfov=100
Shree Byang Ganesh Temple,Hindu temple,Hindu temple,Hindu temple,"Hindunagar Rd, Madhyapur Thimi, Nepal",Hindunagar Rd,Nikoshera,Madhyapur Thimi,,,NP,27.6826006,85.4011897,,,,ChIJaQ_cYosa6zkRySzVqJSaxj8,ChIJaQ_cYosa6zkRySzVqJSaxj8,13,3.9,20,20,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHV63fQDmdRPUA-lCkorkCwcqkpFZHbigWv-HtaFAf-EvPQHx2bj0z2MEoDArcy-PMunwztCwuaIgmI0VOCYJRtp5LY5NOa01J0ujeRd27BAFuHszvKCG-qlrD7xMGnsrCvQJpUg=w408-h306-k-no
Balkumari Temple,Hindu temple,Hindu temple,Hindu temple,"M9GP+84P, Madhyapur Thimi 44600, Nepal",M9GP+84P,,Madhyapur Thimi,,44600,NP,27.6758251,85.3853204,,,,ChIJ21lfcG8a6zkRU9N0GGp60Ek,ChIJ21lfcG8a6zkRU9N0GGp60Ek,15,4.6,400,400,105.0,5 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1IFJ8X2TIfgZBZI4ynAGSz0CwuyqPYWKO4YlmhN4SdPpkZaLz2ASPfsbvhSb1Wi_RKuGmVWdsf8X3BOaGiFIHUA-Kp9Smw2ISE143sbfXk5SaYqNMsS0l-f1nYyW_sdHLhWNW=w408-h306-k-no
Mahalaxmi Temple (Chode) 𑐩𑐴𑐵𑐮𑐎𑑂𑐲𑑂𑐩𑐷 𑐡𑐾𑐐𑑅,Hindu temple,Hindu temple,Hindu temple,"M9HQ+C52, Madhyapur Thimi 44600, Nepal",M9HQ+C52,,Madhyapur Thimi,,44600,NP,27.6785036,85.3879009,,,,ChIJXaWcd2Ya6zkR72ucM5PKZsk,ChIJXaWcd2Ya6zkR72ucM5PKZsk,16,4.8,8,8,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGJ-mYT5ac9TqfoYwgonhYL2HMsMB1KT6bPaajFKQiwfpYsAs7c_SupsUR5KZ3dQPDiLg3ShpF-mXI5dcPGhWtajsKDRtRB_e1K5vEPkXRV8g3nrlPEtmwsb-1GlfLGoNl5S8=w408-h544-k-no
Rakta kali mandir,Hindu temple,Hindu temple,Hindu temple,"M9HV+2W2, Unnamed Road, Madhyapur Thimi, Nepal","M9HV+2W2, Unnamed Road",,Madhyapur Thimi,,,NP,27.6775003,85.3947749,,,,ChIJVYLhS9Ab6zkRcNDyNTW0wRc,ChIJVYLhS9Ab6zkRcNDyNTW0wRc,17,4.2,9,9,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtc5qQrggA7dA4PIlAcFjTg2csb1s3iY5nLd_ljEyizmbxF255LHzh8Ti9InoTj8YY6DZ84HBYEGwP2XJ-6egxoYgK3hGLMAhE9JLAoy7KCryLOhRJac1aaKAR4gfoSFVGkZEWtp0dG0g5=w408-h306-k-no
Radhe Radhe Ashram,Hindu temple,Hindu temple,Hindu temple,"Shyama Shyam Dham, Nikosera, Araniko Highway, Madhyapur Thimi 44811 Araniko Highway, Madhyapur Thimi 44811, Nepal","Shyama Shyam Dham, Nikosera, Araniko Highway, Madhyapur Thimi 44811 Araniko Highway",,Madhyapur Thimi,,44811,NP,27.6751591,85.3993195,,,,ChIJB7yQRoga6zkRLl6SYgFaMvg,ChIJB7yQRoga6zkRLl6SYgFaMvg,20,4.2,88,88,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-mtqDF-R3Sa4Woo2moreMzvWPAJcff5PQIf9miuCgNQsKRheEsNHRVJdsWYSaLMOUbWUId_pHOtJZ3qVhGuTnqrvDX1WLdAfTirbhbWwAnf36pRBgC8f4dzH2BhXnStQ_GxgNKw=w408-h458-k-no
Field of Green,Tourist attraction,Tourist attraction,Tourist attraction,"Suryabinayak 44660, Nepal",,Gundu,Suryabinayak,,44660,NP,27.6465218,85.4233727,,,,ChIJx91GsjkR6zkRvgcVsZbDcoU,ChIJx91GsjkR6zkRvgcVsZbDcoU,7,4.3,8,8,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-Qf-TKEPfcqdSGF7ij8vfF06jMdHoeuQWT6TglgiAll2hzwz46og8r2tOzWzNyXihRuTzYMrfWJZNGYXSHYquBjzxI18gGgztzuRi9ftKdrd4UAaFQ0W477baopy0bywM0C17Og=w408-h305-k-no
Gankhu Khadi Chowk गाँखु खाँडी चाेक,Tourist attraction,Tourist attraction,Tourist attraction,"Kundole, Hindunagar Marg, Madhyapur Thimi 44811, Nepal","Kundole, Hindunagar Marg",Nikoshera,Madhyapur Thimi,,44811,NP,27.6835973,85.3961237,,,,ChIJE-KWGwAb6zkRQN6pwJZGArQ,ChIJE-KWGwAb6zkRQN6pwJZGArQ,10,5.0,1,1,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzAX7edwIBVyBnmBG5uVbWqkYjuDxSBltDl3uPGPpmvZAooShToE58AWa69tCqq6Tw1qb5w2432k7OD-p4yN8OBvTiFWqF0kZrQaEYFHVBbqPI9eOo9hSL7Y4aH2SVfEn3YmXTm=w408-h510-k-no
Nagarpalika Chowk नगरपालिका चाेक,Tourist attraction,Tourist attraction,Tourist attraction,"M9MQ+FR5, Madhyapur Thimi 44811, Nepal",M9MQ+FR5,,Madhyapur Thimi,,44811,NP,27.6836448,85.3896046,,,,ChIJNZvuHwAb6zkR1-c5Sa__xZo,ChIJNZvuHwAb6zkR1-c5Sa__xZo,12,5.0,7,7,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBfIkAog78C9XOyW6m-NUpuKjr6jr1Bsscfwb5S57hFQqNFcxuSC0tiMsautHksiC2mFSJ5UlNmCWsUcvqzH856SJEMTQW-kHg8gWc92z_QUFIb_jCnouogn9goH_tCLb4Xxhi=w426-h240-k-no
Gankhu Sitala Devi Chowk गाँखु सितला देबी चाेक,Tourist attraction,Tourist attraction,Tourist attraction,"M9PW+VCP आकाश देबी मार्ग, Madhyapur Thimi 44600, Nepal",M9PW+VCP आकाश देबी मार्ग,,Madhyapur Thimi,,,NP,27.6872101,85.396072,,,,ChIJyfHregAb6zkRWdKnt5PbJBs,ChIJyfHregAb6zkRWdKnt5PbJBs,13,0.0,0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_U40zJyThho5k6WXy3cWSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.75778&pitch=0&thumbfov=100
Guru ko puja pasal,Hindu temple,Hindu temple,Hindu temple,"M9HX+996, Madhyapur Thimi 45600, Nepal",M9HX+996,Nikoshera,Madhyapur Thimi,,45600,NP,27.6784164,85.3984178,+977 986-0059904,+9779860059904,,ChIJRbAufAAb6zkRlw0DBPSHDoY,ChIJRbAufAAb6zkRlw0DBPSHDoY,26,5.0,1,1,91.0,7 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNunvF_xsS25F4rTrcVE85Vau5mUfPJjY_a2sf7=w408-h544-k-no
Lokeshwor Temple (𑐥𑐡𑑂𑐩𑐥𑐵𑐞𑐷 𑐮𑑀𑐎𑐾𑐱𑑂𑐰𑐬),Buddhist temple,Buddhist temple,Buddhist temple,"M9GP+G6Q, Madhyapur Thimi 44600, Nepal",M9GP+G6Q,,Madhyapur Thimi,,44600,NP,27.6763256,85.3856115,,,,ChIJ8Tx5ZG8a6zkRj6yixmiFCmc,ChIJ8Tx5ZG8a6zkRj6yixmiFCmc,14,4.2,5,5,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3HLkhgQjExqadM-Z49JhNdcocmEgbtMZ35IDTkTA5cdPddCZIe2lA9d8JDhv3rt-3lGR4W4P0GqK_96jwurpXKLXH6z3WkVBrowA52ZZZgnURu_cPLwBJf0c2LxfrHMu2aiI0ig=w408-h522-k-no
Samir2532k,Buddhist temple,Buddhist temple,Buddhist temple,"M9JP+PJ2, Thimi, Madhyapur Thimi 44600, Nepal","M9JP+PJ2, Thimi",,Madhyapur Thimi,,44600,NP,27.6817734,85.3865251,,,,ChIJ-xOmEwAb6zkROAotf9_MhsA,ChIJ-xOmEwAb6zkROAotf9_MhsA,18,0.0,0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NFBkROn546dgZw-PpcmRQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.274307&pitch=0&thumbfov=100
Chaitya,Buddhist temple,Buddhist temple,Buddhist temple,"M9HP+58V, Madhyapur Thimi 44800, Nepal",M9HP+58V,ठिमी,Madhyapur Thimi,,44800,NP,27.6779913,85.3858054,,,,ChIJZwB-Vm8a6zkR_g667MZ27LI,ChIJZwB-Vm8a6zkR_g667MZ27LI,19,0.0,0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2LUwWQOsxB3VZmNWufUQdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.84325&pitch=0&thumbfov=100
Jiswa bahal,Buddhist temple,Buddhist temple,Buddhist temple,"Swangapukhu - 8, Madhyapur Thimi 00977, Nepal",Swangapukhu - 8,,Madhyapur Thimi,,00977,NP,27.6818067,85.3865569,,,,ChIJoTtpolkb6zkRGl5hACnxxKo,ChIJoTtpolkb6zkRGl5hACnxxKo,20,0.0,0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BqumOsfALyZGa_iVr5hqng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.40306&pitch=0&thumbfov=100
Rupesh house,Hindu temple,Hindu temple,Hindu temple,"JFV6+Q68, Suryabinayak, Nepal",JFV6+Q68,PalanSe,Suryabinayak,,,NP,27.6444183,85.460583,,,,ChIJo_AYOTsP6zkRgPjq1oMsg4U,ChIJo_AYOTsP6zkRgPjq1oMsg4U,2,5.0,2,2,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqkZkGLVP1n2tyuQ9TrOd_GtUsI0x88edtwtdYW-ycD1nyRlj0J4p8-4g4PaQWCBpSUPNTdhlstkgJygNMohYF9at3P1XOqL2LEWNqGwGm9ZwdX7IBBSt2IB7ZAyhIs3M6n80r2w=w408-h543-k-no
Bandeswori Devi,Hindu temple,Hindu temple,Hindu temple,"JFV7+CHH, Suryabinayak, Nepal",JFV7+CHH,Nangkhel,Suryabinayak,,,NP,27.6439056,85.4627904,,,,ChIJ53hmc6EP6zkRhrKgorhi6OQ,ChIJ53hmc6EP6zkRhrKgorhi6OQ,5,5.0,1,1,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTIt4AqWjFVmztPB1YrG8hPw21ST9ePgwehU4KG705QLZHFr7Bvn6RTywWaiAvPHWeuif0-8ZF2g8_ameTXn7LvX0WlZ26RV6hIKMyFxD69J3wQMCac7XPgh1ZeXOv0o6nwpnlpQ=w408-h544-k-no
Dhungadol Guru Ganesh Temple,Hindu temple,Hindu temple,Hindu temple,"JFW5+FP5, Suryabinayak, Nepal",JFW5+FP5,Nangkhel,Suryabinayak,,,NP,27.6461451,85.4593608,,,,ChIJ9SifXZMP6zkRdJKF_ylF6Z8,ChIJ9SifXZMP6zkRdJKF_ylF6Z8,7,4.3,3,3,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSOIxr4Ph2ea-rVGbRJa_p85urChhXsPuuxy6VsPVslHzSa5Og4hGW481B0XhZkIeQRy6J-7hLcthyFofzazdk8LBJONowhFGhs5rFEPXYSUvMvmAFUSXwVT1he4ll9pyQrgaA=w408-h544-k-no
Panchakanya Devi Temple,Hindu temple,Hindu temple,Hindu temple,"JFR7+4WM, Araniko Highway, Suryabinayak, Nepal","JFR7+4WM, Araniko Highway",Nangkhel,Suryabinayak,,,NP,27.6403257,85.4647915,,,,ChIJkb8-H5YP6zkRbzQ12V2CIPc,ChIJkb8-H5YP6zkRbzQ12V2CIPc,9,4.0,4,4,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyza5p21Yno11UY63uVNF-HfNmSZS3i70nod9zVUUJcqDIaNmT8lYi9itbKYUMLB-K7GFpgachJK8gE-x_9xE1qMDiQGPpHrVe4VSLhCYkve-494abVkn890nbwYGsBV1oAnC1GbQ=w408-h544-k-no
White goddess Temple,Hindu temple,Hindu temple,Hindu temple,"MF26+2RX, Suryabinayak, Nepal",MF26+2RX,Nalinchok,Suryabinayak,,,NP,27.6501074,85.4621009,,,,ChIJJak8IwAP6zkRDGRW7QHEFT0,ChIJJak8IwAP6zkRDGRW7QHEFT0,10,0.0,0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UQpse4yRTPtS3KuibfKy6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.67943&pitch=0&thumbfov=100
Kapildev Narayan Temple,Hindu temple,Hindu temple,Hindu temple,"JFV6+3VC, Suryabinayak, Nepal",JFV6+3VC,Nangkhel,Suryabinayak,,,NP,27.6426854,85.4621449,,,,ChIJcxyey5UP6zkRsnAktTLzcAY,ChIJcxyey5UP6zkRsnAktTLzcAY,11,4.3,7,7,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5JasF69pHX_EFJ3TOIspc1px7LYK-1e0DqmO0KaCdK-CEmTMRWCvWnEFQz_bbY-JEeRjWYeAxEiDxbi_yoSs_sQKS75XNfBRabTzh0Aofnhv8ZtzdsWI_txj_WpfyReMsDLV0Hw=w408-h307-k-no
Suresh mahat home,Hindu temple,Hindu temple,Hindu temple,"JFV6+C78, Suryabinayak, Nepal",JFV6+C78,Nangkhel,Suryabinayak,,,NP,27.6435353,85.4607133,,,,ChIJXdcIYwkP6zkRVXYpeFDipMg,ChIJXdcIYwkP6zkRVXYpeFDipMg,13,0.0,0,0,0.0,0,False,False,,
️बागेश्वरी महादेवस्थान,Hindu temple,Hindu temple,Hindu temple,"MF27+53F, Suryabinayak, Nepal",MF27+53F,Nalinchok,Suryabinayak,,,NP,27.6506452,85.4623994,,,,ChIJj1ZI4r4P6zkRoYkFtUEOMcI,ChIJj1ZI4r4P6zkRoYkFtUEOMcI,17,4.5,2,2,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GIZzrsIZGIUZmHc-g1MMCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.13535&pitch=0&thumbfov=100
