additionalInfo_Accessibility_Wheelchair accessible entrance,additionalInfo_Accessibility_Wheelchair accessible parking lot,additionalInfo_Amenities_Gender-neutral restroom,additionalInfo_Parking_Free parking lot,additionalInfo_Service options_Drive-through,address,alcohol,beer,breakfast,cash_only,casual,category,categoryName,cid,city,claimThisBusiness,coffee,country,countryCode,delivery,dine_in,dinner,family_friendly,fid,googleFoodUrl,hours,imageUrl,imagesCount,info_Accessibility_Wheelchair accessible entrance,info_Accessibility_Wheelchair accessible parking lot,info_Amenities_Gender-neutral restroom,info_Parking_Free parking lot,info_Service options_Drive-through,isAdvertisement,kgmid,language,lat,lng,loc_lat,loc_lng,location_lat,location_lng,lunch,main_category,name,neighborhood,openingHours_day,openingHours_hours,permanentlyClosed,phone,phoneUnformatted,placeId,place_id,postal,postalCode,price,rank,rating,reservations,reviewsCount,reviewsDistribution_fiveStar,reviewsDistribution_fourStar,reviewsDistribution_oneStar,reviewsDistribution_threeStar,reviewsDistribution_twoStar,reviews_count,scrapedAt,searchPageUrl,searchString,search_term,state,street,subTitle,takeout,temporarilyClosed,title,totalScore,tourists,url,vegetarian,website,weekly_hours,wheelchair_accessible_entrance,wifi
,,,,True,"Bhaktapur Municipality-05 Shukuldhoka, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,14297373215920684867,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1b4c5b3b92b7:0xc66a79306c22ff43,,10 AM to 3 PM,https://lh3.googleusercontent.com/p/AF1QipPtQbGyC70ntN8XKzVE68ZV1ShkxEA37YK-6Yoh=w408-h333-k-no,12,,,,,True,False,/g/11q8y4t8kc,en,27.6726474,85.4311074,27.6726474,85.4311074,27.6726474,85.4311074,0,Bank,Mega Bank Nepal,,Monday,10 AM to 3 PM,False,+977 1-6619637,+97716619637,ChIJt5I7W0wb6zkRQ_8ibDB5asY,ChIJt5I7W0wb6zkRQ_8ibDB5asY,44800,44800,,2,3.5,0,2,0,0,0,0,0,2,2025-11-14T08:13:48.546Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,Bhaktapur Municipality-05 Shukuldhoka,नेपाल इन्भेष्टमेण्ट मेगा बैंक लिमिटेड,0,False,Mega Bank Nepal,3.5,0,https://www.google.com/maps/search/?api=1&query=Mega%20Bank%20Nepal&query_place_id=ChIJt5I7W0wb6zkRQ_8ibDB5asY,0,,29.0,0,0
False,,,,,"MCFJ+2CX, Sukul Dhoka Marg, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,5830031734142182635,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1aae156ac529:0x50e86ef92ecca4eb,,10 AM to 4 PM,https://lh3.googleusercontent.com/gps-proxy/ALd4DhER2AXbTUIhmjkKKGpGV77RYLeFlzPG7V34tp5GdXaySDP-u3WcLx47fL8UdFUh8bnkWFHrVRFmqbAE0CGb_-H2rhlU8d9ZkGC4B87-iQqdAZeWU-Gq7h67GTokKOLXmHO4UYy3PspYMXQcPZfCu_VOFx4dPlMzgo31khCkg0pv_zZo--dnphB-anSYF82ND6S-ENw=w408-h306-k-no,38,False,,,,,False,/g/1tgnvmx2,en,27.6726204,85.4311066,27.6726204,85.4311066,27.6726204,85.4311066,0,Bank,Laxmi Sunrise Bank Ltd. Bhaktapur Branch (SukulDhoka),,Monday,10 AM to 4 PM,False,+977 1-6619240,+97716619240,ChIJKcVqFa4a6zkR66TMLvlu6FA,ChIJKcVqFa4a6zkR66TMLvlu6FA,44800,44800,,3,3.3,0,28,0,0,0,0,0,28,2025-11-14T08:13:48.546Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,"MCFJ+2CX, Sukul Dhoka Marg",लक्ष्मी सनराइज बैंक लिमिटेड भक्तपुर शाखा (सुकुलढोका),0,False,Laxmi Sunrise Bank Ltd. Bhaktapur Branch (SukulDhoka),3.3,0,https://www.google.com/maps/search/?api=1&query=Laxmi%20Sunrise%20Bank%20Ltd.%20Bhaktapur%20Branch%20(SukulDhoka)&query_place_id=ChIJKcVqFa4a6zkR66TMLvlu6FA,0,,34.0,1,0
False,,,,True,"रत्न भवन, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,9411618515820367777,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1aae4ddcc3eb:0x829cc92cdcf64fa1,,10 AM to 3 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcUWcblcMiPxuObwZ5ut9i_1SnEeX97C4ZKZIrvl2uFd_yWFhVYiN5m1GDJRqb9HQNQ4O3T_-x-5vT_a9ROajVERQ97nUbAP4tyGTELrxrszhxWg_LGfgxUBIu6_dwdvwUwpXX=w426-h240-k-no,9,False,,,,True,False,/g/1tfn149f,en,27.671919,85.430089,27.671919,85.430089,27.671919,85.430089,0,Bank,Himalayan Bank Limited,,Monday,10 AM to 3 PM,False,+977 1-6617493,+97716617493,ChIJ68PcTa4a6zkRoU_23CzJnII,ChIJ68PcTa4a6zkRoU_23CzJnII,44800,44800,,4,2.7,0,23,0,0,0,0,0,23,2025-11-14T08:13:48.546Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,रत्न भवन,हिमालयन बैंक लिमिटेड,0,False,Himalayan Bank Limited,2.7,0,https://www.google.com/maps/search/?api=1&query=Himalayan%20Bank%20Limited&query_place_id=ChIJ68PcTa4a6zkRoU_23CzJnII,0,https://himalayanbank.com/,28.5,1,0
,,,,True,"MCFJ+393, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,14129316630600164985,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b24a75ba5ab:0xc4156a9d7df12679,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTmbYfkBgtyaFOUYQecdSL0hqOP_5FN38-wYgslPGHHUVnT9AZsgcl7FacRceaNbY6MmQyLsb_9-4A8K2CqN0OHq2AV2Pj7afuMdt6ekrjSsqE1oIzN4NIfis1PCJoY8MloCis=w408-h306-k-no,13,,,,,True,False,/g/11q8y5djyq,en,27.6726404,85.4309344,27.6726404,85.4309344,27.6726404,85.4309344,0,Bank,Century Bank (Sukuldhoka Bhaktapur Branch),,,0,False,+977 1-6612609,+97716612609,ChIJq6VbpyQb6zkReSbxfZ1qFcQ,ChIJq6VbpyQb6zkReSbxfZ1qFcQ,,,,5,2.5,0,2,0,0,0,0,0,2,2025-11-14T08:13:48.546Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,MCFJ+393,प्रभु बैंक लिमिटेड,0,False,Century Bank (Sukuldhoka Bhaktapur Branch),2.5,0,https://www.google.com/maps/search/?api=1&query=Century%20Bank%20(Sukuldhoka%20Bhaktapur%20Branch)&query_place_id=ChIJq6VbpyQb6zkReSbxfZ1qFcQ,0,,0.0,0,0
,,,,True,"MCGJ+65R, Nagarkot Rd, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,15493666669619466160,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1bc49d64eb29:0xd7048fbf3efa4fb0,,10 AM to 4 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBWLUd6-cstUR6hPmJIWn8wVLBXUVRoaukC2gr0BCjtNfTwlUMR33ZKmg6eJdQcSKUS4bbyYkPH_OzsRwHvDh9zUAghGDC4KWMgoj78t9BQVKrZmF20RJoFGE7YPKrjGsWGOQ=w408-h306-k-no,6,,,,,True,False,/g/11rjq5hbpk,en,27.6756102,85.4303872,27.6756102,85.4303872,27.6756102,85.4303872,0,Bank,Kumari Bank Ltd. Byasi Branch,,Monday,10 AM to 4 PM,False,,,ChIJKetkncQb6zkRsE_6Pr-PBNc,ChIJKetkncQb6zkRsE_6Pr-PBNc,44800,44800,,7,4.0,0,15,0,0,0,0,0,15,2025-11-14T08:13:48.546Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,"MCGJ+65R, Nagarkot Rd",,0,False,Kumari Bank Ltd. Byasi Branch,4,0,https://www.google.com/maps/search/?api=1&query=Kumari%20Bank%20Ltd.%20Byasi%20Branch&query_place_id=ChIJKetkncQb6zkRsE_6Pr-PBNc,0,,33.0,0,0
,,,True,True,"Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,4550431493635216604,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1b111ae041cf:0x3f26615590e094dc,,10 AM to 4:30 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdOQCWAZWVuzyNVzzJ0xg_Yra2hgAkXk78wZMbu3eI2JEtgAuB2ApWEavXXR0rUoxq6ZR2YTHbc8vZUSdPJyo-izvrWd2CievJ7h9ochUvF_pBOMB5ZA4n12a5HdKuhD-NSi3P=w408-h544-k-no,8,,,,True,True,False,/g/11tg0fytsq,en,27.6771552,85.4365291,27.6771552,85.4365291,27.6771552,85.4365291,0,Bank,Global IME Bank Limited,,Monday,10 AM to 4:30 PM,False,+977 1-6619396,+97716619396,ChIJz0HgGhEb6zkR3JTgkFVhJj8,ChIJz0HgGhEb6zkR3JTgkFVhJj8,44800,44800,,11,1.8,0,9,0,0,0,0,0,9,2025-11-14T08:13:48.547Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,Jagati-KamalBinayak Rd,ग्लोबल आइएमई बैंक लिमिटेड,0,False,Global IME Bank Limited,1.8,0,https://www.google.com/maps/search/?api=1&query=Global%20IME%20Bank%20Limited&query_place_id=ChIJz0HgGhEb6zkR3JTgkFVhJj8,0,https://www.globalimebank.com/,36.0,0,0
,,,,,"5 Durbar Square, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,4946830708305532087,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1bca6ff62637:0x44a6ac51dc8b94b7,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPmZ0ds0WRo_S_HAfPfawM0OKGPUWVOZc-TW4ws=w408-h306-k-no,57,,,,,,False,/g/11fncs5zwv,en,27.6719257,85.4286371,27.6719257,85.4286371,27.6719257,85.4286371,0,Bank,"Durbar ATM Lounge ,Bhaktapur- Durbar Square",,Monday,Open 24 hours,False,+977 984-1488425,+9779841488425,ChIJNyb2b8ob6zkRt5SL3FGspkQ,ChIJNyb2b8ob6zkRt5SL3FGspkQ,44800,44800,,12,4.6,0,5,0,0,0,0,0,5,2025-11-14T08:13:48.547Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,5 Durbar Square,,0,False,"Durbar ATM Lounge ,Bhaktapur- Durbar Square",4.6,0,https://www.google.com/maps/search/?api=1&query=Durbar%20ATM%20Lounge%20%2CBhaktapur-%20Durbar%20Square&query_place_id=ChIJNyb2b8ob6zkRt5SL3FGspkQ,0,,168.0,0,0
,,,,True,"Byasi Gate, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,1919486376741036515,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b29643f7c27:0x1aa362b094d9e1e3,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tqcIReHC5iB19HG_Wsol9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.80037&pitch=0&thumbfov=100,1,,,,,True,False,/g/11gwfkc75g,en,27.674665,85.4277391,27.674665,85.4277391,27.674665,85.4277391,0,Bank,NIC ASIA Bank And ATM,,,0,False,,,ChIJJ3w_ZCkb6zkR4-HZlLBioxo,ChIJJ3w_ZCkb6zkR4-HZlLBioxo,44800,44800,,13,5.0,0,1,0,0,0,0,0,1,2025-11-14T08:13:48.547Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,Byasi Gate,,0,False,NIC ASIA Bank And ATM,5,0,https://www.google.com/maps/search/?api=1&query=NIC%20ASIA%20Bank%20And%20ATM&query_place_id=ChIJJ3w_ZCkb6zkR4-HZlLBioxo,0,,0.0,0,0
False,,,,True,"Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,9471520669717876283,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb0552b787563f:0x837199dde94dce3b,,10 AM to 4 PM,https://lh3.googleusercontent.com/p/AF1QipOU3oy37QhFY4mSwqkX_wUqZQu209-YhY5h0sPS=w640-h240-k-no,5,False,,,,True,False,/g/11b6qblj_r,en,27.671153,85.4381233,27.671153,85.4381233,27.671153,85.4381233,0,Bank,Jyoti Bikash Bank Limited,,Monday,10 AM to 4 PM,False,+977 1-6619910,+97716619910,ChIJP1aHt1IF6zkRO85N6d2ZcYM,ChIJP1aHt1IF6zkRO85N6d2ZcYM,44800,44800,,16,3.1,0,9,0,0,0,0,0,9,2025-11-14T08:13:48.547Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,Jagati-KamalBinayak Rd,ज्योति विकास बैंक लिमिटेड,0,False,Jyoti Bikash Bank Limited,3.1,0,https://www.google.com/maps/search/?api=1&query=Jyoti%20Bikash%20Bank%20Limited&query_place_id=ChIJP1aHt1IF6zkRO85N6d2ZcYM,0,,34.0,1,0
,True,,,True,"MCCF+Q3G, मिनी बसपार्क, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,7824524616975595515,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1aa497366237:0x6c964baedb2137fb,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygcSeZWvr-MbzpAfh6tihip4_RGNVL5fyrNp0h5pMVolbCweIJAzUfKOSBC05pBnbOjIcd2y9F1IHt4PDp5M4UF2-ZJZpaeAjHoIUEV5HYU9hAcXRHVEoKI2975QpCrzWquB0=w408-h306-k-no,11,,True,,,True,False,/g/11b6q4k_p4,en,27.6719441,85.4227128,27.6719441,85.4227128,27.6719441,85.4227128,0,Bank,Agricultural Development Bank Ltd. Bhaktapur Branch,,Monday,10 AM to 5 PM,False,+977 1-6613056,+97716613056,ChIJN2I2l6Qa6zkR-zch265Llmw,ChIJN2I2l6Qa6zkR-zch265Llmw,44800,44800,,18,2.6,0,14,0,0,0,0,0,14,2025-11-14T08:13:48.547Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,"MCCF+Q3G, मिनी बसपार्क",कृषि विकास बैँक लिमिटेड,0,False,Agricultural Development Bank Ltd. Bhaktapur Branch,2.6,0,https://www.google.com/maps/search/?api=1&query=Agricultural%20Development%20Bank%20Ltd.%20Bhaktapur%20Branch&query_place_id=ChIJN2I2l6Qa6zkR-zch265Llmw,0,http://www.adbl.gov.np/,42.0,0,0
,,,,,"MCGH+3VF, Nagarkot Rd, Bhaktapur 97701, Nepal",0,0,0,0,0,Bank,Bank,1127012962728090793,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b905e1479d5:0xfa3f45184ab1ca9,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKbGSqsIwETHw-iAlBJZVbCY7tjTUU3BdpwTlQDzfNviglClBX-1mKhcQ1fZWo3EMEauMC0Esv51Ng-H_QaG3tXtafcjwNLrDPbAONrQRdf8ZQo2pmEBKRXTZt_Bix4Tu-dPZO=w408-h306-k-no,3,,,,,,False,/g/11pdmbwpqb,en,27.6751856,85.4296607,27.6751856,85.4296607,27.6751856,85.4296607,0,Bank,Khwpoa Savings and Credit Cooperatives,,,0,False,,,ChIJ1XkUXpAb6zkRqRyrhFH0ow8,ChIJ1XkUXpAb6zkRqRyrhFH0ow8,97701,97701,,20,4.0,0,1,0,0,0,0,0,1,2025-11-14T08:13:48.547Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,"MCGH+3VF, Nagarkot Rd",,0,False,Khwpoa Savings and Credit Cooperatives,4,0,https://www.google.com/maps/search/?api=1&query=Khwpoa%20Savings%20and%20Credit%20Cooperatives&query_place_id=ChIJ1XkUXpAb6zkRqRyrhFH0ow8,0,,0.0,0,0
,,,,True,"MCGP+7VQ, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,17184193951931175095,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b0ef5a115c9:0xee7a855a804610b7,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdbYMwtsVOa4gOJlQ7wYtO0sskqnOGj6BaldfVPehgzk38i8O4lkKY8S4Wc9q91HcYJm6AcNTZPsE18-7LvG7dfpqtLwmLPad6G0uBa67MdD-41Na5f1jETY6mLBrdQMoNQGIU=w408-h544-k-no,10,,,,,True,False,/g/11v0jfbtk2,en,27.6756611,85.4372588,27.6756611,85.4372588,27.6756611,85.4372588,0,Bank,Rastriya Banijya Bank ( राष्ट्रिय वाणिज्य बैङ्क ),,Monday,10 AM to 5 PM,False,,,ChIJyRWh9Q4b6zkRtxBGgFqFeu4,ChIJyRWh9Q4b6zkRtxBGgFqFeu4,44800,44800,,27,3.8,0,5,3,0,1,1,0,5,2025-11-14T08:13:49.775Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,MCGP+7VQ,,0,False,Rastriya Banijya Bank ( राष्ट्रिय वाणिज्य बैङ्क ),3.8,0,https://www.google.com/maps/search/?api=1&query=Rastriya%20Banijya%20Bank%20(%20%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AF%20%E0%A4%B5%E0%A4%BE%E0%A4%A3%E0%A4%BF%E0%A4%9C%E0%A5%8D%E0%A4%AF%20%E0%A4%AC%E0%A5%88%E0%A4%99%E0%A5%8D%E0%A4%95%20)&query_place_id=ChIJyRWh9Q4b6zkRtxBGgFqFeu4,0,,42.0,0,0
,,,,True,"MCGP+XW2, Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,8687811105857201875,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb05b8d019c247:0x78914e2bb84fe6d3,,10 AM to 4 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9rPNt4KV6zSOvAmA7uXuf5WUQbeFZ5taUAc03zV1qZFEY_WKDGiUGxiODgBRGI9EIywATwXkRA5EDDKGX_76RTajo7bnz2c5_mmF3Cq1XlL0APFNyjFALN8q1emCKjWfM_es=w408-h387-k-no,14,,,,,True,False,/g/11np4t46xy,en,27.6773768,85.4372607,27.6773768,85.4372607,27.6773768,85.4372607,0,Bank,Shangri-la Development Bank Limited,,Monday,10 AM to 4 PM,False,+977 1-6620949,+97716620949,ChIJR8IZ0LgF6zkR0-ZPuCtOkXg,ChIJR8IZ0LgF6zkR0-ZPuCtOkXg,44800,44800,,28,3.8,0,5,3,0,1,1,0,5,2025-11-14T08:13:49.775Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,"MCGP+XW2, Jagati-KamalBinayak Rd",सांग्रिला डेभलपमेन्ट बैक लिमिटेड,0,False,Shangri-la Development Bank Limited,3.8,0,https://www.google.com/maps/search/?api=1&query=Shangri-la%20Development%20Bank%20Limited&query_place_id=ChIJR8IZ0LgF6zkR0-ZPuCtOkXg,0,,34.0,0,0
False,,,,True,"MCCF+R7H बसपार्क, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,14676724047374262632,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1aa494c2b40b:0xcbae32c2ae2d2168,,10 AM to 4:30 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4qYskfdiWYdrglaaOqiI588Zw_M57AadwJ1JTq5wfm8Y7d3YtfiDOWHpe7xcbZ7l0KplwNwa6IIclC0tO6k1VkUMPYAhme7NtgHhuJVk3PlVcP06CxcIOr0k5WD_ws-RP_lVxPQ=w408-h306-k-no,19,False,,,,True,False,/g/11b6q6wflf,en,27.672056,85.4232274,27.672056,85.4232274,27.672056,85.4232274,0,Bank,Kumari Bank (Ittachhen-Napukhu Bhaktapur Branch),,Monday,10 AM to 4:30 PM,False,+977 1-6620045,+97716620045,ChIJC7TClKQa6zkRaCEtrsIyrss,ChIJC7TClKQa6zkRaCEtrsIyrss,44800,44800,,32,3.4,0,11,4,1,2,3,1,11,2025-11-14T08:13:49.775Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,MCCF+R7H बसपार्क,"कुमारी बैंक (इटाछें, भक्तपुर शाखा)",0,False,Kumari Bank (Ittachhen-Napukhu Bhaktapur Branch),3.4,0,https://www.google.com/maps/search/?api=1&query=Kumari%20Bank%20(Ittachhen-Napukhu%20Bhaktapur%20Branch)&query_place_id=ChIJC7TClKQa6zkRaCEtrsIyrss,0,,43.5,1,0
,,,,True,"M9QR+W26, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,11323854086278493072,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b445fecd5dd:0x9d26694b8cfc3390,,10 AM to 4 AM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEJ-ZtOcpxDkC0LUPgr7_lBXxR6bTQnurKbT2fNVBYmD683w7YFn3WEPSJG-d4yuIIwlAjJh_xJpmGdErN3y8izzzHGK8WrBd2nz1poOfHNB1V6SqR7Yx9TFkjD9yNymF43Ocb=w523-h240-k-no,11,,,,,True,False,/g/11f77_kb_3,en,27.6897936,85.390028,27.6897936,85.390028,27.6897936,85.390028,0,Bank,Lumbini Bikas Bank,,Monday,10 AM to 4 AM,False,+977 1-6636113,+97716636113,ChIJ3dXsX0Qb6zkRkDP8jEtpJp0,ChIJ3dXsX0Qb6zkRkDP8jEtpJp0,,,,1,4.0,0,9,0,0,0,0,0,9,2025-11-14T10:19:24.943Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,M9QR+W26,,0,False,Lumbini Bikas Bank,4,0,https://www.google.com/maps/search/?api=1&query=Lumbini%20Bikas%20Bank&query_place_id=ChIJ3dXsX0Qb6zkRkDP8jEtpJp0,0,,106.0,0,0
,,,,,"M9QQ+RVP, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,1991929353648139636,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1be6ef6cf237:0x1ba4c13185deed74,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqpo4HzkynKnEWjT8AQRJWTkLJLcjGQCZpzdBIjFa1SsU9BMQIEza3S1u5NHXF5hNWA5tcRj6SDku-eJ8BeQm_89gdvBuZY1RGc4ocv2XmH2LS7zbypqrXy-WTcNXWTq7nft8fxg=w408-h408-k-no,7,,,,,,False,/g/11h809n1n8,en,27.6895755,85.3896886,27.6895755,85.3896886,27.6895755,85.3896886,0,Bank,Jyoti Bikash Bank,,,0,False,,,ChIJN_Js7-Yb6zkRdO3ehTHBpBs,ChIJN_Js7-Yb6zkRdO3ehTHBpBs,,,,2,3.0,0,2,0,0,0,0,0,2,2025-11-14T10:19:24.943Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,M9QQ+RVP,,0,False,Jyoti Bikash Bank,3,0,https://www.google.com/maps/search/?api=1&query=Jyoti%20Bikash%20Bank&query_place_id=ChIJN_Js7-Yb6zkRdO3ehTHBpBs,0,,0.0,0,0
,,,,,"Municipality, 07 Harharmahadev Chowk, Kageshwori Manohara 44600, Nepal",0,0,0,0,0,Bank,Bank,17219289620442702825,Kageshwori Manohara,False,0,NP,NP,0,0,0,0,0x39eb1b8e05ba3c49:0xeef734ad970ee3e9,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G7qoRM2a35XOMF33JFyYVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.41147&pitch=0&thumbfov=100,1,,,,,,False,/g/11h8087z5r,en,27.696744,85.3799726,27.696744,85.3799726,27.696744,85.3799726,0,Bank,Mega Bank,Thapagaon,Monday,Open 24 hours,False,+977 1-4990935,+97714990935,ChIJSTy6BY4b6zkR6eMOl6009-4,ChIJSTy6BY4b6zkR6eMOl6009-4,44600,44600,,3,4.3,0,4,0,0,0,0,0,4,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,"Municipality, 07 Harharmahadev Chowk",मेगा बैंक,0,False,Mega Bank,4.3,0,https://www.google.com/maps/search/?api=1&query=Mega%20Bank&query_place_id=ChIJSTy6BY4b6zkR6eMOl6009-4,0,,168.0,0,0
False,,,,True,"Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,2026314733198289556,Madhyapur Thimi,False,0,NP,NP,0,0,0,0,0x39eb1a678d8957c7:0x1c1eea83936caa94,,10 AM to 3 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwe20hIPu73OPk2jsAuMFK-gjiBrQJFcFLP4tOQOXpjTjN-mgu7nTkhLdLhvde-pGXKiogOUnI2YNdTdcqsCDiykt9FVXXMXQXv6im8P93AX4nmsx9nt3ADmgg1eL5oKxBOGyc=w408-h306-k-no,7,False,,,,True,False,/g/12mkw97__,en,27.6835222,85.387396,27.6835222,85.387396,27.6835222,85.387396,0,Bank,Mega Bank Nepal Limited,,Monday,10 AM to 3 PM,False,+977 1-6639352,+97716639352,ChIJx1eJjWca6zkRlKpsk4PqHhw,ChIJx1eJjWca6zkRlKpsk4PqHhw,44600,44600,,4,3.6,0,21,0,0,0,0,0,21,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,,मेगा बैंक नेपाल लिमिटेड,0,False,Mega Bank Nepal Limited,3.6,0,https://www.google.com/maps/search/?api=1&query=Mega%20Bank%20Nepal%20Limited&query_place_id=ChIJx1eJjWca6zkRlKpsk4PqHhw,0,,29.0,1,0
,,,,,"M9QR+W3J, Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Bank,Bank,11325675884447802986,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b0048715a05:0x9d2ce235fdb8266a,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhfFsqL1RvJfegSEePuEnUxZAexX0K7u6c30NjLe4Ea7iOPq9ejuwXS1TGqgHCKqRnOh-8z57NYd9WGriADMB1zVEyY6sxgC5L46BAY2F4WyjkmsCvSNkGY3T1-h6KvPq7CFzLkUalUsfy=w408-h544-k-no,6,,,,,,False,/g/11v_5b4vv_,en,27.6898482,85.3901424,27.6898482,85.3901424,27.6898482,85.3901424,0,Bank,Siddhartha Bank Limited,Bode,,0,False,,,ChIJBVpxSAAb6zkRaia4_TXiLJ0,ChIJBVpxSAAb6zkRaia4_TXiLJ0,44600,44600,,5,2.0,0,4,0,0,0,0,0,4,2025-11-14T10:19:24.944Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.38815918240205,17z?hl=en",bank,bank,,M9QR+W3J,,0,False,Siddhartha Bank Limited,2,0,https://www.google.com/maps/search/?api=1&query=Siddhartha%20Bank%20Limited&query_place_id=ChIJBVpxSAAb6zkRaia4_TXiLJ0,0,,0.0,0,0
