name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
Nimbus International Co.Pvt.Ltd.,Corporate office,Corporate office,Corporate office,"M7WX+HCH, University Path, Kathmandu 44600, Nepal","M7WX+HCH, University Path",Kuleshwor,Kathmandu,,44600,NP,27.6964251,85.2986061,+977 1-4277489,+97714277489,http://nimbusnepal.com/,ChIJp4lWhFsY6zkRcZA25uSuDJI,ChIJp4lWhFsY6zkRcZA25uSuDJI,7,4.5,,0,8.0,9:30 AM to 5:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-4jau6Xqj9rQUetv2j4bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.11282&pitch=0&thumbfov=100
Friends Unisex Salon,Beauty salon,Beauty salon,Beauty salon,"Sesmati pul, Kathmandu 44600, Nepal",Sesmati pul,Manamaiju,Kathmandu,,44600,NP,27.7445336,85.3003115,+977 986-0234942,+9779860234942,,ChIJH3gwS-wZ6zkRgw-FhHW4g2s,ChIJH3gwS-wZ6zkRgw-FhHW4g2s,4,5.0,,0,10.5,9:30 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1q6vI03tZGfSkMwkYbd2fdpUvxj-YgMcklfDW0jMfLRybplqMcRHN8X8ahIcW8zKPqdkhc0yM3VJttGQyatj2Fb4kSp5B4R00d7cI2vjuFGOg_ZB9knoAHg7Lk3HQ5u8Ieo_OzURwJO2x=w408-h725-k-no
Sabina Beauty Parlour,Beauty salon,Beauty salon,Beauty salon,"P7MM+Q7F, Raniban Rd, Kathmandu 44600, Nepal","P7MM+Q7F, Raniban Rd",Balaju,Kathmandu,,44600,NP,27.7344449,85.2831564,+977 981-0111709,+9779810111709,,ChIJV6WrEAAZ6zkRG-Gqu5vKhdM,ChIJV6WrEAAZ6zkRG-Gqu5vKhdM,5,0.0,,0,13.0,7 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxAUA4RWMqenN9OIphQHuLm7dxvCI92qPgQeec900unFHbzWVf24A2cidLL4CdNM0IUCrHgJYzgE_DOy4lv5C3XdMqVN4R-zKyhbbd-26bHWkIMMAv7xF6evrHqjEBfWU-Uy2SLCYx6e2e=w408-h544-k-no
Pinnacle Mini Park,Park,Park,Park,"Kathmandu 44600, Nepal",,Kalanki,Kathmandu,,44600,NP,27.6942912,85.2836285,,,,ChIJDy4Mb58Z6zkRQXT-YDc79pg,ChIJDy4Mb58Z6zkRQXT-YDc79pg,36,0.0,,0,8.0,9 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPSwXsn1_j2rbtt3VvrNoFKENX_Kd9x9NQ1FiWl=w408-h306-k-no
Muna Beauty Parlour,Beauty salon,Beauty salon,Beauty salon,"Ichangu, Raniban, Nagarjun, Kathmandu, 44600, Nepal","Ichangu, Raniban, Nagarjun, Kathmandu",Balaju,Kathmandu,,44600,NP,27.738505,85.2901798,,,,ChIJSzJezLkY6zkRmSCL6W0JqCQ,ChIJSzJezLkY6zkRmSCL6W0JqCQ,12,3.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IEWeaYg6Ub4AG9hiZFsl8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.30032&pitch=0&thumbfov=100
De Beauty Sis,Beauty salon,Beauty salon,Beauty salon,"Pani Tanki Rani Ban, Kathmandu 44600, Nepal",Pani Tanki Rani Ban,Balaju,Kathmandu,,44600,NP,27.7366522,85.2853417,+977 984-5257799,+9779845257799,,ChIJkVw5H7gZ6zkRQIIW8reg3L4,ChIJkVw5H7gZ6zkRQIIW8reg3L4,1,0.0,,0,12.0,9 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOW55pKztNKQOgMHJ6lanqN2CcCpoRfNtJ3G60m=w408-h306-k-no
Aashish hair dresser salon,Beauty salon,Beauty salon,Beauty salon,"Q74Q+47W, Kathmandu 44600, Nepal",Q74Q+47W,Goldhunga,Kathmandu,,44600,NP,27.7553598,85.2882013,+977 980-1762284,+9779801762284,,ChIJQVq3IAAf6zkR9eA3iASYDxA,ChIJQVq3IAAf6zkR9eA3iASYDxA,1,0.0,,0,0.0,6 to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOVlsdhhj2gpCYZM2nvHD6F4gOJ7Am5uj8CGG22K9ycEKktflX4Z0iL0icTptQkxx9e1SXaC86j8HQQmS1kcVEUS6xlfZ4jtj7pa9vrdFcRS6jZ82yWhapghwn1oJqtttAwmuQJSWYY9fW=w534-h240-k-no
Divith Photo studio ( दिविथ फोटो स्टुडियो ),Photography studio,Photography studio,Photography studio,"opp dheva sahakari, road, Kathmandu 44600, Nepal","opp dheva sahakari, road",Kalimati,Kathmandu,,44600,NP,27.6990966,85.3010621,+977 986-1707161,+9779861707161,,ChIJPY7OQmoZ6zkR_07aiP8DGBQ,ChIJPY7OQmoZ6zkR_07aiP8DGBQ,62,5.0,,0,9.5,9 AM to 6:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1yNzTwyzj7FMbanltt7-fq5WOWTBer8HiULP_F3R3muyCVtvnZHO7S-Mmk8Y_2ySp0SlLyjvaq0sbSSYlxm__K0Be4kIBljJCjwSGw1XvATqCHPNGumi_KVgbtZoe5RlikQOh=w408-h612-k-no
Su Aarnav beauty home,Beauty salon,Beauty salon,Beauty salon,"Raniban Rd, Kathmandu 44600, Nepal",Raniban Rd,Balaju,Kathmandu,,,NP,27.7354667,85.2879811,+977 984-4484264,+9779844484264,,ChIJA_8CB9YZ6zkR8ThD26CgoRM,ChIJA_8CB9YZ6zkR8ThD26CgoRM,4,0.0,,0,9.0,10 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipObXrilzwQjjtX4CHcd-UR0WAGGM_-Zb7NiDIkk=w408-h544-k-no
Manakamana Refrigeration Trading Pvt. Ltd.,Corporate office,Corporate office,Corporate office,"Kathmandu 44600, Nepal",,Kuleshwor,Kathmandu,,44600,NP,27.6978767,85.2978899,+977 985-1094928,+9779851094928,,ChIJg2nS3J4Z6zkRrAkxVbHL6GE,ChIJg2nS3J4Z6zkRrAkxVbHL6GE,132,0.0,,0,7.0,10 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qPu4NK0r6G-X1NKbbtxkWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.12102&pitch=0&thumbfov=100
Crystal Unisex Salon,Beauty salon,Beauty salon,Beauty salon,"Lolang height, Kathmandu 44600, Nepal",Lolang height,Bohoratar,Kathmandu,,44600,NP,27.753541,85.2935563,+977 984-1372451,+9779841372451,,ChIJh4e8XCgf6zkR9yWpW37hSe0,ChIJh4e8XCgf6zkR9yWpW37hSe0,3,4.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/p/AF1QipPq_Z4aLfIi-oYvEzMyIarwX6fJ0ZM3NZqd1NCl=w408-h306-k-no
IFRC/Canadian Red Cross-Nepal Programme,Corporate office,Corporate office,Corporate office,"M7XR+JWH, Red Cross Marg, Kathmandu 00217, Nepal","M7XR+JWH, Red Cross Marg",Kalimati,Kathmandu,,00217,NP,27.6990603,85.2923512,+977 1-4270650,+97714270650,http://www.ifrc.org/,ChIJXZncKWEY6zkR9PL6ogO8AoA,ChIJXZncKWEY6zkR9PL6ogO8AoA,156,3.5,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6avP9o4lGFBWcAYYIQiVjgDvT-hkUEj55Vz_r4IiC9_IvlgbgN7WP0NYrPRd_v16S5qBTMgcUIcAllU2zGT17WQpmd_ccNivQ1_xy0Nc_oPLq3i-jZvV3ejzB_p30Rm_3-z4=w408-h306-k-no
AEROSAN-Office,Corporate office,Corporate office,Corporate office,"M7XW+6VR, Kathmandu 44600, Nepal",M7XW+6VR,Kalimati,Kathmandu,,,NP,27.698103,85.2971358,+977 984-1309718,+9779841309718,https://www.aerosantoilets.ca/copy-of-nepal,ChIJ4T-WBcMZ6zkRBkFEcF50tf8,ChIJ4T-WBcMZ6zkRBkFEcF50tf8,12,4.3,,0,8.0,10 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLffzkQ2X73Z_fyfCVlHN0GdAanhGgs8k9wEV8PQKEtKo7JtrJYH_ZnflkyxhwnSnWR-4gbw2ND8-iqveXSvSFHvxq01VaAhtuYDnAPdWGQeYZDSHllvatNCplY9UkbsD6aEwL=w408-h306-k-no
Mustang Unisex Beauty Salon,Beauty salon,Beauty salon,Beauty salon,"Amar Chitrakar Marg, Kathmandu 44600, Nepal",Amar Chitrakar Marg,Chhauni,Kathmandu,,44600,NP,27.7130585,85.2942921,+977 976-2870756,+9779762870756,,ChIJz4hnIVkZ6zkRLJUfJYVRB-I,ChIJz4hnIVkZ6zkRLJUfJYVRB-I,1,4.9,,0,11.0,8 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMR5VUjNlZHHmd66XLLWLoldS3X80kAEKWXqoFL=w408-h725-k-no
Beauty Studio By Aaku,Beauty salon,Beauty salon,Beauty salon,"P77V+25M, सिद्धार्थ सडक, Kathmandu 44600, Nepal","P77V+25M, सिद्धार्थ सडक",Chhauni,Kathmandu,,44600,NP,27.7126622,85.2930219,+977 982-0265404,+9779820265404,,ChIJm4NNKQAZ6zkRDBJv-4vwCCA,ChIJm4NNKQAZ6zkRDBJv-4vwCCA,3,5.0,,0,11.0,10 AM to 9 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TtJWM2iRRCub1n8oaKwLAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.00368&pitch=0&thumbfov=100
Manasulu press,Corporate office,Corporate office,Corporate office,"P7PP+XWJ, Kathmandu 44600, Nepal",P7PP+XWJ,Balaju,Kathmandu,,44600,NP,27.7374625,85.2872656,,,,ChIJnWOAXAAZ6zkRWviBEYcvMdk,ChIJnWOAXAAZ6zkRWviBEYcvMdk,26,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VW1ejj3V2Sg0qIbKz8nF0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.1458&pitch=0&thumbfov=100
Santoshi beauty care and training center,Beauty salon,Beauty salon,Beauty salon,"P76V+W67, Siddhartha Sadak, Kathmandu 44600, Nepal","P76V+W67, Siddhartha Sadak",Chhauni,Kathmandu,,44600,NP,27.7122939,85.29306,+977 984-1572612,+9779841572612,,ChIJ0SHeEAAZ6zkRoiYYblpVlLs,ChIJ0SHeEAAZ6zkRoiYYblpVlLs,17,5.0,,0,10.75,8:45 AM to 7:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6THExz69na4v2yO90iYuzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.837494&pitch=0&thumbfov=100
Rose Bud Beauty Parlor & Training Center,Beauty salon,Beauty salon,Beauty salon,"Dallu-15, Kathmandu 15, Nepal",Dallu-15,Dallu,Kathmandu,,15,NP,27.7076062,85.3003381,+977 984-9207689,+9779849207689,,ChIJZT7s3eAZ6zkRLSMqNRM5T3w,ChIJZT7s3eAZ6zkRLSMqNRM5T3w,6,5.0,,0,11.5,9 AM to 8:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweop0FJb92tcvYG1vR-sMunqkvsNLaXNn7Pr7JggKO4D4_96pDGBjAuMXfFe6hg4DWEbRi1KOG2ru602wElbj-QrIyBXPXNj3vuMtzO2F99zwttVI9wcyRMSYTaacaR1qucTUAtVW8N4knqF=w408-h542-k-no
Sambriddhi Beauty Home समृद्दी ब्युटी हाेम,Beauty salon,Beauty salon,Beauty salon,"Siddhicharan Marg, Kathmandu 44600, Nepal",Siddhicharan Marg,Swayambhu,Kathmandu,,44600,NP,27.7160041,85.2937541,+977 981-3410913,+9779813410913,,ChIJ11zKA8EZ6zkRkwmf9P-R7V4,ChIJ11zKA8EZ6zkRkwmf9P-R7V4,16,5.0,,0,10.5,10:30 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepNboEPYOoraVy3oKhYJqHLduNeLOzPvHRoZ7fCKkLghmnwE6gMnkz24sSUE5JKxCG5xS2rmqdPdabW3wsZIzLuf1FScGV3V4Vcf34ShoILCIm-loSo9ZFVlfmZxh3e0cVAHXsraA=w574-h240-k-no
Grihakala-Interiors,Interior architect office,Interior architect office,Interior architect office,"P7QJ+5RC, Raniban Rd, Kathmandu 44600, Nepal","P7QJ+5RC, Raniban Rd",Balaju,Kathmandu,,44600,NP,27.7379725,85.2820302,,,,ChIJIaw8OgAZ6zkRv0JDQqwpYCU,ChIJIaw8OgAZ6zkRv0JDQqwpYCU,27,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KDQKXFq4VP4j9kdt9w3yhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.281906&pitch=0&thumbfov=100
Namo Buddha Photo Studio,Photography studio,Photography studio,Photography studio,"P7PW+6CC, Kathmandu 44600, Nepal",P7PW+6CC,Balaju,Kathmandu,,44600,NP,27.7355545,85.296009,+977 984-1462620,+9779841462620,,ChIJu29P5sYY6zkRVVLGI36OToU,ChIJu29P5sYY6zkRVVLGI36OToU,15,5.0,,0,11.0,8 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerV8zFOaXdjtdVJVz36pUqj8w2qMSHhUc8gRkB4mvGXQWXabNf6081pxdQt8wqtM76GTpZYoL-67M4RhhFPzTHDJaLY1Vj7aUvP9INzo3xLAbB0sNFMpGAPrXqfiLVimVvYYLg4vD5mQ1j9=w408-h544-k-no
Forever Beauty Spot,Beauty salon,Beauty salon,Beauty salon,"P74J+XVR, Ring Rd, Kathmandu 44600, Nepal","P74J+XVR, Ring Rd",Sitapaila,Kathmandu,,44600,NP,27.7073063,85.2821382,+977 976-1313922,+9779761313922,,ChIJjWIoYAAZ6zkR48gJIIaPMb0,ChIJjWIoYAAZ6zkR48gJIIaPMb0,31,5.0,,0,11.0,9 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNb9KS3XnF_oYUEun6HHCxjLFMwNHC_2-jpyUoG=w408-h306-k-no
Rs nursery raniban,Garden,Garden,Garden,"P7QP+5WJ, Nagarjun 44600, Nepal",P7QP+5WJ,Balaju,Nagarjun,,,NP,27.7379625,85.2872656,+977 984-3468637,+9779843468637,,ChIJ-eMhQgAZ6zkRmAS1ksrKayw,ChIJ-eMhQgAZ6zkRmAS1ksrKayw,21,5.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Hht5t_WlnCO8Im-Ejl8xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.58185&pitch=0&thumbfov=100
Passion Beauty Hub,Beauty salon,Beauty salon,Beauty salon,"District Education Office, Chagal Marg, Kathmandu 44600, Nepal","District Education Office, Chagal Marg",Dallu,Kathmandu,,44600,NP,27.7053685,85.3001826,+977 984-2372727,+9779842372727,,ChIJOWw8DKYZ6zkR8J9Wd_sthoo,ChIJOWw8DKYZ6zkR8J9Wd_sthoo,9,4.6,,0,9.0,10 AM to 7 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XkVy1YW-1ZanBbHbm3r_tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.8566&pitch=0&thumbfov=100
RoyalEdge interior & Architecture,Interior architect office,Interior architect office,Interior architect office,"1, Kathmandu, Nepal",1,Ichangunarayan,Kathmandu,,,NP,27.7349446,85.2812534,+977 984-1449777,+9779841449777,,ChIJT81hizcZ6zkRjTdtoPz8i68,ChIJT81hizcZ6zkRjTdtoPz8i68,23,0.0,,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-MeK6zYfGqd4h3XAuZBgPx8VJn6mVYqq2ZgkMpI-Mb1gAA47CnRT3k-BW7lgICl2vTjMZeIK-m016apOHKs2jwhI4M60mtT3Sc1uuhXy8DzPurDQsSZQS98S-ezXmGNwdWjnGSLAw41Qp=w426-h240-k-no
Aryal Furniture Udhyog pvt.ltd,Corporate office,Corporate office,Corporate office,"Raniban Rd, Kathmandu 44600, Nepal",Raniban Rd,Balaju,Kathmandu,,44600,NP,27.7363222,85.2902322,+977 982-3338805,+9779823338805,,ChIJI2WBJKUZ6zkRjBHP56Kn780,ChIJI2WBJKUZ6zkRjBHP56Kn780,22,5.0,,0,24.0,Open 24 hours,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tgPVTyEeZXxmRp8cpJUL1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.15933&pitch=0&thumbfov=100
Manisha's Beauty Hub,Beauty salon,Beauty salon,Beauty salon,"Kathmandu 44600, Nepal",,Dallu,Kathmandu,,44600,NP,27.7094431,85.2983069,+977 986-3246012,+9779863246012,,ChIJBZY-z7oZ6zkR2D6ro9ZEd0A,ChIJBZY-z7oZ6zkR2D6ro9ZEd0A,58,0.0,,0,9.0,9:30 AM to 6:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=smXYvB05ps8j12nSuQ9H4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.55286&pitch=0&thumbfov=100
Metro Market office- Dallu,Corporate office,Corporate office,Corporate office,"15 लखतिर्थ मार्ग, Kathmandu 44600, Nepal",15 लखतिर्थ मार्ग,Chhauni,Kathmandu,,44600,NP,27.7085922,85.3000474,,,,ChIJZ-8O4OgZ6zkRJaMEccGcYhE,ChIJZ-8O4OgZ6zkRJaMEccGcYhE,20,4.5,,0,8.0,10 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_CzlCzsS_wA9CRQo-5KFLakU-q5-OglS7lt5ktG6w0OKMrynZGkryUuWl31J1oS6gR4-6Pdo164FjZcCjvG5-QwNjxxCf1CYD58I6KldxHm-uoGZ7vFtNnwaVYGiJCl2tT3cplg=w408-h245-k-no
पयुटार सहकारी,Corporate office,Corporate office,Corporate office,"Q822+84G, Tarakeshwar 44600, Nepal",Q822+84G,Dharmasthali,Tarakeshwar,,44600,NP,27.7508203,85.3003214,,,,ChIJvzOzGAAZ6zkRyPV41o2aUvs,ChIJvzOzGAAZ6zkRyPV41o2aUvs,7,5.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_SajJs5nnkkuKEO_QO-2wA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.56215&pitch=0&thumbfov=100
Ktm npl,Government office,Government office,Government office,"P76X+RP9, Kathmandu 44600, Nepal",P76X+RP9,Dallu,Kathmandu,,44600,NP,27.7120355,85.2993597,,,,ChIJd_VzQgAZ6zkR5wWTxirPQDc,ChIJd_VzQgAZ6zkR5wWTxirPQDc,3,0.0,,0,0.0,0,False,False,,
Radha,Garden,Garden,Garden,"M7VM+JPW, Kathmandu 44600, Nepal",M7VM+JPW,Kuleshwor,Kathmandu,,44600,NP,27.694145,85.284371,,,,ChIJo2C8IwAZ6zkRJf1-mF-6-cY,ChIJo2C8IwAZ6zkRJf1-mF-6-cY,23,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=npf4bVUShleHeXw6nZBDqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.72806&pitch=0&thumbfov=100
Nepalese Army Vocational Training Center,Government office,Government office,Government office,"P75Q+XV2, Museum Marg, Kathmandu 44600, Nepal","P75Q+XV2, Museum Marg",Chhauni,Kathmandu,,44600,NP,27.7098972,85.2896514,,,,ChIJZf6xiIsY6zkRu7ionWbuyIQ,ChIJZf6xiIsY6zkRu7ionWbuyIQ,36,4.3,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaLiL-pnbuj0tuQVip6OIrz8ws9mtQ2ATLRVxKuUV_ZkoWEbJeihWA18FDklFrvAZT5pLjbrOCmkb_zkOiyFYjwfhnOYo9_5oyOD0XIx6_3lCsVGYGZ5HrunHYD_vvsXHEUq22=w408-h544-k-no
"Clay, stone and concrete laboratory",Government office,Government office,Government office,"P77V+RJ7, Swayambhu Marg, Kathmandu 44600, Nepal","P77V+RJ7, Swayambhu Marg",Swayambhu,Kathmandu,,44600,NP,27.714545,85.294057,+977 1-4271351,+97714271351,,ChIJ_SUGwfIY6zkRax4tkaI5lIY,ChIJ_SUGwfIY6zkRax4tkaI5lIY,35,0.0,,0,6.0,10 AM to 4 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF7uh9fbfpLTS1ScLOmj9WJHLTPvWtXfY2lx-5nar0M_ZX5DSpwWCvWxQ2GNf3takIn1OyxvBFDn2tG5kxmprTAGdFJGukzhlkfWeoWYhQh4xFuPzzxXqEDcndmopPghO8KfAlKp44lvsgewXmqatr17e2BUnMgIav1csINp_Q_ChxImoIMIK15Z4SaDxrh-DHMQg=w426-h240-k-no
Gemini Incorporated Pvt.Ltd,Corporate office,Corporate office,Corporate office,"Ring Rd, Kathmandu 44600, Nepal",Ring Rd,Chhauni,Kathmandu,,44600,NP,27.7117526,85.2827255,,,,ChIJZys9eT4Z6zkRO7WdI7rXaOg,ChIJZys9eT4Z6zkRO7WdI7rXaOg,40,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xe2cmBzZ4DumRTvwHrgsbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.5204&pitch=0&thumbfov=100
Junu Beauty Parlour,Beauty salon,Beauty salon,Beauty salon,"P79X+396, Ring Rd, Lalitpur 44600, Nepal","P79X+396, Ring Rd",Swayambhu,Lalitpur,,44600,NP,27.7176596,85.2984001,+977 984-1269049,+9779841269049,,ChIJIwXuBjoZ6zkRr6xiphMNlEg,ChIJIwXuBjoZ6zkRr6xiphMNlEg,72,0.0,,0,14.0,"12 to 7 AM, 10 AM to 12 AM",False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gdzz5NYdFPXxCCYkItzVwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.84464&pitch=0&thumbfov=100
AB Urban Space,Corporate office,Corporate office,Corporate office,"P77J+XQC, Nagarjun 44600, Nepal",P77J+XQC,Sitapaila,Nagarjun,,44600,NP,27.7145743,85.281927,+977 980-1022262,+9779801022262,,ChIJ778EfgAZ6zkRQuveq4cxpLU,ChIJ778EfgAZ6zkRQuveq4cxpLU,29,0.0,,0,12.0,9 AM to 9 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TG4Pa5WcepkGH48X0A7VcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.016&pitch=0&thumbfov=100
Precious Beauty Parlor and Training Center,Beauty salon,Beauty salon,Beauty salon,"P872+285, Kathmandu 44600, Nepal",P872+285,Dallu,Kathmandu,,44600,NP,27.7125072,85.3008634,+977 984-1070012,+9779841070012,,ChIJ1wEJvDcZ6zkRS8306SHzirU,ChIJ1wEJvDcZ6zkRS8306SHzirU,73,0.0,,0,9.0,9 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoji4g0yevXS2udahRQm_Kj_4mC3dGlkO-ZtzM36KB84Yhb3B4C2Kv3uVx_Mpq1RCGsU1H_7nVRk8uCIPoZyfULwkv269GWBGUDQJNK5ilAXJmcYjwFliMX2shxifJC4KhpoA1ObQ=w408-h544-k-no
bplus beauty parlour,Beauty salon,Beauty salon,Beauty salon,"P76W+Q4W, Dhimelyoha Marg, Kathmandu 44600, Nepal","P76W+Q4W, Dhimelyoha Marg",Chhauni,Kathmandu,,44600,NP,27.7120749,85.2953579,+977 986-4530901,+9779864530901,,ChIJHS_VXgAZ6zkRR1YB75Aj2js,ChIJHS_VXgAZ6zkRR1YB75Aj2js,95,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=biAE5oz79uUtkbr-k0-D0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.720701&pitch=0&thumbfov=100
Muna beauty parlour,Beauty salon,Beauty salon,Beauty salon,"Kathmandu 78076, Nepal",,Swayambhu,Kathmandu,,78076,NP,27.7156966,85.2977562,+977 984-5812374,+9779845812374,,ChIJ6xNXLAAZ6zkR5FCW3ympLY0,ChIJ6xNXLAAZ6zkR5FCW3ympLY0,87,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/p/AF1QipMRRv9-6Ih-QKhtkW4Avn5Z3FSm5I21ZeVdcPos=w408-h506-k-no
Padam Beauty Parlor & Cosmetic Shop,Cosmetics store,Cosmetics store,Cosmetics store,"P77V+MX7, Bodegal Rd, Kathmandu 44600, Nepal","P77V+MX7, Bodegal Rd",Dallu,Kathmandu,,44600,NP,27.714159,85.294916,+977 980-8575690,+9779808575690,,ChIJDQUY8PIY6zkRuam-OPjBttY,ChIJDQUY8PIY6zkRuam-OPjBttY,91,5.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHfKpsAWw_8QomCheqCh4sDeumHIWEdKWa71yJORZ6hHTUf9oELtxdqfFNPrDb10NqdwHhONHz0RhdRlCD0iOnKwNdNkBZ595-is2tfblofKd5NJ2zoDarodu8cLO03oyLIUTWCD5S8-QS23o-TY9ULGtcFksI5bYPBmf6c-NC4yFKx4JvmlxLb6VnX9EgsrqOBoUk=w426-h240-k-no
जिल्ला वन कार्यालय,Government office,Government office,Government office,"P78M+HM6, Swayambhu Cir Rd, Kathmandu 44620, Nepal","P78M+HM6, Swayambhu Cir Rd",Swayambhu,Kathmandu,,44620,NP,27.716418,85.2841519,,,,ChIJ3dybI5AY6zkRb--7qnk76mE,ChIJ3dybI5AY6zkRb--7qnk76mE,26,5.0,,0,7.0,10 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG5QjG_qRafv3xACzIbWQ0F26NuXGutu7JK2oeRZFeM-n8cJxsWfdIf9z7x7w2qyKOHUs3xkiyZEfSurwbZmFOWYeQ9Af8hkRtX893B-zDUigz8uEhzEBrCTWw2PQUUzlGoCv5Uj7v9N50R4bkpZRMhkj3fnspf6cN54wgq-19LDzfz022n3Ed0Yc4KzzTLVsedAg=w408-h306-k-no
Balajee Group,Corporate office,Corporate office,Corporate office,"Sitapaila Chowk Nagarjun Nagarpalika, 46001, Nepal",Sitapaila Chowk Nagarjun Nagarpalika,Tahachal,Nagarjun,,46001,NP,27.7065734,85.2820953,+977 1-5970088,+97715970088,,ChIJIzP_8CAZ6zkRlOOB1SrC5Q0,ChIJIzP_8CAZ6zkRlOOB1SrC5Q0,57,0.0,,0,10.0,9:30 AM to 7:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Oqf1hYpWxzwk89HDJYPShg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.29495&pitch=0&thumbfov=100
