name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,wifi,casual,family_friendly,tourists,cash_only,wheelchair_accessible_entrance
Sahira sapkota dairy,Coffee shop,Coffee shop,Coffee shop,"M7R7+5R5, Chandragiri 44600, Nepal",M7R7+5R5,Naikap Naya Bhanjyang,Chandragiri,,44600,NP,27.6903063,85.2646331,,,,ChIJi6OUIwAj6zkRmQKFHoVmW2U,ChIJi6OUIwAj6zkRmQKFHoVmW2U,69,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yLnzg7Kaf9PUw0mlT8JRTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.60845&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Dear Food Cafe,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M7P5+H9J, Kalankisthan Rd, Chandragiri 44600, Nepal","M7P5+H9J, Kalankisthan Rd",Satungal,Chandragiri,,44600,NP,27.6864562,85.2584061,+977 980-3335921,+9779803335921,,ChIJ2_MgMZEi6zkR8iBBobDiPMA,ChIJ2_MgMZEi6zkR8iBBobDiPMA,68,0.0,0,0.0,8 to 9:30 AM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE6QfAutsxPjiPytUhkpD5sKxd98b19UyZk4fs2x9SkWeseFzCac5CLWawVjPBQFiadfDqYWIcD5ZIxvbv_FkdTsxjuKG235Cr1SX86nRodb8JnTCYp3rCEf8-53s6skhHHdNAh-V3vmLoioIlRD3GMC0_gDP3gEwfNEJmyLOvbSEBCzP41Yhx75o3i6X4rk0ivBw=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAKSHINKALI STORE & TEA SHOP,Coffee shop,Coffee shop,Coffee shop,"M7P2+MMV, H02, Chandragiri 44600, Nepal","M7P2+MMV, H02",Satungal,Chandragiri,,44600,NP,27.6867651,85.2516965,,,,ChIJe5YplCUj6zkR60Z0K9xUQYs,ChIJe5YplCUj6zkR60Z0K9xUQYs,61,0.0,0,16.0,5 AM to 9 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nJigqZEWbqwCc2U6W8rUxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.77917&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ढकाल चिया पसल,Coffee shop,Coffee shop,Coffee shop,"M7P9+FR4, Chandragiri 15, Nepal",M7P9+FR4,Tinthana,Chandragiri,,15,NP,27.6861336,85.2695683,,,,ChIJb4DQUQAj6zkRQjL0dCs2tK4,ChIJb4DQUQAj6zkRQjL0dCs2tK4,18,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_WtL_Wz4whAMRgvTOCwQhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.47498&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELIGHT CAFE AND BAKERY,Coffee shop,Coffee shop,Coffee shop,"M7M2+QGG, Chandragiri 44600, Nepal",M7M2+QGG,Satungal,Chandragiri,,44600,NP,27.6844354,85.2513233,,,,ChIJv97aLwAj6zkRFadAbF6anUA,ChIJv97aLwAj6zkRFadAbF6anUA,19,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7tBORABo54pHbLCiEh5AnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.498842&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White Snake-Lounge/Grill/Bar,Bar & grill,Bar & grill,Bar & grill,"Kalankisthan Rd, Kathmandu 44600, Nepal",Kalankisthan Rd,Kalanki,Kathmandu,,44600,NP,27.693407,85.2827498,+977 1-5234690,+97715234690,,ChIJlVTSTGUY6zkRe-Pf9z-OUkU,ChIJlVTSTGUY6zkRe-Pf9z-OUkU,17,4.0,0,13.0,9 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3v17b6Jm5WcBfb57tcyM_ohAyk3OnsImxU_x-PaMvHJ4nw0553ObTyzE32XAj1b64USkSlCLVBUuPWGlVqX-6-gSapF3L0JxVAdOEc_M9ARQBCr1hxELYIA7oCEdfftIDBby0wA=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolled Restaurant and Bar,Hotel,Hotel,Hotel,"M7VJ+553, Kalankisthan Marga, Kathmandu 44614, Nepal","M7VJ+553, Kalankisthan Marga",Kalanki,Kathmandu,,44614,NP,27.692885,85.280427,+977 981-3229613,+9779813229613,,ChIJQT5JhHoY6zkR0yFDueYAWsg,ChIJQT5JhHoY6zkR0yFDueYAWsg,15,3.0,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHRk7AzRAq_y3u29TwIWrUtOImJ6bcD4XP1AVV6-2w4Z9PbRXy0nrMGuKkQvujZOC2h5rgDv7j97KzlsLNEHNBwUy5BuHfFPVDGVIzyHDSxfY1JJt_CDrHngECDDIkKoHNoGvDeTqQFTHSJ07Lu2k5RAk134WpLG7AwJRsQjbJiRUtNhFhn-Mj232XQp74cMfP__mk=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka:shi Cafe, Lounge & Bar Kirtipur",Restaurant,Restaurant,Restaurant,"Kirtipur 44618, Nepal",,,Kirtipur,,44618,NP,27.6748946,85.2805932,+977 1-4333636,+97714333636,https://www.facebook.com/Kashi.kirtipur,ChIJWRyR1w0Y6zkRpPF-3X23LDE,ChIJWRyR1w0Y6zkRpPF-3X23LDE,4,3.9,0,15.0,7 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNv-eNuGqxEWOkQMpkuAV4NF_tEdpKxmgJTOVVn=w427-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machan Restaurant,Restaurant,Restaurant,Restaurant,"Srijan Basti Rd, Chandragiri 44600, Nepal",Srijan Basti Rd,Tinthana,Chandragiri,,44600,NP,27.6845082,85.2705671,,,,ChIJPb0lWAAj6zkRco5E5W7VV5E,ChIJPb0lWAAj6zkRco5E5W7VV5E,4,5.0,8,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoc5CxOS8DYN2iwGobx2ODwIt9p7HMn8C5zj7hBrtiW1TOkuDcL30pW7IHcWI-xGcshnw7ASuJxWphcrzjMi0mezhuhRkYc-zswz07LfxXQax_gjZNR0ZxynwKNgxMVZi0XBw2s=w408-h725-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Villa Cafe,Tea store,Tea store,Tea store,"M7Q9+7XF, Kalankisthan Rd, Chandragiri 44600, Nepal","M7Q9+7XF, Kalankisthan Rd",Tinthana,Chandragiri,,44600,NP,27.6881936,85.269916,+977 980-8536847,+9779808536847,,ChIJl0zSs50i6zkRH02yDYCkf-Q,ChIJl0zSs50i6zkRH02yDYCkf-Q,54,3.3,0,13.0,8 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE_TglZaJdwSLaDGpvJh_51EIWRAkK73ZlUe_aV_GWpAsKtBppn3-7dyMDZls_HI0Qvr9flg1cD9U3EmHUJOOw76DLuy82isCivyL3iLBeYvhuoC6F23IW6sdVkSp4nIF7dYMTn5UdLOmUnzQDFcEtwzJ6lwG_9BYHUAJ6IfKmxdataLId8jhrsruXO0X-3jQAv2g=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masala Fedi,Coffee shop,Coffee shop,Coffee shop,"M7QC+FGG, Chandragiri 44600, Nepal",M7QC+FGG,Tinthana,Chandragiri,,,NP,27.6886815,85.2713215,+977 974-1663709,+9779741663709,,ChIJXUfidgAj6zkRXYq1pIYbmgM,ChIJXUfidgAj6zkRXYq1pIYbmgM,29,5.0,0,8.0,10 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerp8R5gKM63Ryvxw0l8YvY903XBEjMC_F3ch-gAE1epcHwbHH8W703vy60MQ01zOHWczyHSu8bV9PsENKs-qkaAob4hKZi78D-9kl8VsMcZ4XbREgB2nN7JT4f6u0LTZnr0RDq9ZA=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Puppychino,Coffee shop,Coffee shop,Coffee shop,"Balambu,Chandragiri-12, Kathmandu, Nepal","Balambu,Chandragiri-12",Satungal,Kathmandu,,,NP,27.6885206,85.2459146,+977 985-1363404,+9779851363404,https://puppychino.com.np/,ChIJW3LbbgAj6zkRafQlLaf7EN0,ChIJW3LbbgAj6zkRafQlLaf7EN0,15,4.8,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPgN3o4m1CWGT8FFU3bnyG0p7HTp7hNIZt6B0_h=w408-h725-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Apple Cafe,Fast food restaurant,Fast food restaurant,Fast food restaurant,"M7P2+6GX, Kathmandu 44600, Nepal",M7P2+6GX,Satungal,Kathmandu,,44600,NP,27.6855706,85.2513374,+977 984-3338521,+9779843338521,,ChIJy_bxPwAj6zkRwQ9PE-qxDKs,ChIJy_bxPwAj6zkRwQ9PE-qxDKs,53,4.0,0,14.0,7 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmuXpmL10X8LlA5I5OLUssJ2mKK2f24ttNq4eEW0P-y6C_rtAoGIFSj8YNKOENFBbbADtKWvo7ZkDeEext1JGgvsgkSRKAKYkfhyE1K4waBuXa4etKH_ZmAPlE_w_j6rja1i6yhIGqyAQ=w408-h404-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhagwati Communication and Cyber,Cafe,Cafe,Cafe,"M7Q9+5R7, Chandragiri 44600, Nepal",M7Q9+5R7,Tinthana,Chandragiri,,44600,NP,27.6879113,85.2695531,+977 984-1301930,+9779841301930,https://www.facebook.com/NewAgeItSolution,ChIJJbhrS5wi6zkRxnDSt4z646M,ChIJJbhrS5wi6zkRxnDSt4z646M,45,4.2,0,13.0,7 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoP6DLjqpU0zpZ4MEA30qjyXDO3fgyBCPicx78TdN3Q9_0uF-J2m7WU4JewELINJsB7XOg9vklPeCzl7AJRTX4zW5eCdvjX7l7ruPcw7toQPWICgXbnILL1zj9oTSvk6yxOkCz_JA=w507-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMUNA KO CHYA AADA,Cafe,Cafe,Cafe,"M7RG+M48, Kathmandu 44600, Nepal",M7RG+M48,Naikap Naya Bhanjyang,Kathmandu,,44600,NP,27.6916771,85.2752531,,,,ChIJx_t-QAAZ6zkRXCmQwjuVqCU,ChIJx_t-QAAZ6zkRXCmQwjuVqCU,33,5.0,0,14.0,7 AM to 9 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6SvDzqE-x2cnIQT9yE_wHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.501244&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Mandala,Children's cafe,Children's cafe,Children's cafe,"Chandragiri 44600, Nepal",,Satungal,Chandragiri,,44600,NP,27.6789507,85.24719,+977 986-3256293,+9779863256293,,ChIJXcKvLh4j6zkRo0ZICFgeWYQ,ChIJXcKvLh4j6zkRo0ZICFgeWYQ,1,4.7,0,14.0,8 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3jvf0LB2ihyFlrQ1JoeWKXj-i7EqWDm0HdigAkEWX9_XhPR05Oj5vEYjC2WhRpEmxeb_7AJJjQlK3Zk7upqRe6xBPC2ywlVtNnWyt-2Mk6oFP4Be8ti8Llty2mJKMdU7xUs3BsQ=w520-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandy's Cafe & Cloud Kitchen,Cafe,Cafe,Cafe,"Sahid Basu Smriti Marga, Kirtipur 44600, Nepal",Sahid Basu Smriti Marga,,Kirtipur,,44600,NP,27.6831356,85.275121,+977 984-3865947,+9779843865947,,ChIJWxsEWeMZ6zkRSKHzQk5a2a0,ChIJWxsEWeMZ6zkRSKHzQk5a2a0,17,5.0,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdD4eUrubl6ESQGazEal7LuT5IvK_QNYx9ysYS_jeXAmWJutbDnqRbi9A3TalGCyBlWNKv0xtCiEadcMLgiUkQ7TFjRFzvxS5ehOQqFwP3fWN1ertasYRU4dG6hvUlm7jbCVQL7W4bMKY-=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nana Laphing Cafe Tea House,Cafe,Cafe,Cafe,"M7P9+6PP, Chandragiri 44600, Nepal",M7P9+6PP,Tinthana,Chandragiri,,44600,NP,27.6855403,85.2693303,+977 985-1276719,+9779851276719,,ChIJoyYVLgAj6zkRRVEkModWucY,ChIJoyYVLgAj6zkRRVEkModWucY,18,3.8,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweol9Lx4hV-6UXf8Qlf5j1HloLqkP9LjotiIRa7QKiZpeDcD64Sdna30_hKCyl8mm7H2D_mxvfQOsZJ75lsf9UA3Ad5abNsZvuiqSd5WSOK6MPs94NMGXUGpSUzVIrg3PT8Pb54c0Q=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Cafe And Restro,Restaurant,Restaurant,Restaurant,"M7MC+P5Q, Chandragiri 44600, Nepal",M7MC+P5Q,Tinthana,Chandragiri,,44600,NP,27.6843499,85.2704763,+977 980-8527276,+9779808527276,,ChIJC984zXYj6zkRjdZB10pigH0,ChIJC984zXYj6zkRjdZB10pigH0,16,3.2,0,13.0,8 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEZWoXsqOqOW6CJ3es-AQl3-E4JeNfdXz1ATFPFRDr_2O0gc2fHczVMa0B2AXiu2f9NSeaGp3EVjpOT0E2Ek3WpGOoU2VRz3FFSq1qUyYay0IIE5Zot4EK0rj988pmrAJAa3E=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neppop cafe &Restro,Coffee shop,Coffee shop,Coffee shop,"M7Q2+GP4, Kohalpur 44600, Nepal",M7Q2+GP4,Satungal,Kohalpur,,,NP,27.6887519,85.2518211,,,,ChIJqVijCvsj6zkRIQkrk9MlrMk,ChIJqVijCvsj6zkRIQkrk9MlrMk,12,4.3,0,16.0,6 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepkusPmYE7NRvUywrf4Eoc49r1r1vh1HjUXf0AC9ERFocJrfJDA5f7X6AXcFMujzQCVvEy1XNgnoWBUhEtAwWvcrFbNv3VdmHM-xkgpHpl8u8LTUAwD8Y-e3I5sCBGpaDGyB1We=w408-h475-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFE MOOMIN,Coffee shop,Coffee shop,Coffee shop,"Nagarjun 44600, Nepal",,Syuchatar,Nagarjun,,44600,NP,27.6913422,85.2811824,+977 984-0024304,+9779840024304,,ChIJuQPIHw0Z6zkR1a374xA-loU,ChIJuQPIHw0Z6zkR1a374xA-loU,16,5.0,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYxCusdut-g5sLwkhHSvkla7FleqD5PfmokdjjkHwelBZIw0OX0I5Snnai6azJTlYjRIB7qQtlCERE8cNfAhISuwkvcoy1vrm6e-DKLP6ru_QiM98ri5gM8XF8InF30fHNw7ETBQ=w413-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakambhari Restaurant and Cafe,Coffee shop,Coffee shop,Coffee shop,"Aadhyakali Marga, Chandragiri 44600, Nepal",Aadhyakali Marga,Naikap Naya Bhanjyang,Chandragiri,,44600,NP,27.6903339,85.2666157,+977 985-1173061,+9779851173061,,ChIJ_bSdwmMj6zkRkMkTs9XVtsM,ChIJ_bSdwmMj6zkRkMkTs9XVtsM,8,4.0,0,14.5,7:30 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMjdg6eRuEFgEnSql1kp1-MpxMiTtaz6gckuzt-=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sukasa cafe,Coffee shop,Coffee shop,Coffee shop,"M7Q8+VGC, Aadhyakali Marga, Chandragiri 44600, Nepal","M7Q8+VGC, Aadhyakali Marga",Naikap Naya Bhanjyang,Chandragiri,,44600,NP,27.6896835,85.2662625,,,,ChIJpZBhWwAj6zkRWtIwrmd6ASI,ChIJpZBhWwAj6zkRWtIwrmd6ASI,7,4.5,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dlgsTvjo9uqQhCQE3uB_Mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.30271&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KD Bikers Cafe,Coffee shop,Coffee shop,Coffee shop,"Kathmandu 44600, Nepal",,Naikap Naya Bhanjyang,Kathmandu,,44600,NP,27.6897114,85.271866,+977 976-1788827,+9779761788827,,ChIJE07RHAAj6zkR0YNG_C9j-dk,ChIJE07RHAAj6zkR0YNG_C9j-dk,2,4.8,0,14.0,7 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMiY7xPf1lxXnMf7XLEqJO4WlMuFKKZ8K3Plohp=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alis Restro Cafe & Bar Pvt. Ltd Himalaya Beans Coffee,Coffee shop,Coffee shop,Coffee shop,"M7RG+82F, Kathmandu 44600, Nepal",M7RG+82F,Tinthana,Kathmandu,,44600,NP,27.6908125,85.2750469,+977 976-6560612,+9779766560612,,ChIJA_PRFgAZ6zkRAA6u4xQxT-w,ChIJA_PRFgAZ6zkRAA6u4xQxT-w,14,4.7,0,14.0,6:45 AM to 8:45 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep25vZ_2S9VA9kdraP6DcgJ8GMXES2hKdgTPVff2z2qFESNVqXXuCSpdJybDRTNEm7O1km_WkOn5EXurro8LMVhpvPm01x4wa9ymKo3LLmkC4TqT7wyvTPAvnEHCB9S6q-ILbybjw=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zyo zyo ale cafe,Cafe,Cafe,Cafe,"Munal club, Kathmandu 44600, Nepal",Munal club,Tinthana,Kathmandu,,44600,NP,27.6857039,85.2691063,+977 981-1838354,+9779811838354,,ChIJz8EQN9MZ6zkRInnFmDpD51Y,ChIJz8EQN9MZ6zkRInnFmDpD51Y,6,4.9,0,0.0,0,False,False,,https://lh3.googleusercontent.com/p/AF1QipPG9366jXvvJodRH7os2plwOJR8JlXVWid2KWEP=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aagan Reception,Buffet restaurant,Buffet restaurant,Buffet restaurant,"M7M2+H8P, H02, Chandragiri 44600, Nepal","M7M2+H8P, H02",Satungal,Chandragiri,,44600,NP,27.6840827,85.2508314,+977 1-5201944,+97715201944,,ChIJO-IbYAAj6zkRNl8EdKQG8TA,ChIJO-IbYAAj6zkRNl8EdKQG8TA,5,4.8,0,13.0,10 AM to 11 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXDuDOZSXS7Q36qZOPb3hE3zGC4MXlSK-2W9-8FwbxRY64W-SjdIkttb1ull38aucOasBJf8mpS8iL5UaPxT8LgQ1CkZ1mjBOVFRRYlczry1Uyv8Kv0ojCqEaTJgKIDoWfDWNVKZ1H9-hx=w408-h725-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teamania cafe,Coffee shop,Coffee shop,Coffee shop,"Link Marg, Kathmandu 44600, Nepal",Link Marg,Kuleshwor,Kathmandu,,44600,NP,27.6915559,85.284292,+977 970-2532437,+9779702532437,https://www.instagram.com/tea__mania97?igsh=MXJvZXFhMHUwNmloZQ==&utm_source=qr,ChIJ4QVYPAAZ6zkRA0F1pRn7NL4,ChIJ4QVYPAAZ6zkRA0F1pRn7NL4,20,4.7,0,14.5,6 AM to 8:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMnGlHVEIcrM6QTo35PpgwBaBlCF0RJ1TDbV9tj=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U tea shop,Tea store,Tea store,Tea store,"M7HG+HPJ, Kirtipur 44600, Nepal",M7HG+HPJ,,Kirtipur,,44600,NP,27.6789715,85.2767592,,,,ChIJE5EQEwAZ6zkRzzJ48d3ZCJg,ChIJE5EQEwAZ6zkRzzJ48d3ZCJg,18,5.0,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepILwcy6tZ-FD0XEp-OKRyz1La6fz30uyK0ZNj3RuQfVEu7vWY-vBIqsOhSXJ6crqwaxFHHbjBWtvJ-hOSSCwYMBHsKZoNSQtSSFyNiWY1QHYMQN0vcd-WpuDCQBw4QYcJ6fEwy=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baniya gau,Internet cafe,Internet cafe,Internet cafe,"M7R7+46X, Chandragiri 44600, Nepal",M7R7+46X,Naikap Naya Bhanjyang,Chandragiri,,44600,NP,27.6903672,85.2631103,,,,ChIJUzuCbgAj6zkRdiXxJG350Qk,ChIJUzuCbgAj6zkRdiXxJG350Qk,2,0.0,0,0.0,0,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red House Sekuwa Corner,Nepalese restaurant,Nepalese restaurant,Nepalese restaurant,"Kathmandu 44600, Nepal",,Syuchatar,Kathmandu,,44600,NP,27.6919914,85.2780532,+977 984-1571026,+9779841571026,,ChIJXf0sEAAZ6zkRkWTWSgcVKn8,ChIJXf0sEAAZ6zkRkWTWSgcVKn8,17,0.0,0,17.5,5:30 AM to 11 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E_yiqmoIoKfXBdnQ7mC2lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.411964&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Backyard,Cafe,Cafe,Cafe,"Chandragiri 44600, Nepal",,Naikap Naya Bhanjyang,Chandragiri,,44600,NP,27.6884275,85.2669939,+977 984-3287034,+9779843287034,,ChIJK0qMmbkj6zkRIQuGwgRFr60,ChIJK0qMmbkj6zkRIQuGwgRFr60,1,4.8,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMMMRNiu79BFkTCzq8tXRX54s0g1oQfH77FdgNa=w408-h269-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anil's room,Internet cafe,Internet cafe,Internet cafe,"M7HH+H3R, Kirtipur 44600, Nepal",M7HH+H3R,,Kirtipur,,44600,NP,27.6789827,85.2776494,,,,ChIJVSv6fQAZ6zkRhih7jlw-VUI,ChIJVSv6fQAZ6zkRhih7jlw-VUI,10,0.0,0,24.0,Open 24 hours,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJ Lounge,Bar,Bar,Bar,"Chandragiri 44600, Nepal",,Satungal,Chandragiri,,44600,NP,27.6866849,85.2577257,+977 980-8020019,+9779808020019,,ChIJp5v-u4Qj6zkRLajWjaLgZtw,ChIJp5v-u4Qj6zkRLajWjaLgZtw,23,4.3,0,13.5,8:30 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQTBcvEPSv0FNOjbilXo3JGrM0YGlKb8P_pGzAkw849AmtaS46O0cN7aKz-ytEzvAcyFb2IsEps6Ks_8TnT3rMGobyV0mJNR563gJMN7ZLmlURtk7Bjl4hw0UtDhAlDLb_uh-6Cw=w408-h725-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yujen's Residency,Bar,Bar,Bar,"M6MX+VG9, Chandragiri 44600, Nepal",M6MX+VG9,Satungal,Chandragiri,,44600,NP,27.6846521,85.2488603,,,,ChIJMa3jAgAj6zkRQpfWyPxr49k,ChIJMa3jAgAj6zkRQpfWyPxr49k,14,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lERWS6ou8U2Q_7nzO30Upw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.4486&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khukuri a lounge restaurant & bar,Restaurant,Restaurant,Restaurant,"Kirtipur 00977, Nepal",,,Kirtipur,,00977,NP,27.6745771,85.2787404,+977 984-1721587,+9779841721587,,ChIJoSrjrHEZ6zkRsoY9VRo4OLg,ChIJoSrjrHEZ6zkRsoY9VRo4OLg,15,4.6,0,12.0,10 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMP3bmkPKycYPxKy1JLIn8nqq8ctzVpE5HPF5ne=w408-h305-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mk Store,Bar,Bar,Bar,"M7P2+PVR, Satungal-Matatirtha Rd, Chandragiri 44600, Nepal","M7P2+PVR, Satungal-Matatirtha Rd",Satungal,Chandragiri,,44600,NP,27.6868726,85.2521347,,,,ChIJhW5TZAAj6zkRX1UmzXG9uW4,ChIJhW5TZAAj6zkRX1UmzXG9uW4,13,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3mbs9t_PJ1njJIz_DvaOrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.88815&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhapro Sekuwa & Rrestro,Bar,Bar,Bar,"M6PW+4J6, Chandragiri 44600, Nepal",M6PW+4J6,Satungal,Chandragiri,,44600,NP,27.6852765,85.2465292,,,,ChIJF_RCLQAj6zkRRFsfVMMetOE,ChIJF_RCLQAj6zkRRFsfVMMetOE,10,4.6,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUuvfsqoPVRxybAUbb02tNHQ8EMHf3sZMWNGN6-H6zAtayoVJe5PHsv1F4U9TdyLzLnIa36URm9M_QjuFe35xK_6wUmLOjoPZA1V5cOwmBW7KJGQdno1oM9kcpNOi8CAnwdfBTtMHf2dUZ=w533-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
