name,category,lat,lng,place_id
Bhaktapur Maple School,School center,27.6599338,85.4258096,ChIJZaWCtZK3GIYRtruz2qct234
National Basic school worlang,Elementary school,27.6625397,85.4376381,ChIJoYmBfwAR6zkR0Bny-eCjLWM
Bhim Aadarsha Basic School,Elementary school,27.6692042,85.4397979,ChIJ20JMSUkF6zkRHtnmio2JsYA
SIpadol School,General education school,27.6435494,85.4330036,ChIJVVVltx4Q6zkRHQkfRIfxDwA
Image secondary school,Middle school,27.6679048,85.4361339,ChIJI2h1AJ4b6zkRiHOZ4wniL0A
Shree Dandapati Primary School,Primary school,27.6600561,85.4596201,ChIJ7XxHGYsP6zkRWdUjZJIWNyE
Deuja Gaun Basic School,Primary school,27.6571887,85.4628552,ChIJY6eLBowP6zkRms4G5gXhFEU
KHWOPA POLY-TECHNIC INSTITUTE ENGINEERING DEPARTMENT,College,27.6797432,85.4446131,ChIJ37_Sz04F6zkR-BspRhqHwiM
Rhombus National Collage,College,27.6781129,85.4447394,ChIJpYBlIW8F6zkR2ViabwWUhh0
Prajwol House,College,27.683519,85.4520142,ChIJBTyuonsF6zkRN86u0EH-0Jc
Kathmandu Medical College,College,27.6872117,85.4082908,ChIJtUzncu0a6zkROJ3fSkFIY7k
Aradhana Gyankunja,Primary school,27.693614,85.448899,ChIJCclmnewF6zkRWKp8c0VON80
"""Tranquil"" Ratna Shikshya Sadan English School",Primary school,27.6954508,85.4495013,ChIJX82Kk0IF6zkRSNxlaUFCri8
NASEMEP,High school,27.6830176,85.4478714,ChIJs9bXPbgF6zkR3FBZtDGpQf8
Global Life School,General education school,27.6774145,85.4413497,ChIJW-KgMzwF6zkRgWKYOIvZm0o
East point academy ( school ),High school,27.6795914,85.4431793,ChIJvRj2pU4F6zkR27nMWTO0T1c
Nyatapola Sec. School,Higher secondary school,27.6794887,85.4417511,ChIJVQkCEkwF6zkRtLKHP9F97tA
"Samata Shikshya Niketan, secondary school",Secondary school,27.6787289,85.4406393,ChIJPYP2hJUF6zkRIMPPznrsVm8
Lisha English Secondary School,General education school,27.6733164,85.4423558,ChIJoya0UDMF6zkRmaLBkBWm-FY
Amarawati Modern Academy,Preschool,27.6827505,85.4497263,ChIJm4SvJgAF6zkRB25h5MKAus0
Smart kids Montessori,Preschool,27.6948454,85.4402371,ChIJtSsQeAAF6zkRwKRokj6aLQ8
Sharada Campus,University,27.6796905,85.4445284,ChIJVVWlz04F6zkRwkpLQvo4Sak
Kathmandu World School,International school,27.6529379,85.4133508,ChIJj2EGAnMQ6zkR23OCDwST_kU
Wiseland Sec.School,High school,27.6676649,85.4346173,ChIJNzdDhasa6zkRoPBibWCEyF8
S.S. Montessori Pre-School,Montessori school,27.6677247,85.410312,ChIJyYufj2wb6zkRYA29dJb5EFw
Vidhya Arjan English Secondary School,High school,27.6671338,85.4328354,ChIJG0Qu5Ksa6zkRBsqcv2mQAR4
Shree Nabin Lower Secondary School,Secondary school,27.6707692,85.4329436,ChIJMQtILKwa6zkR7G8WqBkOV60
Ruby Valley School,Middle school,27.6635041,85.4269349,ChIJSeDkZjMP6zkRd07rERBa0gk
Shree Bharati Primary School,Elementary school,27.6687,85.429643,ChIJk8H2KK8a6zkRCmaHHO1MSgQ
PROXIMA INTERNATIONAL ACADEMY,High school,27.667432,85.432278,ChIJw4EoWKka6zkRffJ1RBRxV6U
Little Treasures Montessori,Montessori preschool,27.6625333,85.4326271,ChIJJdlTG6oa6zkRBOMPDGbAGpM
Shree Bal Sewak Lower Sec. School,Preschool,27.6693729,85.4339686,ChIJoxQVaawa6zkROnvmhxrRwWc
Vidhya Vikash Sec.Boarding School,High school,27.6676646,85.4353954,ChIJxfFWd6sa6zkRLeRsgpU3Bl4
Chandeshworee Basic School,Primary school,27.6685976,85.4338103,ChIJvf0Y9qsa6zkR4U80j5Rm-OE
Prasadi Pathshala Montessori School,General education school,27.6659218,85.4333593,ChIJBSqSb-wb6zkRyNKkjzlmgLA
Adarsha Azad Higher Sec.School,Higher secondary school,27.6679894,85.4319764,ChIJw52IU6ka6zkR1YC7bTHlnMA
Satprayas Special Needs School Nepal,Special education school,27.6677801,85.4323108,ChIJj_vofgAb6zkR5-Wp_-TeONE
Kikampa Montessori International,Montessori school,27.6647404,85.4302258,ChIJd17oGHcb6zkRdtdkM9DirTU
VHS BHAKTAPUR,German language school,27.6677716,85.4328687,ChIJ8UVe8Ksa6zkREFrdpMwoObw
Peace Thanka Centre,Art school,27.6694639,85.4278085,ChIJ8a6JZ68a6zkRl51FAWOx5ug
RC Language & Study Abroad Pvt. Ltd.,Language school,27.6662511,85.4264714,ChIJC13yPKYa6zkRo-zbx8IQEZM
Bhaktapur Dance Academy,Dance school,27.6641126,85.4220125,ChIJs0vKJgAb6zkRbZ9vPzYkdvI
Kavi Ram Language Instutute,Language school,27.669418,85.4276529,ChIJ74CUXa8a6zkRFGPg8XuCUOs
Antique Driving School,Driving school,27.6680464,85.4310557,ChIJZSCNGvgb6zkRMDT9YxKlR3k
Fashion store,Business school,27.6653488,85.4323851,ChIJYz4zcmcb6zkRveMQQ2YC60U
Awakening Language Instutute,Language school,27.666621,85.424781,ChIJox9OYKYa6zkRtm6The1BxqQ
"Language Classes (IELTS, PTE, Japanese and Korean)",Language school,27.667468,85.4267195,ChIJ15YdV8Ub6zkRWN_MNDa0quA
स्लाश एजुकेशन फाउण्डेसन प्रा.लि.,Educational institution,27.6659578,85.4253128,ChIJU2EQGaQb6zkRtNbnvN_QS2E
Ganesh school,Elementary school,27.6956945,85.4347373,ChIJoVor3Rcb6zkREWXIRNRdAV0
KiDSCARE SCHOOL,Primary school,27.6884826,85.4298079,ChIJVXSTlyMb6zkR2KoLMfoUxXA
United school,General education school,27.6946888,85.4304223,ChIJA33QWwAb6zkR93x-rtZLVig
Shree Aazad Secondary School,Government school,27.6869266,85.4272503,ChIJ3xGrCsga6zkRLloK5biwtfE
Manakamana English Secondary School,General education school,27.6783436,85.4381422,ChIJ9QQSM7Ma6zkRvHSEIdDr4Yg
Driving Skill Development Centre Nepal pvt.ltd.,Driving school,27.6871905,85.4303574,ChIJ9-p_RAAb6zkRXe0J_bsVyMc
RHOMBUS NATIONAL SCHOOL,Elementary school,27.6684703,85.4495995,ChIJW7DhagAF6zkRG6aPeeycRIQ
Bal Vikash English Secondary School,High school,27.6706248,85.4424652,ChIJA_nq2VMF6zkRcldKFXL-lc4
Khwopring English Secondary School,High school,27.6708125,85.4408125,ChIJ95IWt1IF6zkR_aaWv2H-I5c
Phaidhoka School फैढोका स्कुल,Primary school,27.6697111,85.4649894,ChIJRSTBVqgF6zkROY8PtlxKrdc
Samaj Sudhar Secondary School,Secondary school,27.6711793,85.4373386,ChIJd86Y1awa6zkRNNrRwd9_rgo
Saras Pathshala School Bhaktapur,Special education school,27.6634478,85.4430159,ChIJ6wK-HKkF6zkRYNWqUN0wT9A
Kids Town Montessori School,Primary school,27.6970151,85.4204217,ChIJkQgOGwAb6zkR8yARKmi0Xjo
Shree Changu Narayan Higher Sec. School.,Higher secondary school,27.7049951,85.4180073,ChIJNeFsNt4a6zkRlDcBR-fkqbE
Nabin English School,High school,27.7062224,85.418453,ChIJAQDAtt8a6zkRndDyHpzKjXc
North East English Secondary School,High school,27.6988557,85.4177164,ChIJ5YDCbt0a6zkRGFXdIM_b5Vo
BAL BHUSAN SCHOOL,General education school,27.7032295,85.4284575,ChIJK2O-Stca6zkR7jC49DT9b14
Golden Sungava Secondary School,Secondary school,27.6816128,85.410592,ChIJwSynmZMa6zkR2lgPLsjRies
Pragya English School,Boarding school,27.6893492,85.4120976,ChIJxZmejOsa6zkRwsUgsSqnwU0
Little Garden English Secondary School,Middle school,27.6581203,85.4121137,ChIJG-AwL3QQ6zkRuFaPVgbI2TU
Siddhartha Academy,Preschool,27.6721087,85.4036271,ChIJh6V_nIUa6zkRzZzj5MPUr0U
Little Souls Child care and Montessori School,Elementary school,27.6701928,85.4042687,ChIJhYz9Eo0b6zkR4Trg57VEFEQ
Shree Katunje elementary school,Elementary school,27.6644992,85.4092605,ChIJzYLZ4d8b6zkRjv-lbG-rqs4
Setidevi Basic School,Primary school,27.6628717,85.4175995,ChIJFbSPMPzH6zkRTabezVqgPyE
Unity english secondary school,Middle school,27.6623541,85.409234,ChIJV80E5k0b6zkRORlbgVHKWEE
Om Secondary School,High school,27.6657876,85.4036484,ChIJN1VqtoUa6zkRDXQ-QyWscNA
Subarneshwor Basic School,Government school,27.6620295,85.4119242,ChIJh3D5jdQb6zkRl_D2gnbUejs
Aarogya Farms Katunje,Farm school,27.6604304,85.4084352,ChIJQ5s7sNUR6zkRAmMaVl5Ykos
St johns English boarding school,Middle school,27.6697355,85.4065883,ChIJX5RCGgAb6zkRyvR6NCnNk7g
Himalayan Academy Boarding School,Elementary school,27.6755699,85.4171709,ChIJLeZzCAAb6zkRDrN1MbOKtXw
Shree Bal Chetan Lower Secondary School,Secondary school,27.6463911,85.4066234,ChIJWSwwfG8Q6zkR_D6uYohjqWA
सुर्यदीप माध्यमिक बिद्यालय,Higher secondary school,27.6687352,85.4127801,ChIJNfr4Q5ka6zkRIkaQnZ-DX3k
Manoram Boarding School,Boarding school,27.6693151,85.4045028,ChIJTWZh8IQa6zkRLmxh5UKcIW8
Shree yapee Bhairab Basic School,Primary school,27.6986063,85.42053,ChIJhWvDHekb6zkRqt42EGdqx04
Shikchhyalaya Montessori,Preschool,27.6909221,85.411736,ChIJwVRCRwsb6zkR6YgkeRijmF0
Mamti National Academy,Primary school,27.6617003,85.4218031,ChIJ4anjhVcR6zkRCeamFLgBYOE
Jyoti Gyan Academy secondary school,Secondary school,27.660325,85.4260357,ChIJX9bodagP6zkRUe0LY0dsIZk
Mount Everest School,Secondary school,27.6588812,85.4248061,ChIJiYlO_ggQ6zkRQ7PDJCwVxt0
binodtamang,Middle school,27.6575662,85.4259582,ChIJzVvABQAR6zkRZeuuhckytms
Apex Boarding High School,Boarding school,27.65994,85.425774,ChIJlSoxJUIR6zkR4nVroWwPGxs
Prowess Academy English Secondary School,Middle school,27.667697,85.4380207,ChIJi766ERUF6zkRtAJAAeKF3uM
Nepali traditional Music Studio,Music school,27.6827708,85.4493108,ChIJl7qQeIYF6zkRZNbbTVdAGVw
Prahnir Pen to Paper,School supply store,27.7032735,85.4324091,ChIJMx8N7wob6zkRtrDToadScdA
Vinayak Saraswoti School,Elementary school,27.6929298,85.4062717,ChIJI7anCuwb6zkRBMOcNhiiRNs
Shree Ganesh Basic School,Middle school,27.689543,85.4085753,ChIJ_2tEg9Ab6zkROlsb-hJ_J0s
St. John's School(Best school in Bhaktapur),School house,27.6694196,85.4071112,ChIJRdwHNJsa6zkRDV8CvcPyasQ
Unique International Academy Secondary School,Secondary school,27.6682648,85.402823,ChIJh1qD66gb6zkRV_sv_7vBdY4
See result Online,School center,27.6691065,85.4060715,ChIJMxO7heEb6zkR9PAFByGXItc
St.John's English School,High school,27.6716994,85.4078166,ChIJD2pfwNkb6zkRGD69724U4n4
EuroKids Srijananagar & Euro School Katunje Bhaktapur,Secondary school,27.6732128,85.400941,ChIJr9WWqIga6zkRo_8Qa1l0WPQ
SUVI School - सूर्यविनायक अङ्ग्रेजी माध्यमिक विद्यालय,Private educational institution,27.6732703,85.4126085,ChIJBeVKhI8a6zkRMjDX1wfstLA
Tejaswee Pathshala,Middle school,27.6699275,85.4097536,ChIJ4ZVOiZAb6zkRhfxkwo4YEIM
"Sankalpa institute of Music, Dance and Arts",Music school,27.6706317,85.4093747,ChIJUVSo7CEb6zkRhW6gpB8lN0M
Chakrabarti Habi Education Academy - College of Health Science,College,27.6738432,85.4020597,ChIJ6-KMnIka6zkRI3BE5GimpZU
Santa Krishna Basic School,School house,27.6526341,85.4263119,ChIJYxMo13QR6zkRU-Kr6LG1J5w
"Gurukul Bidyamandir, Changunarayan-1, Duwakot",Primary school,27.7018429,85.4139654,ChIJM2AvTAAb6zkR8Xl6kokVF1Y
Glory English Secondary School,International school,27.6788125,85.4010625,ChIJdcPsLooa6zkR2z7Z2yAOMFA
Duwakot driving institute,Driving school,27.6869334,85.4115947,ChIJ4UFd_u8b6zkRpLZoCxpL9To
Durga Dhakal,After school program,27.7010207,85.4173131,ChIJT9iSAeUb6zkRTQgPqpx2rhU
Rajdhani national collage,College,27.6780668,85.4446684,ChIJV8XlLLsF6zkRdmqXlrQYAhQ
Shree Deep Saraswoti English Sec. School,English language school,27.7012036,85.4411606,ChIJ7wydzKMF6zkRINQMMXNF7N8
Future Star English Secondary School,English language school,27.6597613,85.4314027,ChIJFecZAtgR6zkRczmz048jVVg
Rajarshi Gurukul,High school,27.6712333,85.4103412,ChIJBdTkR5oa6zkRcHas0T9TLOI
IEC School of Art & Fashion,Art school,27.6709844,85.4097768,ChIJnfU8UJoa6zkRhjXjh_P_TNA
Sainik School for Bachelor Studies,College,27.6727143,85.414011,ChIJt5yYzpka6zkRHIanOoWiUI4
Dolphin Kids World,Montessori school,27.6677113,85.4103372,ChIJRx2Rdysb6zkR0UgjbqBlEz0
Amarjyoti Montessori,Elementary school,27.6751161,85.4381742,ChIJcU53T00F6zkR3XujEk7mlYU
Amarjyoti Gyankunja,Elementary school,27.6754056,85.438107,ChIJPdj-YwAb6zkRpIrQkHh-N6g
Fusion Music And Dance Academy,Music school,27.6762311,85.4375939,ChIJDcAfM00F6zkRrQftt5o6KkI
SHOVASA COMPUTER TECHNOLOGY,Computer training school,27.6732817,85.4382234,ChIJ38dkulIF6zkRBtOcPYLhjTA
Mukti Music Training Center,Music school,27.671551,85.4302259,ChIJC9kMUa4a6zkRRNfG_1sSe7o
Shree Santati Basic School,Primary school,27.6738014,85.4042594,ChIJ5-PW5Jgb6zkReLkXcKMLER0
Modern English Secondary School,Higher secondary school,27.675192,85.4052924,ChIJs7vFxycb6zkR23X6ONZjEXc
Parhibhara Academy,Elementary school,27.6712111,85.4006973,ChIJSbABTQAb6zkRkJtvOzeLjPU
KHWOPRING TAEKWONDO DOJANG,Taekwondo school,27.6740338,85.4402071,ChIJEfNAbdEF6zkRaa4LLUl_bbU
Khwopa Moter Driving Training Center,Driving school,27.6736055,85.4409466,ChIJB_1aGKMF6zkRo2xtxC-boao
Dynamic Dance Destination,Dance school,27.6734266,85.4412374,ChIJP9PA4L4b6zkR4TdXBfflIkQ
Bhaktapur Motor Driving Centre,Driving school,27.6723636,85.4384343,ChIJlwhPxFIF6zkRhjr9aD7cdQg
Bhaktapur Driving School,Driving school,27.6763302,85.4064309,ChIJpSnz3hIb6zkRB82smdbYAIk
Sa Re Ga Ma Music School & RecordingStudio,Music school,27.6716621,85.4079405,ChIJ_8xxpzgb6zkRc6IxVylO2xA
Jaya Ganesh Motor Driving Centre,Driving school,27.6710435,85.4071454,ChIJOXdtoqsa6zkRLyDVdidFJHE
Rambhole Motor Driving,Driving school,27.6725645,85.4092339,ChIJJ4LgLI4b6zkRoFswhfSSPoM
Indreni Computer Institute,Computer training school,27.671402,85.40835,ChIJBTSC7poa6zkR2aFAHJTN2KM
Jaya Ganesh Driving Trail Spot,Drivers license training school,27.6741808,85.4061183,ChIJk89Bmhwb6zkR58Ld_ayaM8s
suman motor driving center,Driving school,27.6740871,85.4063465,ChIJ83rm348a6zkRfQR4ugkwqr0
Wee Can Pre-School Bhaktapur-Nepal,Preschool,27.6554638,85.4048932,ChIJ3wmTjoZBx0ARlFuENiyeHKs
Gyan Sagar Education Academy,Technical school,27.6714898,85.4222332,ChIJ9UugWQwb6zkRLdJTbAsH4vc
Rajaswi Pathshala,Montessori school,27.6814747,85.4028133,ChIJCepvyKIb6zkR9tl1CVpU6V0
Gehendra house sainik school,High school,27.6738563,85.4161071,ChIJWeOnHOEb6zkRXjDkM2hlFdo
Army multiple campus,Business school,27.6722437,85.4141379,ChIJRaDCypka6zkRiG_jzEexHk4
H A Driving School,Driving school,27.6755894,85.4141143,ChIJ7UboUwAb6zkRxFofKW_sgag
LAMA DRIVING SCHOOL,Drivers license training school,27.6866722,85.2754397,ChIJ5eKgipoZ6zkR1nb-phao7Zk
New Central library TU केन्द्रिय पुस्तकालय त्रिभुवन विश्वविद्यालय,University library,27.6808495,85.2846085,ChIJYaP7YgAZ6zkRLFrW9-4FsuA
Best Montessori International School,Montessori school,27.693156,85.296573,ChIJES-Wy1wY6zkR_bKbXt8XUDs
Tribhuvan University Central Office,University,27.679318,85.2931751,ChIJ8dnKdLMZ6zkRii72XVlm860
"Central Department of Population Studies, Tribhuvan University",University,27.6818203,85.2823055,ChIJK8-0Gp0Z6zkRP3Qo8GaYO5Q
Tribhuvan University Central Library Main Gate,University,27.6816728,85.2856096,ChIJdyzeEgAZ6zkRo0TWitR_ceQ
Tribhuvan University ( Humanities And Social Sciences Block ),University,27.681016,85.2834625,ChIJsxHT2jMZ6zkR9pJhKLTaBjk
Tribhuvan University Gate,University,27.6787949,85.2970496,ChIJBxrPegAZ6zkRmBtpolfZyOU
TRIBHUWAN UNIVERSITY CENTRE FOR INTERNATION RELATION,University,27.6796838,85.2956365,ChIJh7dVcXAZ6zkRQpsiz-gKGQw
"Office of The Rector, Tribhuvan University",University,27.6800154,85.2947299,ChIJlz2jdAAZ6zkRUQjYmpGnpmE
Kathmandu Engineering College,Engineering school,27.6991407,85.2976244,ChIJyT7MH1wY6zkR7-BYZG8Cxfg
Global Gate Educational Consultancy,Educational consultant,27.6933896,85.2827673,ChIJ3WRR1OUZ6zkRWF8KImIaZMI
Veda Technical Academy,University,27.6923489,85.2792429,ChIJn-_eWZsZ6zkREoMcD9EviB4
TU Central Library,University library,27.6818262,85.2850993,ChIJkZh6J20Y6zkRyjfLYqpWtMs
Gateway College of Professional Studies,College,27.7458998,85.3356637,ChIJ1ZTOHCEZ6zkR0Sok_uWw_0s
Institute Of Natural Medicine ( A single National & International affiliated massage academy in Nepal ),Massage school,27.7180398,85.3085536,ChIJqQi7ROMY6zkRT8GiDlYfFe4
People's Dental College & Hospital,College,27.7191253,85.3089946,ChIJiakNe-MY6zkRQ4wt9zr0WcM
Excel Academy of Tourism and Hotel Management,Hotel management school,27.6869889,85.3371553,ChIJNxdiNZQZ6zkR4ZQz2rwhsdQ
Scottish Hospitality Academy,Cooking school,27.6910076,85.3407211,ChIJ-xCgIpEZ6zkROiPn2Pl1org
Shangri-La Hotel Training Center,Hotel management school,27.6906404,85.3353549,ChIJbZQuOJYZ6zkRa_HNPPZ4AZI
Hospitality World Campus,Educational institution,27.6700857,85.3111922,ChIJUdkkt98Z6zkR2wrHEQ545UM
Theravada Buddhist Academy,College,27.6861553,85.34308,ChIJmz4dXJIZ6zkRY9nFHlGuuPw
Shree Yashodhara Bauddha Secondary School,Private educational institution,27.6691765,85.3259341,ChIJGcQv3doZ6zkR06M6843ULek
Amee Dance Studio,Dance school,27.5989622,85.3237888,ChIJz_MpPNUX6zkRm2Z1d68V-mE
Open School (Yasodhara Open School),General education school,27.6693083,85.3259255,ChIJ664uWQAZ6zkRV6BSNOloBwk
KBR Driving Center,Driving school,27.6236811,85.3192695,ChIJwQsRyFgX6zkRgBZqnpeDeeo
Maharjan Driving Center,Driving school,27.6195269,85.3199964,ChIJcUau7KQX6zkRtTIEqdCuUQE
Mahat Driving Training Centre /महत ड्राइभिङ ट्रेनिङ,Driving school,27.6073489,85.3251659,ChIJdaPUCZYX6zkRLYClwt18BLw
Jana Bhawana Campus,University,27.5978505,85.3241035,ChIJNSOr2e8W6zkRnCl1HMMbhec
Lotus English Boarding School,Boarding school,27.6267381,85.3171745,ChIJy3RQmLkX6zkRV7T1uD03iGc
Thecho durikhel,School center,27.6121567,85.3192663,ChIJ117GGwAX6zkRgBj9WFJpisU
Somang Academy,Boarding school,27.624155,85.3183364,ChIJ6490owgX6zkRLZZf3aP-zmo
Bright Child Center School,Elementary school,27.6884274,85.2465292,ChIJ_5m138cj6zkRIroQz2xaJ30
Nepal Chinese Educational and Cultural Center,Educational institution,27.6810325,85.3316456,ChIJ1xki7XIZ6zkRidB1DN5l2Ag
KISC,General education school,27.6236693,85.317627,ChIJe6pGCzQY6zkRC4amQMZBt0Y
Kantipur Driving Center,Driving school,27.6456882,85.3118296,ChIJ5flyqW6DnAgR78zB3d0j0OE
Yela Language Center,Chinese language school,27.655272,85.32191,ChIJA-f0biEX6zkR6tFkWX9-uQU
German Language Center,German language school,27.6575995,85.3229342,ChIJIQvmf97iH48RIK1DdD-DBp8
Paaila Institute & Consultancy,Education center,27.5986108,85.3238163,ChIJK7NS_-0X6zkRAAGW_ZlHLIo
Magic Chalk Day Care and Education Center,Education center,27.6569841,85.3257271,ChIJMXbXp8kX6zkR2HWO6bYRDG4
OLGAPURI Vocational School,Vocational school,27.6267287,85.3086411,ChIJN9svnaYX6zkRRcylDHeQzj8
ASHIYALI TARAPUNJ SECONDARY SCHOOL,Education center,27.6426001,85.278368,ChIJG7fTi-QX6zkRiwsmICbCYkk
Sukka driving institute centre (सुक्का ड्राइभिङ ईन्स्टिच्युट सेन्टर),Driving school,27.6106043,85.2690649,ChIJC2vK39c96zkR9l2IBWvhEbs
Manjushri Di-chen Buddhist Learning Center,School center,27.6137901,85.2586816,ChIJG_NfuYM96zkRQL2AYIWTkO4
Tribhuvan Adarsha Awasiya Secondary School,Boarding school,27.6132607,85.2644435,ChIJ6YwXB3k96zkRgJZtlgSDwR4
Jyotidaya Co-Operative School,Private educational institution,27.6073381,85.3280187,ChIJ0a_16-MW6zkRvxvZXmBDsuQ
BEBS Academy,Private educational institution,27.667716,85.30769,ChIJpZ7BbvsZ6zkRlukt7cuuTjQ
Vayange,Driving school,27.6179801,85.2737526,ChIJC70rp_oX6zkRykLYtXofrp8
People Centroid Academy,Private educational institution,27.6310218,85.3451079,ChIJv1dDXDcX6zkR1zAtqW1zwpk
Shree Harisiddhi Secondary School,Private educational institution,27.6375686,85.3419068,ChIJ8dblCkcX6zkRvsMfG7fJ5rg
Zing Boarding School,Boarding school,27.6365159,85.3010799,ChIJd8lksZcX6zkRiduCrheRTVY
Evolution School,Private educational institution,27.6706031,85.3185031,ChIJ2aNhIDgY6zkRjFh-kb29LgE
Pavitra Prarthana Sec. School,Private educational institution,27.6459475,85.3393983,ChIJU7a7aEMX6zkRx5l_6_cZM7E
Academy of Cambridge Education,Private educational institution,27.6501525,85.3212327,ChIJ2Y7cTeMX6zkR27ha9hB6j_E
Little Angels' College,Private college,27.6503704,85.3344208,ChIJcYp31mMX6zkR0vpgHXNO2t0
Regent International School,International school,27.653311,85.3207965,ChIJKf8TenwX6zkR3IQ2uzpKEAQ
Einstein Academy,Private college,27.6613663,85.3175939,ChIJD7ogNdQZ6zkRbouOpR7v1P0
Rarahil Memorial School,Private educational institution,27.6695881,85.2707078,ChIJd9pqxKci6zkRoWgw4V3-tfo
Premier International IB Continuum School,Higher secondary school,27.6539514,85.3299673,ChIJXcXT2mMX6zkRSnVq8tjq4YU
gyanodaya international resendental school,International school,27.632757,85.3049428,ChIJLfqmu-sX6zkRdEZFp5ga2r4
Cardinal International Boarding High School,International school,27.6197362,85.2677679,ChIJpTqQkHw96zkRdm0gSj4wR7c
U.D.C school,Private educational institution,27.6214324,85.2564199,ChIJP-cR8qw96zkRZUVmS4Hf0NQ
Holy Temple Secondary School,General education school,27.604576,85.3094229,ChIJ_35rpdwX6zkRIZvZY3eK9b0
Safe Driving Training Center,Driving school,27.6435549,85.3013225,ChIJgURrJgAX6zkR73OeKWQUPWQ
Asha Primary School,General education school,27.6602093,85.316946,ChIJH8O4vNUZ6zkRWUUVq5LhQrc
Mahto Goods Suppliers ( School College Tie Belt Badge and Id Card Manufacturer),School supply store,27.6717466,85.3557374,ChIJOwjZNgAb6zkRFnKD0MmbK1k
N.G. school (next generation school),Middle school,27.6108654,85.2661358,ChIJjwopv2k96zkRf4dOzvXimTg
Ranikot house taukhel,High school,27.6127441,85.3552167,ChIJP1MO7woR6zkRE5J5z9ZuJrs
Taekwondo,Taekwondo school,27.6514727,85.3182584,ChIJn3YFLQAX6zkRH20SO0RylCI
Adarsha Saula Yubak Primary School,Elementary school,27.6330382,85.3038829,ChIJO-okxqIX6zkRe9OtqqDxs_g
Adarsha Saula Yubak HSS Block B,Middle school,27.6329622,85.3036842,ChIJMZfHOF0X6zkRK__Ciuo87OU
Adarsha Saula Yubak Secondary School,Higher secondary school,27.6357986,85.3051541,ChIJG2nKaJgX6zkRqYCfTOtAPJQ
Saraswati School,General education school,27.6142665,85.3224333,ChIJtffU5wIX6zkRaZftgXssfjM
Olgapuri Social Enterprise,Vocational secondary school,27.6266804,85.3086939,ChIJzbAM35sX6zkRBoGHytnnVHs
Lalit Taekwondo Dojan,Taekwondo school,27.6740735,85.3200496,ChIJKXG5oyAZ6zkRiUYZHSu4P7I
Kuleshwor Takewondo Dojang,Taekwondo school,27.6912482,85.2987337,ChIJAWCcmUQY6zkR3yTu5LNytx8
Nepali tution class,Middle school,27.61938,85.317513,ChIJSWDREQAX6zkRZylpjK-ZMck
St Paul School,General education school,27.6135142,85.3210281,ChIJW9Q8XAIX6zkRJfS85-5ijcA
Newa English School,English language school,27.6122556,85.3215083,ChIJ4ZRImwIX6zkRJhHnwIcxreI
Prashamsa Store,Educational supply store,27.6610124,85.3050231,ChIJoXq3ZGsZ6zkRNHkUSxAsw_0
Dynamic Public School,Private educational institution,27.6544096,85.2972558,ChIJMb7jey0X6zkRjCxUAn8F3K0
Simran Academy,Educational institution,27.6371457,85.3029152,ChIJw3SpSR8X6zkR7LiYuR0-jIo
Baal Ankur Sec. School,Secondary school,27.6193094,85.3200948,ChIJY7-BQAQX6zkRnNSt1Py1GZg
William Public School,General education school,27.6294321,85.3196633,ChIJM-DDHgwX6zkR0x3XWUr-iX8
Bramayani School,High school,27.6105364,85.3188527,ChIJV4QXyEMX6zkRq2cAxxlwXVg
Shree Chhampidevi Secondary School,Secondary school,27.6016955,85.3127942,ChIJl8BrxFcW6zkRFOVzvyClB98
Godawari International Fitness Academy,Taekwondo school,27.6162613,85.3557973,ChIJmSmxSQAR6zkRAd0DxgyLtq0
Kanchan Secondary English school (Block B),Secondary school,27.5934249,85.3240031,ChIJedW9cs4X6zkRlLU-gN7b6_U
Newgen Sport Academy,Taekwondo school,27.6492413,85.2999903,ChIJzZ0DCQAX6zkREo2PdBE1qWM
Little Star English School,Educational institution,27.6135188,85.321065,ChIJ80f8g7EX6zkRZ35XC-al3M8
Green Hill School,Educational institution,27.6086571,85.266155,ChIJYRjJfXA96zkRl3NnZIG4w2k
Himalayan White House Int´l School,International school,27.6840373,85.3473534,ChIJ55WJDAAZ6zkRtwarYTwPmS4
rusha house,Driving school,27.6397786,85.3283919,ChIJI9gf2bsX6zkRuWleau6P5sQ
Bhanudaya Pathsala,School house,27.6632364,85.3349667,ChIJL7Aal-AZ6zkR3o_5ULUa47Y
Deepmala Secondary Boarding School,High school,27.6226326,85.3190001,ChIJW2I74wUX6zkRPFIU7PkclhI
Jgjbillh joyfu,School house,27.6596334,85.2999547,ChIJH8RzuQgZ6zkRFScvuR3nLyg
Hindu Vidyapeeth Nepal (Residential English High School),School house,27.6711173,85.3379898,ChIJn-bknOgZ6zkRazjhBRoXH9o
Yeti Taekwondo Club,Taekwondo school,27.6775996,85.3110378,ChIJUfiPXzQY6zkRS9Dw-N_zf6o
Ratna Shiksha Sadan Boarding High School,School house,27.6800934,85.3486203,ChIJPcHen_MZ6zkRkxUUSF0vyG0
Gate House,High school,27.6745331,85.3141639,ChIJ-eC3Rs0Z6zkRpKGSLqH6awE
Indreni Secondary English School,Combined primary and secondary school,27.6130388,85.3227532,ChIJmaBqvgIX6zkRK9e5KcIqM2Q
Dibya Jyoti English school,High school,27.6285088,85.3043772,ChIJSyCCoaQX6zkRG45Dbzd_v4Y
