name,main_category,category,address,city,lat,lng,rating,reviews_count,imageUrl,phone,url
Saraswati Mandir,Hindu temple,Hindu temple,"M9MP+329, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6826682,85.3851232,4.2,14,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2_bnZgFZKHKLblWPBI45aDHYVPbSkuXq-EoMFiNSWGOGDbYnukyC2s4Y2rl7PnA148Yon4HdOW5TdGdd3ObRg_6vr2aoTO7jy1bBlzDZZMx5PClWS0fQGC1c4FboUb_hRDKrc=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Saraswati%20Mandir&query_place_id=ChIJGf7XbGga6zkRk4I7sEvIR_g
जंला द्यो Harisiddhi Temple 𑐖𑑄𑐮𑐵 𑐡𑑂𑐫𑑅 𑐠𑐶𑐩𑐶 𑐩𑐴𑐾𑐱𑑂𑐰𑐬𑐷,Hindu temple,Hindu temple,"M9JP+965 Chapaa-Cho Tole Bus Stop, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6808972,85.385612,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzk7EZ28VIpWMnlSq7l7aADS20FHmVNVI-7q3EIyLtoTB2tagk_KAFAIUCnQ8jh0tCP9QHUpII9qf-4YOmeFht14wfp3IP6HE70YfSmdjswFLkEW2tdwft7lR9UZP1pU6_e5AI=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%9C%E0%A4%82%E0%A4%B2%E0%A4%BE%20%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B%20Harisiddhi%20Temple%20%F0%91%90%96%F0%91%91%84%F0%91%90%AE%F0%91%90%B5%20%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85%20%F0%91%90%A0%F0%91%90%B6%F0%91%90%A9%F0%91%90%B6%20%F0%91%90%A9%F0%91%90%B4%F0%91%90%BE%F0%91%90%B1%F0%91%91%82%F0%91%90%B0%F0%91%90%AC%F0%91%90%B7&query_place_id=ChIJV7BVj8kb6zkRmRvFx3wwOJo
Kumanani Ganesh Temple गणेद्यो,Hindu temple,Hindu temple,"M9JP+663, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6805202,85.3855531,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=594Ibr8KetWbOQhtr0hIzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.7892&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Kumanani%20Ganesh%20Temple%20%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B&query_place_id=ChIJHWUr2e4b6zkRIIemHH4-YXM
Radha Krishna Temple,Hindu temple,Hindu temple,"M9JH+RR7, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6820325,85.3795552,3.9,14,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwo6abol5tnyQiDyG8fU9wmmP5Rm9SMo7nAvhDYaU7m-J5H460GiTPzQhA2XyGPWO_UKtFmxp0EHvNSYFyK0OxYj_Rn6yJs_ozsYBJrDn-x0BP2Y5f1fTLSgWFWbUiV8_iY0bEi=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Radha%20Krishna%20Temple&query_place_id=ChIJ--GROGoa6zkR6e4xf23mdFk
Ganesh Temple,Hindu temple,Hindu temple,"M9QJ+P9F, Dhunche Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6893094,85.3809187,3.9,20,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIiTtcG-zR2Egy1AcjimayYPVJz5YWiNU-u7tpZLeorVkAMhIPh04J7E7ilSr13vWt1tvpPB0kjqH6iOgPAkgdJ-ZLPJgTRVrtRWX4qoeUg9qV7wZwTT2Oe_gikfvrKw1T-yauEQ=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Ganesh%20Temple&query_place_id=ChIJ01AM_UMa6zkRIhrFdO9sM0k
प्रकारेश्वर महाद्यः,Hindu temple,Hindu temple,"M9JM+66V, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6807205,85.3830701,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_xEObBgzwniJeje_51jSZjYm4oNuxMabufXCppfHq0GDvf3ktWsUojkYV3SSxKs9vsTtmBNqt_9Zzg3X_CXztGusGcCMvCp-Qnr6FeYNzxb1ogWWk1gG7JibWksbbsvbuUrDp=w408-h541-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%20%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%83&query_place_id=ChIJV4odGwAb6zkR2kfAbn5HJR4
Nityanath Temple नासं द्यो,Hindu temple,Hindu temple,"M9JM+8QX, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6808733,85.3844688,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywjMCLhOUt7RwVM7UOthQH9wXvpqxaoaCpPhHDLBzHjA3fq-FuI2K6EHQDJwar-D2vJ3hlOaRdSY5ZEozRZkys2UcIBKBxIpA4BJdvVCSYtWqEfgsP_bfSInFSHgv2hND8EWg1=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Nityanath%20Temple%20%E0%A4%A8%E0%A4%BE%E0%A4%B8%E0%A4%82%20%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B&query_place_id=ChIJX2xt8xwb6zkR9mRzaiELV6M
Kshetrapal Mandir (क्षेत्रपाल मन्दिर),Hindu temple,Hindu temple,"M9MQ+P2W, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6843523,85.3875818,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbp_sUiJhvqqh5KO3g5-ARq_3XegR-EU-Vertdfz1AWudqgb98djpzv9bPYTyBLfCyazXyDWWCSGAoMPTp4Tj-B3nP8-ou_52aMHmyVmFg4darMdaG5YMpHFkgDOpadG3CkuDx=w408-h539-k-no,,https://www.google.com/maps/search/?api=1&query=Kshetrapal%20Mandir%20(%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%87%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AA%E0%A4%BE%E0%A4%B2%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0)&query_place_id=ChIJxZomBwAb6zkReDQAg_5e36Q
सिद्धिकाली मू: धिमे छें,Hindu temple,Hindu temple,"M9JP+F3M, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.681213,85.3851627,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDuRil8E8frdPn4esF-Ep9QWNh5vv8bLCjL8mf2MCM_1H5uaSSPB4nPSCOyJFoDuULZ2bokjs1qBuLVrFEGVgwDwaDgu_fjew5gX8PTN9i3zN5ENP3hJhao7n6HEYQtFp7x0hQgg=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%AE%E0%A5%82%3A%20%E0%A4%A7%E0%A4%BF%E0%A4%AE%E0%A5%87%20%E0%A4%9B%E0%A5%87%E0%A4%82&query_place_id=ChIJOYtL7K0b6zkR6AenGcJIMOc
Bhimsen Temple / भिन्द्यो,Hindu temple,Hindu temple,"M9JJ+7MX Siddhikali Temple, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6807391,85.3817354,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxi0leTWok1069ic5n8Dz7A5OTPJEO2rq6hZVB1N1tEIHYN5NkwxuPSaBEDdkG3itf1w4t-C4iHssfo5RtcxgTFbUs6cUoNq-nKChdQ0l5jrQR4oCzsa30yDUXY14U45UkpIJQlVg=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Bhimsen%20Temple%20%2F%20%E0%A4%AD%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B&query_place_id=ChIJF2ZkP8sb6zkRTEMVvF4uQN0
𑐣𑐵𑐳𑑅 𑐡𑑂𑐫𑑅 Nityenath Temple,Hindu temple,Hindu temple,"M9JP+2P9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6800305,85.3868497,4.6,11,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG8zfSOT06XF1nNcq0eU4Y3WSkeRJtbQIVkkpW8hZxSBMclVQMBweElZY8AXPom4CB1Q6LIorOcLNOSWyQ5bvj0TvBzP49C8fbUiaGaQlb6N1Tt3ueyYIzpUGKpD_vdoKtmnUQ8kl4LgUw1JsgC2e6teqPTxDG8-CbJ_BQpPGaTiNC1rSkjvrrxaqTcuJ0-BFaEFQ=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=%F0%91%90%A3%F0%91%90%B5%F0%91%90%B3%F0%91%91%85%20%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85%20Nityenath%20Temple&query_place_id=ChIJZ3PKPWYa6zkR4537YrjSOsM
"Shiv Mandir Bahakha Bazaar, Nagadesh",Hindu temple,Hindu temple,"M9MP+5CQ, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6829558,85.3861071,4.3,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f-oFj4Vw0SYuTgWOKBDOdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.909899&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Shiv%20Mandir%20Bahakha%20Bazaar%2C%20Nagadesh&query_place_id=ChIJAV8b4Wca6zkRaiNrsaYDLkc
Siddhikali Temple,Hindu temple,Hindu temple,"M9JM+66V, Madhyapur Thimi Muncipality 44600, Nepal",Madhyapur Thimi Muncipality,27.6806137,85.3830539,4.6,131,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzudbro-uqdj4FEoiLPgfgsv6cw4iy6jOgTgkE1peO6uYru3ufc2UlC_KuiWDmHi6Y3a8BqCzLhPehS6Z9ZcP1Hn43unGkvmYWdlheVagV2w1OojFeJ-nKEkx6KwK_qmFKM-n5g=w408-h280-k-no,,https://www.google.com/maps/search/?api=1&query=Siddhikali%20Temple&query_place_id=ChIJSSAbBGka6zkRtihWR52jWyM
Mahadev Temple,Hindu temple,Hindu temple,"M9PM+2PX, Unnamed Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.685101,85.3843531,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtS4RxtzE9nS86BrDJ1udIhAQOvI-VfVJstVEj62d-CFCZg41SzHR54bJtwe5OsKdOlEOXy9r7H85xL5pYqfcjZ_GoNHaDvIP1FsGRl0ZOdyJp_GB7ip5E7YNOdkgneE4fign0=w426-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Mahadev%20Temple&query_place_id=ChIJB1G4gfUb6zkR8V1OMfd9eVE
Sileshwor chock madhyapur Thimi,Hindu temple,Hindu temple,"M9PJ+W4, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.687304,85.3803283,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1L0fEIbpBYQa933aPUixpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.03851&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Sileshwor%20chock%20madhyapur%20Thimi&query_place_id=ChIJT5GiXAAb6zkRSjhklimmH3I
Dhuncho Bagh Dhara Chok,Hindu temple,Hindu temple,"M9QJ+VM9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6896666,85.3816661,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzDIwzTx9bprQZN02GqCZQeoUvxydyriWouzsVKkr3wVBJPGNcQv7StAGF-CIJYO0kri5e9l1hUV1JQDAHSShe5kOn9sfIzkuZa_27A-XXHU11X2P67dPXHskHDFj2SaHjlnpKaw=w533-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Dhuncho%20Bagh%20Dhara%20Chok&query_place_id=ChIJKVwwXgAb6zkRrWs4xJdsTGY
Doleshwar Mahadev Temple,Hindu temple,Hindu temple,"JCQQ+G9V, Suryebinayak - Doleswor Rd, Suryabinayak 45200, Nepal",Suryabinayak,27.6388668,85.4384091,4.6,2901,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCZOTXtd8TQNeaouDV0mCzcNsZ_UN6kHJbFp09tr_v7sHoIS-BwdQBsylhStwfIQqfWvCue-D_r-xm3ANHNl5TfGvWwDjg2Q4I2uNRym1LImY5MxuFxCpXPVXGc59LFife2lf9=w408-h271-k-no,+977 1-6618082,https://www.google.com/maps/search/?api=1&query=Doleshwar%20Mahadev%20Temple&query_place_id=ChIJHY_AZyAQ6zkR5Lo_gz6BPQU
Pilot Baba Ashram,Hindu temple,Hindu temple,"JCRF+333, Ghyampe Danda Sadak, Anantalingeshwar, Nepal",Anantalingeshwar,27.6401489,85.4226591,4.2,1678,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw622G2Z22Eeex8LHy6isF8JqBGr5ly9R2m677SPYI1geWqzfrg7f0UHLEXERUkqMjn-_Uj3qc78H4uUMJJQiP6fITQEpHFZwT0Agw-zcboE6xZuIret6rT-WnED9Kn3BzzsJvY=w408-h408-k-no,+977 986-7918024,https://www.google.com/maps/search/?api=1&query=Pilot%20Baba%20Ashram&query_place_id=ChIJU_FBrxcQ6zkRucxxeMkC8KI
Suryabinayak Ganesh Temple,Hindu temple,Hindu temple,"MC4F+F9V, Suryabinayak, Nepal",Suryabinayak,27.6562438,85.4234219,4.6,1240,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsxd41fA1wnKUXt3rWar6EyYUJaIEPntfjjcgZQzGhMWygnHIEycs6n-S9BeVNNpk9mCYApvIaoPZKlA6QKVvzqNTydDQqzrQhZupcACDEdBIKlmNgyaqE3ajOpMBxQvXQlg3H=w408-h544-k-no,+977 986-2566016,https://www.google.com/maps/search/?api=1&query=Suryabinayak%20Ganesh%20Temple&query_place_id=ChIJvb0TNQkQ6zkRxmBVKLkk6aI
Pathivara Temple,Hindu temple,Hindu temple,"JCV8+PJG, Anantalingeshwar 44100, Nepal",Anantalingeshwar,27.6443052,85.4165683,4.4,246,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw7RY8WIRwbRkRyXXcIk3hjTf2tWZ_gFiFj_hCOxXTFvRZrkK1OMkZRDEYc9RxYfxt237OaM-naM_44gMuRE9GYwbifQC6XI-mXv2Lomedeo0YyfvcXs12Y1iuz3WHSe0HTZwC9bg=w408-h408-k-no,,https://www.google.com/maps/search/?api=1&query=Pathivara%20Temple&query_place_id=ChIJz5S7a-wR6zkRSibcRUCgB6Q
Tarakeshwor Mahadev Temple,Hindu temple,Hindu temple,"JCQ8+VG2, Anantalingeshwar, Nepal",Anantalingeshwar,27.6396401,85.416252,4.5,19,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDMD1A00U9IhC6yFJXIjubkFc2xJOkTl_BZC590rbhs_cV_S-Y9XOyQ5KdiStfAso5CJjy0Qp3_Tu9YCpOBdZpF6aDSfJWxNB0avOC5m3FT3GTnqvCp4Qi9K6j3z-dVEvl5f06=w408-h544-k-no,+977 984-3519488,https://www.google.com/maps/search/?api=1&query=Tarakeshwor%20Mahadev%20Temple&query_place_id=ChIJk1OKTRUQ6zkRKLf0vgRbcU4
Chiranjibi party(Rameshwor and Hanumanteshwore temple),Hindu temple,Hindu temple,"JCP8+RWP, Suryabinayak, Nepal",Suryabinayak,27.6370893,85.417322,5,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4sZPV3SDZlEzfiWBzZ6_cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.7347&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Chiranjibi%20party(Rameshwor%20and%20Hanumanteshwore%20temple)&query_place_id=ChIJvSG1QgAR6zkRsN3316TErbc
Likha Narayan Temple लिखा नारायण,Hindu temple,Hindu temple,"MC29+RGQ, Anantalingeshwar, Nepal",Anantalingeshwar,27.6520954,85.4188462,4.2,26,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQmiFo9svNBbcjmVrTq2cAKP712-iaeQ8d_6W_dtaiuCG5VkvyuVVEqMezjx5Yt1oRrYpyOc7b2Nq1fRGvZd-7CDe54v_AYekXUA2kcWKRfB65O1QWVR1KyAc_rYN5CDoVV7G7jw=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Likha%20Narayan%20Temple%20%E0%A4%B2%E0%A4%BF%E0%A4%96%E0%A4%BE%20%E0%A4%A8%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%A3&query_place_id=ChIJn7mqxHIQ6zkR170PLtwE6AQ
Som Nath Temple,Hindu temple,Hindu temple,"JCRC+4XC, Anantalingeshwar, Nepal",Anantalingeshwar,27.6403136,85.4223825,3.9,18,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKwtD8mOhMrA7uGJkotRUg9KTR1M1125IwIl78dYL2nPYOCPNVpyI42FxytrqtnOAdQY73ADgYUtukk8yh2bR09y0CV_Jq14PlLetHJzzoqCNMFGee75Io4c8qyabSki8Rcvil=w408-h545-k-no,,https://www.google.com/maps/search/?api=1&query=Som%20Nath%20Temple&query_place_id=ChIJb-KicxYQ6zkRXOml0uATAf4
Maheshwor Mahadev Mandir,Hindu temple,Hindu temple,"JCX8+7CM, Anantalingeshwar, Nepal",Anantalingeshwar,27.6482216,85.4160328,5,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqzWzV20YPypHvXYU3WLYIFkYrywGzo6lCLYASjo-G9a0NdgUrCeiNbOd0bNAvlOfgb3aatCLrU5oLU7JfhKIV5ZD6rEQnP2Whdks17gIRAmR-7_zhb2itTHSo3PVBLbLibZJk=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Maheshwor%20Mahadev%20Mandir&query_place_id=ChIJ3Q0lcqcR6zkR9P5O00yJmHA
Krishna Mandir,Hindu temple,Hindu temple,"JCR7+RWR, Anantalingeshwar, Nepal",Anantalingeshwar,27.6421166,85.4147654,4.6,14,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe-Pc-0r6It119NCKiTLaY45sd7kO-a0Dxxp36wH-VAn2FzYWeMl9SPiR1agZnhUKNO-wGsV0DTOHejp_3P9885D5O0BFSraW0hDMgXMNGrHtysLk8kwW8BsKtnl6Jg99lEEMX=w532-h240-k-no,+977 980-3049416,https://www.google.com/maps/search/?api=1&query=Krishna%20Mandir&query_place_id=ChIJb2t2D2sQ6zkRDfRckP54Brg
Sangameshwor Mahadev Temple,Hindu temple,Hindu temple,"Shyama Shyam Dham, Nikosera Araniko Highway, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6765069,85.3979516,4.3,12,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAjQbZg-19nrmL4BUvtLks4DLbNTsLXvXqgFfpu4P0NkgWxdC-uK6evDtyCyWOGYfZ6fCAdxS1yZgBHTQ_bCBmLbSHm8hfeNa9kTxoxdYpk8o-aJ7KkTZcJFcuTxRgF63hvWw=w408-h544-k-no,+977 985-1227910,https://www.google.com/maps/search/?api=1&query=Sangameshwor%20Mahadev%20Temple&query_place_id=ChIJKY6isIka6zkR8P9levw15AU
Kundol Bhagawati Temple,Hindu temple,Hindu temple,"M9MV+8RW, New Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6833594,85.3945749,4.3,39,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiF3SqQBsvMpSWnMz0Oea0ShnzGBnb_AZw73p1Lj2knRn3H8q_THvccmqHxae_79DcStnMfJG0TTQgOp18HtF8OV-RE_7IMgNvR3CRMDHevxy4Ea9mdyQ8UdeIe4lFFuKKY6oH=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Kundol%20Bhagawati%20Temple&query_place_id=ChIJocFHamAa6zkRmue5Rspuhe0
Gankhu Aakash Devi Temple गाँखु आकाश देबीमन्दिर,Hindu temple,Hindu temple,"ThapaDol, Akash Devi Marg, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6848368,85.3970112,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hKv6_kt5s8tXlesxCANPQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.95879&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Gankhu%20Aakash%20Devi%20Temple%20%E0%A4%97%E0%A4%BE%E0%A4%81%E0%A4%96%E0%A5%81%20%E0%A4%86%E0%A4%95%E0%A4%BE%E0%A4%B6%20%E0%A4%A6%E0%A5%87%E0%A4%AC%E0%A5%80%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJHXySPdob6zkRyo8qXVJuFrk
Gankhu BhuiChampa Devi temple गाँखु भुइचम्पा देबी मन्दिर,Hindu temple,Hindu temple,"ThapaDol, Bhuichampa Devi Marg, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6844776,85.3982386,4.7,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyug3mhB-dra35IjVYnU6ayzqldQlz0YRPomCeHk0dud1t1sitxeY-0L2XCehVaE9Jcb9pzxpvknqIyk8M7t8KvRAUwdjp67Q6qOykHmdWnhJNpoc9SnLVRZc5hMGa5RjUGkDEMnj2y5pi6=w408-h541-k-no,,https://www.google.com/maps/search/?api=1&query=Gankhu%20BhuiChampa%20Devi%20temple%20%E0%A4%97%E0%A4%BE%E0%A4%81%E0%A4%96%E0%A5%81%20%E0%A4%AD%E0%A5%81%E0%A4%87%E0%A4%9A%E0%A4%AE%E0%A5%8D%E0%A4%AA%E0%A4%BE%20%E0%A4%A6%E0%A5%87%E0%A4%AC%E0%A5%80%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJW-eZAUkb6zkR_ST2Hsv9_nU
Nasa Dyo,Hindu temple,Hindu temple,"Thimi, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6768036,85.3861584,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE_psZEAGFXVLI1QUywKCuox3iPlS-olz85_cv70EmLeCHgysSMWsUhl6SDwfzirJuBfB38J3mk-RSFBIogBFcUCzl5NEFv2Qn8iB4g4_9IzWLWt9_AK0lQw2MNF8w7hPN5UAlgpdLpUEq=w408-h864-k-no,,https://www.google.com/maps/search/?api=1&query=Nasa%20Dyo&query_place_id=ChIJK5NKJQAb6zkRlzNZiQG6OAY
𑐥𑑀𑐧𑐸 𑐳𑐸𑐬𑑂𑐫𑐰𑐶𑐣𑐵𑐫𑐎 𑐡𑑂𑐫𑑅 Pobu Suryavinayak Dya,Hindu temple,Hindu temple,"M9HQ+X7X, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6799798,85.388238,4.5,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyl3IUHfHiNAQEpz0zl51b5gOr_lC4ur182FOFFgWkBaNdhUmMbgthZUdmptQCJk3W3tMha7J6gLihLjzunFrYcf1d0ac8QD_wGrShpXaI_f3LzQ34_fbYtTKeosKl_BKmTkpI=w408-h408-k-no,,https://www.google.com/maps/search/?api=1&query=%F0%91%90%A5%F0%91%91%80%F0%91%90%A7%F0%91%90%B8%20%F0%91%90%B3%F0%91%90%B8%F0%91%90%AC%F0%91%91%82%F0%91%90%AB%F0%91%90%B0%F0%91%90%B6%F0%91%90%A3%F0%91%90%B5%F0%91%90%AB%F0%91%90%8E%20%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85%20Pobu%20Suryavinayak%20Dya&query_place_id=ChIJFUoRRmYa6zkR-YbZfalRMXo
Ganesh temple,Hindu temple,Hindu temple,"Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6770188,85.3855641,4.6,13,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFJ_Gdjg1cI1CBw3L2g1MZupOQ0PL6toy5HnyS_VAnjWscs6uSiKLYaO2MJpq_hNt605E9kclcwHSZ3IELjEt5HXMy91QZEmcILHnr3AIuyJEJWaTjoA93G2MQBAzgoDiXyQDd4LD6OD_FxSv7vjf8uVX9wIvRrVxSUQNIxMoPC-Ise5UFVL81tSAVZ_lm0ZZegODw=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Ganesh%20temple&query_place_id=ChIJ9T4Dh2Ua6zkRPasBpDts4yY
Shree Sarbeshwor Mahadev Temple,Hindu temple,Hindu temple,"M9JW+4XJ, Bhaktapur Road, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6803322,85.3974061,4.2,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i3-h-wEkjNNttl1bqEbOkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.392673&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Shree%20Sarbeshwor%20Mahadev%20Temple&query_place_id=ChIJK4v9aooa6zkRuDbL5a5OzTU
Shree Byang Ganesh Temple,Hindu temple,Hindu temple,"Hindunagar Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6826006,85.4011897,3.9,20,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHV63fQDmdRPUA-lCkorkCwcqkpFZHbigWv-HtaFAf-EvPQHx2bj0z2MEoDArcy-PMunwztCwuaIgmI0VOCYJRtp5LY5NOa01J0ujeRd27BAFuHszvKCG-qlrD7xMGnsrCvQJpUg=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Shree%20Byang%20Ganesh%20Temple&query_place_id=ChIJaQ_cYosa6zkRySzVqJSaxj8
Balkumari Temple,Hindu temple,Hindu temple,"M9GP+84P, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6758251,85.3853204,4.6,400,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1IFJ8X2TIfgZBZI4ynAGSz0CwuyqPYWKO4YlmhN4SdPpkZaLz2ASPfsbvhSb1Wi_RKuGmVWdsf8X3BOaGiFIHUA-Kp9Smw2ISE143sbfXk5SaYqNMsS0l-f1nYyW_sdHLhWNW=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Balkumari%20Temple&query_place_id=ChIJ21lfcG8a6zkRU9N0GGp60Ek
